,sku,produto,marca,farmacia,preco com desconto,preco sem desconto,% desconto,descricao
10,032710,Sinvastatina 20mg com 30 Comprimidos Sandoz,,Vip Farma,33.34,33.34,0.0,"A sinvastatina é usada junto com uma dieta adequada para ajudar a reduzir o colesterol ""ruim"" e as gorduras (como LDL, triglicerídeos) e aumentar o colesterol ""bom"" (HDL) no sangue. Pertence a um grupo de medicamentos conhecidos como ""estatinas"". Atua reduzindo a quantidade de colesterol produzida pelo fígado. Reduzir o colesterol ""ruim"" e os triglicerídeos e aumentar o colesterol ""bom"" diminui o risco de doenças cardíacas e ajuda a prevenir derrames e ataques cardíacos."
11,031782,Secnidazol 1000mg com 4 Comprimidos,,Vip Farma,34.55,34.55,0.0,"O Secnidazol é um medicamento parasiticida, utilizado no tratamento de giardíase, amebíase intestinal sob todas as formas, amebíase no fígado e tricomoníase."
12,026620,Carvedilol 25mg com 30 Comprimidos Medley,,Vip Farma,74.78,74.78,0.0,"O Carvedilol é usado para tratar a hipertensão e a insuficiência cardíaca. Também é usado após um ataque cardíaco para aumentar a chance de sobrevivência se o coração não estiver batendo bem. A redução da pressão arterial elevada ajuda a prevenir derrames, ataques cardíacos e problemas renais."
13,015960,Maleato de Enalapril 20mg com 30 Comprimidos Nova Química ,,Vip Farma,70.21,70.21,0.0,"O Enalapril é um tipo de medicamento denominado inibidor da ECA (enzima de conversão da angiotensina). Como outros inibidores da ECA, ele relaxa e dilata os vasos sanguíneos. Isso reduz a pressão arterial e torna mais fácil para o coração bombear o sangue pelo corpo."
14,026898,Levotiroxina 25mcg com 30 Comprimidos Merck ,,Vip Farma,11.61,11.61,0.0,"A Levotiroxina é usada para tratar uma glândula tireoide hipoativa (hipotireoidismo). Ele substitui ou fornece mais hormônio da tireoide, que normalmente é produzido pela glândula tireoide. Níveis baixos de hormônio da tireoide podem ocorrer naturalmente ou quando a glândula tireoide é lesada por radiação / medicamentos ou removida por cirurgia. Ter hormônio tireoidiano suficiente é importante para a atividade física e mental normal. Em crianças, a ingestão de hormônio tireoidiano suficiente é importante para o desenvolvimento físico e mental normal."
15,020184,"Vitacid Tretinoína 0,25mg/g com 1 bisnaga com 25g gel",,Vip Farma,51.46,51.46,0.0,"Vitacid é usado para tratar o melasma facial, uma condição de áreas escuras irregulares na pele, especialmente nas bochechas e na testa. Às vezes ocorre com alterações hormonais."
16,006189,Gel De Limpeza Facial Effaclar Concentrado 150g,,Vip Farma,70.21,70.21,0.0,"O Gel de Limpeza Facial Effaclar Concentrado de La Roche Posay possui fórmula concentrada que foi desenvolvida com uma combinação única de Ácido Salicílico, Zinco e LHA, uma nova geração de renovador celular."
17,012647,Rosucor Rosuvastatina Cálcica 10mg com 30 Comprimidos,,Vip Farma,47.59,47.59,0.0,"O Rosucor é usada junto com uma dieta adequada para ajudar a reduzir o colesterol ""ruim"" e as gorduras (como LDL, triglicerídeos) e aumentar o colesterol ""bom"" (HDL) no sangue. Pertence a um grupo de medicamentos conhecidos como ""estatinas"", que atua reduzindo a quantidade de colesterol produzida pelo fígado."
18,012012,Loratadina 10mg com 12 Comprimidos Ranbaxy,,Vip Farma,23.33,23.33,0.0,"A Loratadina está indicada para o alívio dos sintomas nasais e sintomas associados com rinite alérgica tais como: coriza, espirros e prurido nasal, ardor e prurido ocular. A Loratadina está também indicada para o alívio dos sinais e sintomas de urticária e outras afecções dermatológicas alérgicas. Os sinais e sintomas são rapidamente aliviados após administração oral do medicamento (1 a 3 horas)."
19,029902,Baclofeno 10mg com 20 Comprimidos Teuto,,Vip Farma,15.12,15.12,0.0,"O baclofeno é usado para reduzir e aliviar a rigidez excessiva e/ou espasmos nos músculos que podem ocorrer em várias condições tais como a esclerose múltipla, doenças ou lesões na medula óssea, e certas doenças cerebrais."
20,030222,"Brometo de Ipratropio 0,25mg com 20mL União Química",,Vip Farma,9.26,9.26,0.0,"O brometo de ipratrópio é indicado para o tratamento de manutenção do broncoespasmo associado à Doença Pulmonar Obstrutiva Crônica, que inclui bronquite crônica e enfisema."
21,033214,"Iccor Bisoprolol 1,25mg com 30 Comprimidos",,Vip Farma,55.86,55.86,0.0,"O Iccor é usado com ou sem outros medicamentos para tratar a pressão alta (hipertensão). A redução da pressão arterial elevada ajuda a prevenir derrames, ataques cardíacos e problemas renais."
22,012033,"Vitacid 0,05% Creme 25g",,Vip Farma,54.98,54.98,0.0,"Vitacid é indicado somente para uso tópico, em adultos e pacientes acima de 12 anos, para o tratamento do foto envelhecimento cutâneo, proporcionando a melhora de alguns sinais associados a essa condição."
23,033218,Iccor Bisoprolol 5mg com 30 Comprimidos,,Vip Farma,70.21,70.21,0.0,"O Iccor é usado com ou sem outros medicamentos para tratar a pressão alta (hipertensão). A redução da pressão arterial elevada ajuda a prevenir derrames, ataques cardíacos e problemas renais."
24,032405,Cloridrato de Fexofenadina 180mg com 10 Comprimidos Eurofarma,,Vip Farma,44.43,44.43,0.0,"A Fexofenadina é um anti-histamínico usado para aliviar os sintomas de alergia, como olhos lacrimejantes, coriza, coceira nos olhos / nariz, espirros, urticária e coceira. Ele age bloqueando uma determinada substância natural (histamina) que seu corpo produz durante uma reação alérgica."
25,029655,Simeticona 75mg/mL Sabor Morango com 15mL EMS,,Vip Farma,36.85,36.85,0.0,"Simeticona é usado para aliviar os sintomas de gases extras, como arrotos, inchaço e sensação de pressão / desconforto no estômago / intestino. Simeticone ajuda a quebrar as bolhas de gás no intestino."
26,032761,Sinvastatina 40mg com 30 Comprimidos Sandoz,,Vip Farma,134.95,134.95,0.0,"A sinvastatina é usada junto com uma dieta adequada para ajudar a reduzir o colesterol ""ruim"" e as gorduras (como LDL, triglicerídeos) e aumentar o colesterol ""bom"" (HDL) no sangue. Pertence a um grupo de medicamentos conhecidos como ""estatinas"". Atua reduzindo a quantidade de colesterol produzida pelo fígado. Reduzir o colesterol ""ruim"" e os triglicerídeos e aumentar o colesterol ""bom"" diminui o risco de doenças cardíacas e ajuda a prevenir derrames e ataques cardíacos."
27,032834,"Indapamida 1,5mg com 60 Comprimidos Eurofarma",,Vip Farma,30.88,30.88,0.0,"Indapamida é usada para tratar a hipertensão e também é para reduzir o excesso de fluidos no corpo (edema) causado por insuficiência cardíaca. A redução da pressão arterial elevada ajuda a prevenir derrames, ataques cardíacos e problemas renais. A Indapamida pertence a uma classe de medicamentos conhecidos como diuréticos / ""pílulas de água"". Atua fazendo com que você produza mais urina. Isso ajuda seu corpo a se livrar do excesso de sal e água. Isso pode diminuir os sintomas, como falta de ar ou inchaço nos tornozelos ou pés."
28,010559,Rosuvastatina Cálcica 20mg com 30 Comprimidos Germed,,Vip Farma,81.16,81.16,0.0,"A rosuvastatina é usada junto com uma dieta adequada para ajudar a reduzir o colesterol ""ruim"" e as gorduras (como LDL, triglicerídeos) e aumentar o colesterol ""bom"" (HDL) no sangue. Pertence a um grupo de medicamentos conhecidos como ""estatinas"", que atua reduzindo a quantidade de colesterol produzida pelo fígado."
29,033126,"Iccor Bisoprolol 2,5mg com 30 Comprimidos",,Vip Farma,60.09,60.09,0.0,"O Iccor é usado com ou sem outros medicamentos para tratar a pressão alta (hipertensão). A redução da pressão arterial elevada ajuda a prevenir derrames, ataques cardíacos e problemas renais."
30,026472,Versa Enoxaparina Sódica 80mg com 2 Seringas,,Vip Farma,335.7,335.7,0.0,"Versa é um anticoagulante que ajuda a prevenir a formação de coágulos sanguíneos, que possui como princípio ativo a Enoxaparina Sódica."
31,032874,"Desogestrel 0,75mg com 84 Comprimidos Eurofarma",,Vip Farma,43.25,43.25,0.0,Desogestrel é um anticoncepcional do tipo minipílula (pílula com progestagênio isolado) utilizado para prevenir a gravidez.
32,029656,Simeticona 125mg com 10 Cápsulas EMS,,Vip Farma,18.75,18.75,0.0,"Simeticona é usado para aliviar os sintomas de gases extras, como arrotos, inchaço e sensação de pressão / desconforto no estômago / intestino. Simeticone ajuda a quebrar as bolhas de gás no intestino."
33,030646,Bicarbonato de Sodio Farmax com 50g,,Vip Farma,4.53,4.53,0.0,"Bicarbonato de Sódio está indicado para o tratamento da acidose metabólica (leve a moderada) e suas manifestações, em caso de desordens renais, na insuficiência circulatória por choque ou desidratação e na parada cardíaca. Pode ser utilizado também para a alcalinização da urina e como antiácido."
34,030708,Ofolato G Gotas 15mL,,Vip Farma,152.26,152.26,0.0,Ofolato G - Suplemento Alimentar Ácido Fólico Em Gotas 15ml
35,030477,"Versa 40mg, 6 seringas preenchidas com 0,4mL",,Vip Farma,495.27,495.27,0.0,"Este medicamento diminui o risco de desenvolvimento de tromboses de veias profundas e sua consequência mais grave, a embolia pulmonar."
36,030766,Creme Nivea Facial Noturno 100G,,Vip Farma,41.13,41.13,0.0,"O Creme Facial Noturno da Nivea é ideal para ser utilizado no período da noite. Em sua fórmula o produto conta a inovadora Tecnologia Hydro Waxes, que é à base de água e ceras e oferece hidratação profunda para sua pele, sem deixar aquela sensação oleosa. Além disso, o produto proporciona rápida absorção."
37,009584,Colflex Bio 40mg com 60 cápsulas ,,Vip Farma,184.69,184.69,0.0,Colflex é um colágeno hidrolisado em pó que possui exclusiva formulação à base de peptídeos bioativos obtidos através da hidrólise do colágeno. Ele repõe a proteína existente naturalmente no nosso organismo.
38,031037,Colflex Trio com 30 sachês com 12g para solução de uso oral cada,,Vip Farma,181.57,181.57,0.0,Colflex é um colágeno hidrolisado em pó que possui exclusiva formulação à base de peptídeos bioativos obtidos através da hidrólise do colágeno. Ele repõe a proteína existente naturalmente no nosso organismo.
39,031017,Fumasil 300mg com 60 Comprimidos,,Vip Farma,76.63,76.63,0.0,"Fumasil é indicado como auxiliar na redução do desejo intenso de fumar.

A indicação deste medicamento somente poderá ser alterada a critério do prescritor."
40,031009,Maq Suplemento de Vitamina e Minerais 30 Comprimidos,,Vip Farma,97.63,97.63,0.0,A Vitamina MAQ têm em suas composições uma fórmula nutricional de última geração que alia minerais aminoácidos quelatados como o Ferrochel e alto teor de vitaminas.
41,031320,Ciclopirox Olamina 10mg/ml com 15ml Medley,,Vip Farma,24.9,24.9,0.0,Ciclopirox Olamina é destinado ao tratamento de micoses tópicas (infecções na pele causadas por fungos).
42,030788,Álcool em Gel Callamarys 70% Antisséptico Higienizador De Mãos 440g,,Vip Farma,5.2,20.98,75.21448999046711,Compre Álcool em Gel 70% Antisséptico em Oferta na Vip Farma ✓ Melhores Preços ✓ Entrega Rápida e Segura ✓ Melhor Farmácia Online do Brasil.
43,008933,Lacrima Plus 1+3mg/mL com 15mL,,Vip Farma,31.57,31.57,0.0,Lacrima Plus Solução Oftálmica Estéril é indicado para o alívio temporário da irritação e ardor devido a olhos secos e para o alívio temporário do desconforto devido a pequenas irritações do olho ou a exposição ao vento ou sol. É recomendado para pacientes sensíveis ao conservante cloreto de benzalcônio.
44,032716,Hidroclorotiazida 25mg com 30 Comprimidos Medley,,Vip Farma,42.07,42.07,0.0,"Hidroclorotiazida é usada para tratar a hipertensão. A redução da pressão arterial elevada ajuda a prevenir derrames, ataques cardíacos e problemas renais. A hidroclorotiazida pertence a uma classe de medicamentos conhecidos como diuréticos / ""pílulas de água"". Atua fazendo com que você produza mais urina. Isso ajuda seu corpo a se livrar do excesso de sal e água."
45,006657,Nimesulida 100mg com 12 Comprimidos EMS,,Vip Farma,21.46,21.46,0.0,"Nimesulida é destinado ao tratamento de uma variedade de condições que requeiram atividade anti-inflamatória, analgésica e antipirética.

No tratamento de estados flogísticos dolorosos e não dolorosos acompanhados ou não por febre, inclusive relacionados ao aparelho osteoarticular."
46,006668,Prednisolona 20mg com 10 Comprimidos EMS,,Vip Farma,18.47,18.47,0.0,"Este medicamento está indicado nas seguintes condições:1. Desordens Endócrinas: insuficiência adrenocortical primária ou secundária (hidrocortisona ou cortisona na primeira escolha; os análogos sintéticos poderão ser utilizados em associação com mineralocorticoides quando necessário; em lactentes a suplementação mineralocorticoide é de particular importância): hiperplasia adrenal congênita; hipercalcemia associada ao câncer; tiroidite não supurativa. 2. Desordens Reumáticas: como terapia auxiliar para administração a curto prazo (para o paciente superar um episódio agudo ou exacerbação) em: artrite psoriásica; artrite reumatoide, inclusive artrite reumatoide juvenil (casos selecionados poderão necessitar de terapia de manutenção em doses baixas); espondilite anquilosante; bursite aguda e subaguda; tenosinovite inespecífica aguda; artrite gotosa aguda; osteoartrite pós-traumática; sinovite osteoartrítica; epicondilite. 3. Colagenoses: durante uma exacerbação ou como terapia de manutenção em casos selecionados de lúpus eritematoso sistêmico, dermatomiosite (polimiosite) sistêmica; cardite reumática aguda. 4. Doenças Dermatológicas: pênfigo; dermatite herpetiforme bolhosa; eritema multiforme severo (Síndrome de Stevens-Johnson); dermatite esfoliativa; micose fungoide; psoríase severa; dermatite seborreica severa. 5. Condições Alérgicas: controle de condições alérgicas severas ou incapacitantes não responsivas aos meios convencionais de tratamento em: rinite alérgica sazonal ou perene; asma brônquica; dermatite de contato; dermatite atópica; doença do soro; reações de hipersensibilidade às drogas. 6. Doenças Oculares: graves processos inflamatórios e alérgicos, agudos ou crônicos envolvendo o olho e seus anexos tais como: conjuntivite alérgica; ceratite; úlceras marginais alérgicas da córnea; herpes zoster oftálmico; irite e iridociclite; corioretinite; inflamação do segmento anterior; coroidite e uveite posterior difusa; neurite ótica, oftalmia simpática. 7. Doenças Respiratórias: sarcoidose sintomática; síndrome de Loëffler não controlável por outros meios; beriliose; tuberculose pulmonar fulminante ou disseminada quando utilizado concomitantemente à quimioterapia antituberculosa adequada; pneumonite por aspiração. 8. Desordens Hematológicas: púrpura trombocitopênica idiopática em adultos; trombocitopenia secundária em adultos; anemia hemolítica adquirida (autoimune); eritroblastopenia (anemia eritrocítica); anemia hipoplásica (eritroide) congênita. 9. Neoplasias: para o tratamento paliativo de: leucemias e linfomas em adultos; leucemia aguda na infância. 10. Estados Edematosos: para induzir a diurese ou remissão da proteinúria da síndrome nefrótica idiopática, sem uremia, ou aquela devida ao lúpus eritematoso. 11. Doenças Gastrintestinais: para auxiliar o paciente a superar um período crítico da doença em: colite ulcerativa, enterite regional. 12. Sistema Nervoso: exacerbações agudas de esclerose múltipla. 13. Miscelânea: meningite tuberculosa com bloqueio subaracnoide ou bloqueio eminente, quando utilizada concomitantemente à quimioterapia antituberculosa apropriada; triquinose com envolvimento neurológico ou miocárdico."
47,032026,Maleato de Enalapril 5mg com 30 comprimidos EMS,,Vip Farma,22.13,22.13,0.0,"O maleato de enalapril para controlar a pressão alta ou melhorar o desempenho do seu coração (tratamento da insuficiência cardíaca). Maleato de enalapril também é usado para a prevenção de insuficiência cardíaca sintomática. Em muitos pacientes com insuficiência cardíaca que apresentam sintomas, maleato de enalapril retarda a piora da insuficiência cardíaca e reduz a necessidade de internação hospitalar por insuficiência cardíaca."
48,006616,Dexametasona 4mg com 10 Comprimidos EMS,,Vip Farma,11.61,11.61,0.0,"A dexametasona é usada para tratar condições como artrite, distúrbios sanguíneos / hormonais, reações alérgicas, doenças de pele, problemas oculares, respiratórios, intestinais, câncer e doenças do sistema imunológico. Também é usado como um teste para um distúrbio da glândula adrenal (síndrome de Cushing). A dexametasona pertence a uma classe de medicamentos conhecidos como corticosteróides. Ele diminui a resposta do seu sistema imunológico a várias doenças para reduzir os sintomas, como inchaço e reações do tipo alérgico."
49,006621,Cloridrato de Diltiazem 30mg com 50 Comprimidos EMS ,,Vip Farma,31.57,31.57,0.0,"O Diltiazem é indicado para o tratamento de angina pectoris vasoespástica (de repouso, com elevação do segmento ST, “angina de Prinzmetal”); Angina pectoris crônica estável ou de esforço; Estados anginosos pós-infarto do miocárdio; Coronariopatias isquêmicas com ou sem hipertensão e/ou taquicardia e Hipertensão arterial leve a moderada."
50,018684,"Cyclofemina 1 Ampola de 0,5ml 25mg/5mg",,Vip Farma,40.91,40.91,0.0,"Cyclofemina é um medicamento. Seu uso pode trazer riscos.
Procure um médico ou farmacêutico. Leia a bula."
51,006579,Paracetamol 500mg + Cloridrato de Pseudoefedrina 30mg com 24 Comprimidos EMS,,Vip Farma,16.29,16.29,0.0,"Paracetamol + Pseudoefedrina é indicado para o alívio temporário dos sintomas decorrentes de gripes, resfriados comuns e sinusites tais como congestão nasal, obstrução nasal, coriza, mal-estar, dores pelo corpo, dor de cabeça, entre outros; e para redução da febre."
52,006578,Pantoprazol 40mg com 42 Comprimidos EMS,,Vip Farma,111.81,111.81,0.0,"Pantoprazol é usado para tratar certos problemas de estômago e esôfago (como refluxo ácido). Ele age diminuindo a quantidade de ácido que seu estômago produz. Este medicamento alivia sintomas como azia, dificuldade em engolir e tosse persistente."
53,033219,Iccor Bisoprolol 10mg com 30 Comprimidos,,Vip Farma,81.96,81.96,0.0,"O Iccor é usado com ou sem outros medicamentos para tratar a pressão alta (hipertensão). A redução da pressão arterial elevada ajuda a prevenir derrames, ataques cardíacos e problemas renais."
54,006870,Epocler Abacaxi 10mL Com 12 Flaconetes,,Vip Farma,38.97,38.97,0.0,"Epocler é um produto composto de 3 aminoácidos: dl-metionona, colina e betaína. Indicado no tratamento dos distúrbios metabólicos hepáticos.

Age principalmente sobre o fígado evitando o acúmulo de gordura nesse órgão e auxiliando na remoção de restos metabólicos e outras toxinas. Previne a infiltração (entrada) de gordura no fígado."
55,032316,Humectol D 5mg + 60mg com 20 comprimidos ,,Vip Farma,17.47,17.47,0.0,"Humectol alivia a constipação ocasional e irregularidades. Também pode ser usado para outras condições, conforme determinado pelo seu médico."
56,029040,Bissulfato De Clopidogrel 75mg com 28 Comprimidos Novartis,,Vip Farma,158.76,158.76,0.0,"Bissulfato de Clopidogrel é um medicamento receitado para tratar os sintomas da síndrome coronária aguda, como um acidente vascular cerebral, um coágulo sanguíneo ou um problema cardíaco grave após um ataque cardíaco, dor forte no peito ou problemas de circulação, podendo ser usado sozinho ou com outros medicamentos."
57,008480,Betnovate 1mg Pomada 15g,,Vip Farma,31.53,31.53,0.0,"Betnovate pomada é adequado para lesões secas, escamosas ou liquenificadas."
58,007429,Atorvastatina Cálcica Eurofarma 40mg com 30 Comprimidos,,Vip Farma,68.49,68.49,0.0,"A atorvastatina é usada junto com uma dieta adequada para ajudar a reduzir o colesterol ""ruim"" e as gorduras (como LDL, triglicerídeos) e aumentar o colesterol ""bom"" (HDL) no sangue."
59,032122,Atorvastatina Cálcica Eurofarma 10mg com 30 Comprimidos,,Vip Farma,46.58,46.58,0.0,"A atorvastatina é usada junto com uma dieta adequada para ajudar a reduzir o colesterol ""ruim"" e as gorduras (como LDL, triglicerídeos) e aumentar o colesterol ""bom"" (HDL) no sangue."
60,007301,"Cetoconazol 20mg + Dipropionato de Betametasona 0,5mg + Sulfato de Neomicina 2,5mg Creme 30g Eurofarma",,Vip Farma,19.81,19.81,0.0,"Cetoconazol + betametasona + neomicina é indicado no tratamento de doenças de pele, onde se exigem ações anti-inflamatória, antibacteriana e antimicótica, causadas por germes sensíveis."
61,007146,Zart Losartana Potássica 50mg com 30 Comprimidos,,Vip Farma,8.06,8.06,0.0,Zart é usada para tratar a pressão arterial elevada (hipertensão) e para ajudar a proteger os rins contra lesões causadas pela diabetes. Também é usado para diminuir o risco de derrames em pacientes com pressão alta e coração dilatado.
62,007399,Domperidona 10mg com 60 Comprimidos Eurofarma,,Vip Farma,26.85,26.85,0.0,"A Domperidona é um medicamento que aumenta os movimentos ou contrações do estômago e intestino.
A Domperidona às vezes é usada para aumentar a oferta de leite. Seu médico pode prescrever se você estiver tendo problemas para amamentar, mas apenas se outras coisas não funcionarem.
A Domperidona é fornecida na forma de comprimidos ou líquido para engolir.
A Domperidona deve ser administrada apenas por ou sob a supervisão imediata do seu médico."
63,003688,Ciprofibrato 100mg com 30 Comprimidos Biolab,,Vip Farma,29.46,29.46,0.0,"O Ciprofibrato é indicado para reduzir os níveis elevados de gorduras, como colesterol e / ou triglicerídeos no sangue."
64,032696,Suplemento Vitamínico Forteviron Anti Age Com 60 Comprimidos,,Vip Farma,152.26,152.26,0.0,"Forteviron Anti-Age é um medicamento que tem ação auxiliar no estímulo das células, na direção do combate aos sintomas do envelhecimento natural ou precoce."
65,012652,Olmecor Olmesartana 20mg com 30 comprimidos ,,Vip Farma,49.97,49.97,0.0,"O Olmecor possui como princípio ativo a olmesartana medoxomila, um antagonista do receptor da angiotensina II usado para reduzir e controlar a hipertensão (pressão alta). A olmesartana é utilizado para tratar a hipertensão (hipertensão). A redução da pressão arterial elevada ajuda a prevenir derrames, ataques cardíacos e problemas renais."
66,003474,Diane 35 com 21 Drágeas Bayer,,Vip Farma,33.69,33.69,0.0,"Diane 35 é utilizado no tratamento de doenças relacionadas aos hormônios andrógenos na mulher, tais como a acne, principalmente nas formas pronunciadas e naquelas acompanhadas de seborreia, inflamações ou formações de nódulos (acne papulopustulosa, acne nodulocística); casos leves de hirsutismo (excesso de pelos) e síndrome de ovários policísticos (SOP)"
67,003376,"Avamys 27,5mcg/dose Spray com 120 Doses ",,Vip Farma,70.72,70.72,0.0,"Avamys é usado no tratamento dos sintomas da rinite alérgica. Esta é a inflamação das vias nasais causada por uma alergia, resultando em coriza, nariz entupido, coceira e espirros. Freqüentemente, é acompanhada por sintomas que afetam os olhos, como irritação, lacrimejamento ou vermelhidão. Avamys é para uso em pacientes com seis anos ou mais."
68,032276,Citrato De Tamoxifeno 20mg com 30 Comprimidos,,Vip Farma,269.48,269.48,0.0,"O tamoxifeno é o modulador seletivo do receptor de estrogênio (SERM) mais antigo e mais prescrito. O tamoxifeno é aprovado para tratar mulheres e homens com diagnóstico de câncer de mama em estágio inicial positivo para receptor hormonal após a cirurgia (ou possivelmente quimioterapia e radiação) para reduzir o risco de o câncer voltar, mulheres e homens com diagnóstico de câncer de mama em estágio avançado ou metastático doença hormono-receptor-positiva"
69,002915,"Anoro Ellipta 62,5mcg/dose + 25mcg/dose com 30 Doses",,Vip Farma,386.39,386.39,0.0,"Anoro™ Ellipta® é indicado para o tratamento de manutenção da broncodilatação de longo prazo, para aliviar os sintomas em pacientes com doença pulmonar obstrutiva crônica (DPOC), incluindo bronquite crônica e enfisema. Anoro™ Ellipta® não deve ser usado para aliviar um ataque súbito de falta de ar ou chiado."
70,002406,Acetilcisteína 200mg com 16 Sachês EMS,,Vip Farma,28.41,28.41,0.0,"Quando inalada pela boca, a Acetilcisteína é usada para ajudar a afinar e soltar o muco nas vias aéreas devido a certas doenças pulmonares (como enfisema, bronquite, fibrose cística, pneumonia). Este efeito ajuda a limpar o muco dos pulmões para que você possa respirar mais facilmente."
71,002742,Ácido Acetilsalicílico 100mg com 30 Comprimidos EMS,,Vip Farma,10.11,10.11,0.0,"O Ácido Acetilsalicílico é usado para reduzir a febre e aliviar a dor leve a moderada de condições como dores musculares, de dente, resfriado comum e dores de cabeça. Também pode ser usado para reduzir a dor e o inchaço em condições como a artrite."
72,003927,Dipirona Sódica 500mg/mL com 10mL Biosintética,,Vip Farma,23.33,23.33,0.0,"Dipirona sódica é um medicamento à base de dipirona, utilizado no tratamento da dor e febre, que leva de 30 a 60 minutos após a administração para iniciar seus efeitos e geralmente duram aproximadamente 4 horas."
73,032292,Pantogar com 60 Cápsulas - VALIDADE 02/25,,Vip Farma,141.0,222.36,36.58931462493255,"As cápsulas Pantogar são um ""tratamento específico para cabelo e unhas"" autoproclamado (ou seja, uma vitamina para cabelo, pele e unhas) fabricado por uma empresa farmacêutica egípcia chamada Marcyrl e distribuído no Brasil pelo Laboratório Biolab, que descreve o Pantogar como um nutracêutico eficaz, perfeito para apoiar o crescimento e o crescimento do cabelo."
74,031939,Maq Sênior Suplemento de Vitaminas e Minerais 30 Comprimidos,,Vip Farma,97.17,97.17,0.0,MAQ Sênior é uma fórmula nutricional de última geração que alia minerais aminoácidos quelatados1 como o Bisglicinato de Zinco e alto teor de vitaminas
75,005348,Colírio Neo Brasil Nafozalina + Sulfato de Zinco com 20mL,,Vip Farma,10.67,10.67,0.0,"Colírio Neo Brasil é destinado ao tratamento das irritações nos olhos causadas por poeira, vento, calor, fumaça, gases irritantes, luz e corpos estranhos."
76,005347,Colírio Moura Brasil Nafozalina + Sulfato de Zinco com 20mL,,Vip Farma,18.27,18.27,0.0,"Colírio Moura Brasil é destinado ao tratamento das irritações nos olhos causadas por poeira, vento, calor, fumaça, gases irritantes, luz e corpos estranhos."
77,015186,Lubrificante Íntimo Intra Gel Com 50g,,Vip Farma,15.12,15.12,0.0,"Intra gel é um lubrificante íntimo. Sua formulação aquosa não é gordurosa, não mancha e é facilmente removível com água, proporcionando lubrificação íntima semelhante à natural, oferecendo maior conforto sem diminuir a sensibilidade e o prazer. É ideal para ser usado com ou sem preservativo."
78,005333,Colact Lactulose 667mg/mL com 120mL Sabor Salada de Frutas,,Vip Farma,26.29,26.29,0.0,A lactulose auxilia o funcionamento do intestino. Seu consumo deve estar associado a uma alimentação equilibrada e hábitos de vida saudáveis.
