Farmácia,cidade,nome,marca,sku,ean,preco_sem_desconto,preco_com_desconto,perc_desconto,tipo_desconto,descricao
Farmácias Nissei,São Paulo,Colflex Bio Cápsulas Ct Bl 24X60Un,COLFLEX ,44294,07896094916814,239.95,239.95,,,"&lt;p&gt;&lt;span style=&quot;font-family: Arial;&quot;&gt;&lt;b&gt;&lt;/b&gt;&lt;/span&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;Colflex Bio&lt;/b&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;Colflex Bio são cápsulas de Colágeno Tipo II, não hidrolisado, ou seja, colágeno praticamente puro, sem nenhuma alteração molecular.&amp;nbsp; Indicado para atletas praticantes de atividade física de alto impacto, obesos, indivíduos com problemas nas articulações e portadores de osteoartrite, seu uso, além de repor o nível de colágeno no organismo, auxilia na manutenção da função articular, diminuindo a degradação da cartilagem e aliviando as dores e desconfortos nas articulações.&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;Modo de Uso:&lt;/b&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;Ingerir 1 (uma) cápsula de Colflex Bio ao dia, logo após as refeições, ou conforme determinação médica&lt;/font&gt;&lt;/p&gt;"
Farmácias Nissei,São Paulo,Motilex Caps Colágeno Tipo II Não Hidrolisado 60 Cápsulas Apsen,MOTILEX ,44723,07896637030861,177.00,176.98,0.01,Desconto simples,"Motilex caps é um suplemento alimentar em cápsulas, composto por colágeno tipo II não hidrolisado que auxilia na manutenção da função articular."
Farmácias Nissei,São Paulo,Suplemento Alimentar em Pó Glucerna SR Baunilha 400g(PBM),GLUCERNA,452885,07896255762229,99.95,99.95,,,"&lt;p&gt;&lt;b&gt;&lt;span style=&quot;font-family: Arial;&quot;&gt;&lt;/span&gt;&lt;font face=&quot;Arial&quot;&gt;Suplemento Alimentar em Pó Glucerna SR Baunilha&amp;nbsp;&lt;br&gt;&lt;/font&gt;&lt;/b&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;Glucerna é um alimento para suplementação nutricional com exclusivo carboidrato de lenta absorção, diminuindo os picos de glicose no sangue para quem busca manter energia no seu dia-a-dia. Possui baixos teores de açúcares, sem sacarose, lactose e não contém glúten. Não deixe de conferir todos os produtos Ensure nas &lt;b&gt;Farmácias Nissei&lt;/b&gt;.&lt;/font&gt;&lt;/p&gt;&lt;div&gt;&lt;br&gt;&lt;/div&gt;"
Farmácias Nissei,São Paulo,Suplemento Adulto Ensure Pó Sabor Baunilha 850g,ENSURE,4575,07891158105203,195.95,195.95,,,"&lt;p&gt;&lt;b&gt;&lt;span style=&quot;font-family: Arial;&quot;&gt;&lt;/span&gt;&lt;font face=&quot;Arial&quot;&gt;Suplemento Nutricional Ensure Baunilha&lt;br&gt;&lt;/font&gt;&lt;/b&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;Ensure é um suplemento nutricional completo e balanceado recomendado para pessoas que buscam força e resistência.&amp;nbsp;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;Para pessoas que se preocupam com uma alimentação balanceada e que querem estar preparadas para um futuro saudável, ativo e produtivo. Possui proteínas para os músculos, cálcio e vitamina D para os ossos, 28 vitaminas e minerais, fibras e ômegas 3 e 6.&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;Modo de Usar:&lt;/b&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;Coloque 6 medidas de Ensure Pó em 195ml de água.&lt;/font&gt;&lt;/p&gt;&lt;div&gt;&lt;br&gt;&lt;/div&gt;"
Farmácias Nissei,São Paulo,S-Copen 24g 30 Sachês,SARCOPEN ,51295,07896112401001,271.90,260.97,4.02,Desconto simples,"&lt;p&gt;&lt;span style=&quot;font-family: Arial;&quot;&gt;&lt;b&gt;&lt;/b&gt;&lt;/span&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;Indicação:&lt;/b&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;Sarcopen, além de vitaminas, contém peptídeos de colágeno e aminoácidos, que são substâncias importantes para a formação de porteínas. Sua combinação é recomendada para combater as perdas de massa e força e desempenho da musculatura esquelética, geralmente associadas a doenças ou a estilo de vida inadequado, caracterizando uma condição conhecida como sarcopenia, que ocorre especialmente em idosos. As vitaminas B6, B12, ácido fólica, e D auxiliam no metabolismo muscular. Os minerais Manganês, Cobre, Selênio e Magnésio otimizam a ação de enzimas antioxidantes, que assim como as vitaminas C e E (antioxidantes) contribuem na redução do estresse oxidativo2.&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;A ingestão adeuqada de proteínas e a prática de exercícios físicos de resistência são recomendadas como auxiliares no combate da sarcopenia, conforme orientação da Sociedade Européia de Nutrição Clínica e Metabolismo.&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;Contraindicação:&lt;/b&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;Hipersensibilidade aos componentes da fórmula.&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;Modo de Usar:&lt;/b&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;Recomendação de uso de 1 (um) sachê por dia.&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;SE PERSISTIREM OS SINTOMAS O MÉDICO DEVERÁ SER CONSULTADO. ESTE PRODUTO É UM MEDICAMENTO. SEU USO PODE TRAZER RISCOS. PROCURE O MÉDICO E O FARMACÊUTICO. LEIA A BULA.&lt;/b&gt;&lt;/font&gt;&lt;/p&gt;"
Farmácias Nissei,São Paulo,Tiras para Controle de Glicemia Accu-Chek Guide 50 Unidades,ACCU CHEK,51786,04015630066841,109.90,43.96,60.00,Leve e Pague menos no Próximo,"&lt;p&gt;&lt;span style=&quot;font-family: Arial;&quot;&gt;&lt;b&gt; &lt;/b&gt;&lt;/span&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;Tiras para Controle de Glicemia Accu-Chek Guide&lt;/b&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;As tiras de teste Accu-Chek Guide foram desenvolvidas pela Roche Diabetes Care para oferecer ao usuário uma medição de glicose segura e confiável.&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;As tiras &lt;b&gt;Accu-Chek Guide&lt;/b&gt; superam os padrões exigidos pela ISO 15.197:2013, pois possuem precisão avançada. Além disso, o novo frasco de tiras de teste conta com design inovador, que evita a queda das tiras - gerando mais economia e menos desperdício aos usuários.&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;Modo de Usar:&lt;/b&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;Passo 1:&lt;/b&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;Antes de realizar o teste, lave bem as mãos com água e sabão e seque bem. É importante estar com as mãos limpas para garantir um resultado preciso no teste de glicemia.&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;Prepare seu lancetador: lembre-se de trocar a lanceta a cada teste, para que possa realizar uma punção praticamente indolor.&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;Passo 2:&lt;/b&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;Abra o frasco, pegue uma tira de teste e feche bem a tampa do frasco.&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;Verifique a data de validade indicada no frasco de tiras de teste.&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;Passo 3:&lt;/b&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;Insira a extremidade metálica da tira de teste no monitor de glicemia. O monitor de glicemia irá ligar e “Preparando para o teste” aparecerá no visor.&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;Quando “Aplicar gota” aparecer, faça a punção no dedo com o lancetador.&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;Passo 4:&lt;/b&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;Encoste a borda amarela da tira de teste na gota de sangue, que a tira irá sugar a gota. Retire o seu dedo de tira de teste quando “Analisando” aparecer no visor do monitor.&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;Importante:&amp;nbsp;&lt;/b&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;Não coloque sangue na parte de cima da tira de teste.&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;Passo 5&lt;/b&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;Pronto! Em menos de 4 segundos, o resultado do teste realizado aparecerá na tela do monitor Accu-Chek Guide.&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;Para um melhor acompanhamento e controle, você poderá inserir um marcador ou evento no teste realizado (para saber mais, consulte a seção 2 do manual de instruções).&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;&lt;br&gt;&lt;/b&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;Passo 6&lt;/b&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;Retire e descarte a tira de teste usada puxando a tira de teste para fora do monitor de glicemia ou pressionando o botão ejetor de tira de teste na lateral do monitor Accu-Chek Guide.&lt;/font&gt;&lt;/p&gt;"
Farmácias Nissei,São Paulo,Suplemento Alimentar Ogestan Gold 30 Cápsulas,OGESTAN ,52935,07898948648476,186.90,118.90,36.38,Desconto simples,"&lt;p&gt;&lt;span style=&quot;font-family: Arial;&quot;&gt;&lt;b&gt;&lt;/b&gt;&lt;/span&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;Suplemento Alimentar Ogestan Gold&lt;/b&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;Ogestan Gold é um suplemento alimentar em cápsulas composto por óleo de alga, vitaminas e minerais, em concentrações adequadas às necessidades do organismo, conforme a ingestão diária recomendada. Sua fórmula contém ômega 3 de alga marinha, vitamina D, metilfolato, bisglicinato ferroso, além de outras vitaminas e minerais. Não deixe de conferir todos os produtos Ogestan nas &lt;b&gt;Farmácias Nissei&lt;/b&gt;.&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;Modo de Usar:&lt;/b&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;Ingerir 1 cápsula ao dia, junto a uma das principais refeições. A posologia e o horário de ingestão podem ser alterados a critério do médico ou nutricionista.&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;Advertências:&lt;/b&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;- &lt;/b&gt;Conservar em temperatura ambiente (15°C – 30°C), ao abrigo de luz e umidade.&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;- &lt;/b&gt;Sempre leia o rótulo.&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;- &lt;/b&gt;Este produto não é um medicamento.&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;- &lt;/b&gt;Mantenha fora do alcance de crianças.&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;- &lt;/b&gt;Não exceder a recomendação diária de consumo indicada na embalagem.&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;- &lt;/b&gt;Em casos de irritações ou alergias, suspenda o uso e procure um médico.&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;NÃO CONTÉM GLÚTEN. ALÉRGICOS: CONTÉM DERIVADOS DE SOJA. PODE CONTER PEIXE E PINOLI.&lt;/b&gt;&lt;/font&gt;&lt;/p&gt;"
Farmácias Nissei,São Paulo,Vitamina D Althaia 10000UI 30 Cápsulas,ALTHAIA,53137,07898569765149,138.65,67.90,51.03,Desconto simples,"&lt;p&gt;&lt;b&gt;&lt;span style=&quot;font-family: Arial;&quot;&gt;&lt;/span&gt;&lt;font face=&quot;Arial&quot;&gt;Vitamina D Althaia&lt;br&gt;&lt;/font&gt;&lt;/b&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;A vitamina D3 (colecalciferol) é um medicamento indicado para prevenção e tratamento auxiliar na desmineralização óssea, do raquitismo, osteomalacia e prevenção no risco de quedas e fraturas. Ela atua na absorção intestinal do cálcio e fósforo, fundamental para a mineralização óssea. A vitamina D3, no tecido muscular, estimula a síntese proteica, crescimento dos miócitos e transporte de cálcio e com isso apresenta efeito positivo sobre a força, volume, tônus e velocidade da contração muscular.&amp;nbsp;&amp;nbsp;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;ESTE PRODUTO É UM MEDICAMENTO. SEU USO PODE TRAZER RISCOS. SE PERSISTIREM OS SINTOMAS, O MÉDICO DEVERÁ SER CONSULTADO. LEIA A BULA.&lt;/b&gt;&lt;/font&gt;&lt;/p&gt;"
Farmácias Nissei,São Paulo,Hemifumarato De Quetiapina 200mg 30 Comprimidos Medley,MEDLEY GENERICOS,53274,07896422500562,442.68,208.90,52.81,Desconto simples,
Farmácias Nissei,São Paulo,Tiras para Controle de Glicemia One Touch Select Plus Leve 100 Pague 75,ONE TOUCH,53555,07891338702826,150.90,150.90,,,&lt;p&gt;&lt;span style=&quot;font-family: Arial;&quot;&gt;&lt;b&gt;&lt;/b&gt;&lt;/span&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;Tiras para Controle de Glicemia One Touch Select Plus Leve 100 Pague 75&lt;/b&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;As Tiras Reagentes One Touch Select Plus realizam testes de glicemia seguros e rápidos.&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;&lt;br&gt;&lt;/b&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;Diferenciais:&lt;/b&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;- Fornecem resultados precisos em apenas 5 segundos;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;- Requerem uma pequena quantidade de sangue para amostra: 1 µL;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;- São compatíveis com o Medidor de Glicemia One Touch Select Plus Flex.&lt;/font&gt;&lt;/p&gt;
Farmácias Nissei,São Paulo,Tiras para Controle de Glicemia OneTouch Select Plus 50 Unidades,ONE TOUCH,53560,07613427024585,101.95,101.95,,,"&lt;p&gt;&lt;b&gt;&lt;span style=&quot;font-family: Arial;&quot;&gt;&lt;b&gt;&lt;/b&gt;&lt;/span&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;Tiras para Controle de Glicemia OneTouch Select Plus&lt;/b&gt;&amp;nbsp;&lt;br&gt;&lt;/font&gt;&lt;/b&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;As Tiras Reagentes One Touch Select Plus foram criadas para realização precisa de testes de glicemia de maneira prática, utilizando o Medidor One Touch Select Plus, que fornece resultados em apenas 5 segundos, utilizando uma amostra de sangue capilar de somente 0,1ul. Mais praticidade para monitorar os níveis de açúcar no sangue para pacientes com diabetes tipo 1 ou tipo 2.&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;br&gt;&lt;/p&gt;"
Farmácias Nissei,São Paulo,Inalador Compressor Omron Inalar Ne-C701,OMRON,53618,07896436906435,272.90,272.90,,,"&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;Inalador Compressor Omron Inalar Ne-C701&lt;/b&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;Seu Inalador Inalar Compact é resultado de pesquisas e constantes desenvolvimentos técnico. É um aparelho leve portátil, simples de operar, com baixo consumo de energia e fabricado no Brasil. O tratamento com inalador é conhecido como aerossolterapia (terapia por nebulização), e é particularmente indicado nas asmas e bronquites. Os inaladores são utilizados para ajudar na ingestão de remédios, sendo que com o uso destes equipamentos é possível que o medicamento faça efeito mais rápido, uma vez que são absorvidos direto pelo pulmão.&amp;nbsp;Não deixe de conferir todos os produtos Omron nas &lt;b&gt;Farmácias Nissei&lt;/b&gt;.&lt;/font&gt;&lt;/p&gt;&lt;div&gt;&lt;br&gt;&lt;/div&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;Modo de Usar:&amp;nbsp;&lt;/b&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;- &lt;/b&gt;Utilizar o aparelho sentado confortavelmente, com o inalador na posição correta, evitando virar o copo de inalação.&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;-&lt;/b&gt; Quanto tempo é necessário para finalizar a inalação.&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;-&lt;/b&gt; O aparelho a ar comprimido é um aparelho mecânico, produz um pequeno ruído e o tempo de inalação para 5 ml é de 15 a 20 minutos. A inalação finaliza quando não há mais névoa produzida.&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;- &lt;/b&gt;Existem contra indicações para o uso do inalador.&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;- &lt;/b&gt;Não foram constatadas contraindicações referente ao seu uso, porém a correta indicação deve ser prescrita pelo médico.&amp;nbsp;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;Contém:&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;- &lt;/b&gt;01 Aparelho Compressor;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;- &lt;/b&gt;02 Elasticos;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;- &lt;/b&gt;01 Máscara Adulto;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;- &lt;/b&gt;01 Máscara Infantil;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;- &lt;/b&gt;01 Conjunto micronebulizador;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;- &lt;/b&gt;01 Extensão (mangueira);&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;- &lt;/b&gt;03 Filtros de ar sobressalentes;&lt;/font&gt;&lt;/p&gt;&lt;p&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;b&gt;-&lt;/b&gt; 01 Manual de Instruções.&lt;/font&gt;&lt;/p&gt;&lt;div&gt;&lt;br&gt;&lt;/div&gt;"
