SKU,Marca,Nome,Categoria,produto_id,valor_ini,valor_fim,perc_desc,tipo_desc
557927,CIMED               ,Epativan Solução Oral 10 Flaconetes Com 10Ml,MEDICAMENTOS,557927,24.55,18.41,25.01,comumValor
557750,ABBOTT              ,Dupha Kids Laranja Abbott Frasco 30 Gomas,MEDICAMENTOS,557750,69.40,69.40,,
559437,ACHE                ,Suplemento Vitamínico Dayvit Balance 60 Comprimidos Ache,MEDICAMENTOS,559437,110.20,110.20,,
559116,NEOFITUS,GOLDEN FORT 500ML,MEDICAMENTOS,559116,37.91,37.91,,
559868,CIFARMA             ,ADECOL D3 SOL 10ML,MEDICAMENTOS,559868,85.35,56.19,34.17,comumValor
559869,CIFARMA             ,ALUDOR 50MG 30ML,MEDICAMENTOS,559869,31.95,31.95,,
559870,CIFARMA             ,ALUDOR 100MG 20ML,MEDICAMENTOS,559870,17.33,17.33,,
562352,NEO QUÍMICA         ,Dropy D 1 000 Ui X 30 Comp,MEDICAMENTOS,562352,43.49,28.80,33.78,comumValor
564622,BIOWELL AMERICA,Suplemento Vitamínico All Nutri Plusfdc,MEDICAMENTOS,564622,160.63,160.63,,
564843,GERMED GENERICO,Paracetamol 200Mg Ml Gotas 15Ml Germed Genérico,MEDICAMENTOS,564843,11.86,8.99,24.20,comumValor
217961,HEXAL               ,Trilax 4 Comprimidos ,MEDICAMENTOS,217961,6.17,5.24,15.07,comumValor
270752,NEO QUIMICA GENERICO,Paracetamol 750 Mg 4 Comprimidos Neo Química Genérico,MEDICAMENTOS,270752,4.75,2.99,37.05,comumValor
276927,DANONE      ,Regulador Intestinal Stimulance Multi Fiber 225G,MEDICAMENTOS,276927,95.99,95.99,,
465362,THERASKIN           ,Suplemento Alimentar Nourkrin Woman Com 60 Comprimidos,MEDICAMENTOS,465362,351.29,351.29,,
459463,SANDOZ              ,Amidalin Mel Limão Sandoz 4 Pastilhas,MEDICAMENTOS,459463,4.88,3.69,24.39,comumValor
490988,GLAXO OTC           ,Respire Melhor Dilatador Nasal Para Pele Normal Tamanho G 10 Tiras,MEDICAMENTOS,490988,38.08,38.08,,
495128,EXELTIS             ,Nutrizinco Gotas Tutti Frutti 10Mg Ml Exeltis 20Ml,MEDICAMENTOS,495128,36.38,36.38,,
503451,BAGO                ,Targus Lat 40Mg 10 Adesivos,MEDICAMENTOS,503451,87.14,87.14,,
509750,CIFARMA SIM / GEN,Calcifix B12 Suspensão Sabor Morango 300 Ml,MEDICAMENTOS,509750,35.21,12.51,64.47,comumValor
554609,CIMED               ,NEVRALGEX ICE AER MOUSSE 100ML CIMED,MEDICAMENTOS,554609,34.48,27.93,19.00,comumValor
554740,ABBOTT  OTC         ,Suplemento Pedialyte Pro Pêssego 500Ml,MEDICAMENTOS,554740,29.43,29.43,,
554741,ABBOTT  OTC         ,Suplemento Pedialyte Pro Coco 500Ml,MEDICAMENTOS,554741,29.43,29.43,,
554742,ABBOTT  OTC         ,Suplemento Pedialyte Pro Cereja 500Ml,MEDICAMENTOS,554742,29.43,26.99,8.29,comumValor
554743,ABBOTT  OTC         ,Suplemento Pedialyte Pro Maçã 500Ml,MEDICAMENTOS,554743,29.43,29.43,,
540070,CIMED               ,Nevralgex Cimed Frasco 120Ml,MEDICAMENTOS,540070,40.21,27.92,30.56,comumValor
528584,HISAMITSU           ,SALONPAS ICE COLD SPRAY 120ML ,MEDICAMENTOS,528584,31.65,31.65,,
557674,GLAXO OTC           ,Respire Melhor Dilatador Nasal Pele Normal 30 Tiras,MEDICAMENTOS,557674,65.95,65.95,,
557693,CIFARMA             ,Floralon Pó 200Mg Cifarma 4 Envelopes,MEDICAMENTOS,557693,25.07,25.07,,
558876,BALDACCI            ,Valence Cart 10 Saches,MEDICAMENTOS,558876,92.64,92.64,,
560924,HYPERMARCAS PP,COLFLEX POTE 330G,MEDICAMENTOS,560924,119.88,119.88,,
564272,FITOWAY             ,Centella Asiatica 60 Capsulas,MEDICAMENTOS,564272,64.84,64.84,,
1732,DIVCOM              ,Dequadin Farmoquímica Laranja 20 Pastilhas,MEDICAMENTOS,1732,18.18,18.18,,
1739,DIVCOM              ,Dequadin Farmoquímica Menta 20 Pastilhas,MEDICAMENTOS,1739,18.18,18.18,,
18185,CIMED               ,Mentalol Com 30 Gr,MEDICAMENTOS,18185,19.75,10.01,49.32,comumValor
218436,HYPERMARCAS PP,Descon Neo Química 4 Cápsulas,MEDICAMENTOS,218436,9.60,2.91,69.69,comumValor
263771,CIMED               ,Mentalol Cimed Pote 12G,MEDICAMENTOS,263771,9.91,8.42,15.04,comumValor
490220,EMS PRESCRICAO,MULTIGRIP ENV 10CPR,MEDICAMENTOS,490220,12.95,12.95,,
555310,ACHE                ,Flogoral 3Mg Aché Sabor Menta 4 Pastilhas,MEDICAMENTOS,555310,4.96,4.96,,
519842,RECKITT BENCKISER   ,Pastilhas para garganta Strepsils Sabor Mel e Limão - Caixa 4 Pastilhas,MEDICAMENTOS,519842,5.67,5.67,,
558035,HYPERMARCAS CH     ,Antigripal Fluviral Dia 4 Comprimidos,MEDICAMENTOS,558035,11.93,8.79,26.32,comumValor
12879,NEO QUÍMICA         ,Neosoro 0 5Mg Ml Neo Química Caixa 30Ml,MEDICAMENTOS,12879,11.72,6.99,40.36,comumValor
10357,EMS GENERICO        ,Dipirona Monoidratada 10 Comprimidos 500Mg,MEDICAMENTOS,10357,7.62,6.49,14.83,comumValor
521375,HYPERMARCAS CH     ,Epocler Abacaxi Flaconete 10Ml,MEDICAMENTOS,521375,3.50,0.00,100.00,leve7Pague6
270691,NEO QUIMICA GENERICO,Nistatina Oxido Zinco Genérico Neo Química 60G,MEDICAMENTOS,270691,15.99,9.59,40.03,leve0PagueMenosNoProximoValor
332427,GLAXO OTC           ,"Sonridor Caf Analgésico Efervescente para Alívio da Febre, Dor e Enxaqueca com 4 comprimidos",MEDICAMENTOS,332427,15.22,14.99,1.51,comumValor
267219,CIMED               ,Fluconazol 150Mg 2 Comprimidos Genérico Cimed,MEDICAMENTOS,267219,9.99,5.99,40.04,leve0PagueMenosNoProximoValor
19964,GLAXO OTC           ,Sal de Fruta ENO Guaraná Antiácido para Azia e Má Digestão com 2 sachês de 5g cada,MEDICAMENTOS,19964,4.12,0.00,100.00,leve3Pague2
1302,HYPERMARCAS CH     ,Buscopan Composto 20 Comprimidos Revestidos,MEDICAMENTOS,1302,24.97,21.49,13.94,comumValor
505102,SANOFI - CHC,Probiótico Enterogermina Plus 5 frascos,MEDICAMENTOS,505102,59.96,38.99,34.97,comumValor
1574,UNIAO QUIMICA SIMILA,Xantinon Complex 1 Flaconete 10Ml União Química ,MEDICAMENTOS,1574,3.09,3.09,,
263710,GLAXOSMITHKLINE     ,Avamys 27 5Mcg Gsk Caixa 10G 120 Doses,MEDICAMENTOS,263710,71.70,56.99,20.52,comumValor
226297,LEGRAND             ,Cenevit Zinco 1G 10Mg Com 10 Comprimidos,MEDICAMENTOS,226297,20.74,10.55,49.13,comumValor
13274,HYPERMARCAS CH     ,Laxante Fitoterápico Lacto Purga Blister 6 Comprimidos,MEDICAMENTOS,13274,5.58,5.29,5.20,comumValor
385310,NEO QUIMICA GENERICO,Citrato De Sildenafila 50 Mg 4 Comprimidos Hypermarcas Genérico,MEDICAMENTOS,385310,8.99,0.00,100.00,leve3Pague2
267048,CIMED               ,Pomada Prevenção De Assaduras Bepantriz,MEDICAMENTOS,267048,14.99,9.99,33.36,leve2Valor
447303,PRATTI-DONADUZZI     ,Ibuprofeno 600Mg Prati Donaduzzi Caixa 20 Comprimidos Revestidos,MEDICAMENTOS,447303,21.47,13.99,34.84,comumValor
505090,SANOFI - CHC,Analgésico Dorflex 10 Comprimidos,MEDICAMENTOS,505090,7.66,7.09,7.44,comumValor
401059,SANOFI - CHC,Probiótico Enterogermina 10 frascos,MEDICAMENTOS,401059,66.00,38.99,40.92,comumValor
553886,CIMED               ,Simeticona 125Mg Cimed 10 Cápsulas,MEDICAMENTOS,553886,20.52,8.99,56.19,comumValor
14180,HYPERMARCAS CH     ,Engov 6 Comprimidos 15Mg 150Mg 150Mg 50Mg,MEDICAMENTOS,14180,9.03,0.00,100.00,leve3Pague2
327831,NEO QUIMICA GENERICO,Dipirona Monoidratada 1G 10 Comprimidos Neo Química,MEDICAMENTOS,327831,23.49,19.99,14.90,comumValor
225976,HYPERMARCAS CH     ,Buscofem 400Mg Com 10 Cápsulas,MEDICAMENTOS,225976,30.91,27.44,11.23,comumValor
218290,SANOFI - CHC,Analgésico Novalgina 1g 10 Comprimidos,MEDICAMENTOS,218290,23.63,18.49,21.75,comumValor
530380,HYPERMARCAS CH     ,Buscofem 400Mg Boehringer Ingelheim 2 Cápsulas,MEDICAMENTOS,530380,7.08,6.99,1.27,comumValor
302709,TEUTO BRAS          ,Besilato De Anlodipino 5Mg Teuto Caixa 30 Comprimidos,MEDICAMENTOS,302709,5.49,0.00,100.00,leve3Pague2
218024,BIOLAB SANUS        ,Tapazol 5Mg Biolab Caixa 100 Comprimidos,MEDICAMENTOS,218024,36.93,34.71,6.01,comumValor
9562,CIMED               ,Loratamed 10Mg 12 Comprimidos Cimed,MEDICAMENTOS,9562,20.60,8.99,56.36,comumValor
550374,PRATTI-DONADUZZI     ,Dipirona Sodica 1000Mg Com Ct Bl Al Plas Trans X 10,MEDICAMENTOS,550374,17.41,9.99,42.62,comumValor
16212,GLAXO OTC           ,Sal de Fruta ENO Laranja Antiácido para Azia e Má Digestão com 2 sachês de 5g cada,MEDICAMENTOS,16212,4.12,0.00,100.00,leve3Pague2
562492,SANOFI - CHC,Dorflex Uno 4 Comprimidos 1G,MEDICAMENTOS,562492,7.86,7.57,3.69,comumValor
22013,HYPERMARCAS PP,Alivium 100Mg Ml Gotas 20Ml,MEDICAMENTOS,22013,49.74,42.99,13.57,comumValor
554844,SANOFI - CHC,Analgésico Dorflex 24 Comprimidos,MEDICAMENTOS,554844,17.33,17.04,1.67,comumValor
8064,EMS GENERICO        ,Paracetamol 750Mg Com 20 Comprimidos Ems,MEDICAMENTOS,8064,20.59,9.99,51.48,comumValor
606,CIMED               ,Cimegripe 20 Cápsulas Duras 400Mg 4Mg 4Mg,MEDICAMENTOS,606,26.02,12.99,50.08,comumValor
2824,HISAMITSU           ,EMPLASTRO SALONPAS G 2UND,MEDICAMENTOS,2824,9.56,9.56,,
4007,DIVCOM              ,Floratil 200Mg 6 Cápsulas,MEDICAMENTOS,4007,47.38,39.99,15.60,comumValor
520244,SANOFI - CHC,Analgésico Dorflex 36 Comprimidos,MEDICAMENTOS,520244,22.60,18.99,15.97,comumValor
11164,EMS GENERICO        ,Nimesulida 100Mg Ems Caixa 12 Comprimidos,MEDICAMENTOS,11164,20.81,9.99,51.99,comumValor
506,PROCTER&GAMBLE MED,Chá para Gripe Vick Pyrena Sabor Mel e Limão 5g,MEDICAMENTOS,506,4.63,3.99,13.82,comumValor
559240,CIMED               ,Nistatina Óxido De Zinco Pomada 60G 100 000Ui G 200Mg G,MEDICAMENTOS,559240,30.95,9.99,67.72,comumValor
561961,SANOFI - CHC,Analgésico Dorflex Uno Enxaqueca 1g 10 Comprimidos,MEDICAMENTOS,561961,17.26,14.99,13.15,comumValor
558222,BESINS HEALTHCARE   ,Ogestan Gold 30 Cápsulas,MEDICAMENTOS,558222,142.09,83.82,41.01,comumValor
1413,SANOFI - CHC,Laxante Dulcolax 5mg 20 drágeas,MEDICAMENTOS,1413,18.84,15.90,15.61,comumValor
1840,SANOFI - CHC,Colírio Moura Brasilmoura Brasil,MEDICAMENTOS,1840,20.23,17.99,11.07,comumValor
558031,HYPERMARCAS CH     ,ATROVERAN HOT SACHE,MEDICAMENTOS,558031,12.85,10.51,18.21,comumValor
559129,MEDLEY GENERICO,Tadalafila 5Mg Medley Caixa 30 Comprimidos Revestidos,MEDICAMENTOS,559129,97.49,35.99,63.08,comumValor
306782,EMS GENERICO        ,Citrato De Sildenafila 50Mg Ems Caixa 4 Comprimidos Revestidos,MEDICAMENTOS,306782,12.99,0.00,100.00,leve3Pague2
448299,HYPERMARCAS CH     ,Neosaldina 10 Comprimidos ,MEDICAMENTOS,448299,19.25,15.50,19.48,comumValor
551258,NEO QUÍMICA         ,Torsilax 30 Mg 125 Mg 50 Mg 300 Mg 12 Comprimidos Neo Química Similar,MEDICAMENTOS,551258,17.40,7.99,54.08,comumValor
4983,BIOLAB SANUS        ,Contractubex 20G Gel,MEDICAMENTOS,4983,110.39,80.92,26.70,comumValor
540075,CIMED               ,Pós Sol Hidratante Calamed Aloe Vera 120G,MEDICAMENTOS,540075,29.19,19.99,31.52,comumValor
387034,JANSSEN OTC         ,Nicorette Icemint 4Mg 30 Gomas Mastigavéis,MEDICAMENTOS,387034,89.59,85.52,4.54,comumValor
7628,DIVCOM              ,Floratil Pediátrico po 200Mg 6 Envelopes,MEDICAMENTOS,7628,47.38,39.99,15.60,comumValor
559292,NATULAB             ,Maxalgina 500Mg Ml Solução Oral Natulab 10Ml,MEDICAMENTOS,559292,10.75,2.99,72.19,comumValor
295653,NEO QUÍMICA         ,Histamin 2Mg 100Ml Xarope Neo Química,MEDICAMENTOS,295653,24.54,15.49,36.88,comumValor
9891,NEO QUÍMICA         ,Doralgina 20 Drágeas Neo Química,MEDICAMENTOS,9891,28.90,11.08,61.66,comumValor
18396,EMS GENERICO        ,Nistatina 100 000Ui G  Óxido De Zinco 200Mg G Pomada Dermatológica 60G Ems,MEDICAMENTOS,18396,16.99,0.00,100.00,leve3Pague2
559105,SANOFI - CHC,Probiótico Enterogermina Plus Tamanho Família 10 frascos,MEDICAMENTOS,559105,86.91,71.99,17.17,comumValor
345816,RECKITT BENCKISER   ,Pastilhas para garganta Strepsils Sabor Mel e Limão - Caixa 8 Pastilhas,MEDICAMENTOS,345816,14.67,14.40,1.84,comumValor
3549,SANOFI - CHC,Antialérgico Allegra 60 mg 10 comprimidos,MEDICAMENTOS,3549,47.82,47.82,,
1786,HYPERMARCAS CH     ,Neosaldina 20 Comprimidos 30Mg 300Mg 30Mg,MEDICAMENTOS,1786,32.37,24.99,22.80,comumValor
475088,LIBBS               ,Sumaxpro Libbs Caixa 2 Comprimidos Revestidos,MEDICAMENTOS,475088,41.69,38.77,7.00,comumValor
466823,MEDLEY GENERICO,Simeticona 75Mg 15Ml Solução Medley,MEDICAMENTOS,466823,25.75,9.49,63.15,comumValor
559123,MEDLEY GENERICO,Tadalafila 20Mg Medley Caixa 4 Comprimidos Revestidos,MEDICAMENTOS,559123,63.52,26.99,57.51,comumValor
280148,HYPERMARCAS PP,Dramin B6 Takeda Caixa 30 Comprimidos Revestidos,MEDICAMENTOS,280148,24.62,23.39,5.00,comumValor
518454,UNIAO QUIMICA SIMILA,Baclofeno 10Mg União Química Caixa 20 Comprimidos,MEDICAMENTOS,518454,27.39,11.35,58.56,comumValor
9137,NEO QUÍMICA         ,Histamin 20 Comprimidos 2Mg,MEDICAMENTOS,9137,17.10,8.60,49.71,comumValor
3592,LEGRAND             ,Repoflor 100Mg Com 12 Cápsulas,MEDICAMENTOS,3592,57.32,29.99,47.68,comumValor
2753,CELLERA FARMA,Imosec 2Mg Janssen Caixa 12 Comprimidos,MEDICAMENTOS,2753,11.82,11.35,3.98,comumValor
525056,NOVO NORDISK        ,Novorapid 100U Ml Novo Nordisk Flexpen Caixa 3Ml Solução Injetável,MEDICAMENTOS,525056,62.82,55.28,12.00,comumValor
6927,ACHE                ,Decongex Plus 12 Comprimidos,MEDICAMENTOS,6927,30.15,29.26,2.95,comumValor
1833,GLAXO OTC           ,Sonrisal Tradicional Dupla Ação Antiácido e Analgésico para Alívio da Azia e Dor de Cabeça com 2 pastilhas,MEDICAMENTOS,1833,2.87,0.00,100.00,leve3Pague2
13353,HISAMITSU           ,EMPLASTRO SALONPAS P 4UND           ,MEDICAMENTOS,13353,4.79,4.79,,
21602,FQM                 ,Annita 500Mg Fqm Caixa 6 Comprimidos Revestidos,MEDICAMENTOS,21602,74.15,68.96,7.00,comumValor
21893,HYPERMARCAS CH     ,Nebacetin Pomada 15G,MEDICAMENTOS,21893,24.85,23.99,3.46,comumValor
561292,CIMED               ,Simeticona Gotas 75Mg Ml Genérico Cimed 15Ml,MEDICAMENTOS,561292,7.49,0.00,100.00,leve3Pague2
447500,PRATTI-DONADUZZI     ,Acetato Dexametasona Creme Generico Prati,MEDICAMENTOS,447500,13.01,8.49,34.74,comumValor
6530,RECKITT BENCKISER   ,Luftal Gotas Simeticona 75mg/ml - 15ml,MEDICAMENTOS,6530,51.99,26.99,48.09,comumValor
359224,GENOM               ,Hyabak Solução Oftámilca Genom 0 15% 10Ml,MEDICAMENTOS,359224,79.42,69.49,12.50,comumValor
550462,VITAMEDIC,Ivermectina 6Mg Vitamedic Caixa 4 Comprimidos,MEDICAMENTOS,550462,35.74,19.99,44.07,comumValor
2319,SANOFI - CHC,Analgésico Novalgina Solução Oral 50mg/ml com seringa dosadora 100 ml,MEDICAMENTOS,2319,46.93,29.99,36.10,comumValor
262603,SANOFI - CHC,Antialérgico Allegra Pediátrico 6mg/ml 60 ml,MEDICAMENTOS,262603,38.73,29.99,22.57,comumValor
2573,RECKITT BENCKISER   ,Luftal Gel Caps Simeticona 125mg - 10 Cápsulas Gelatinosas,MEDICAMENTOS,2573,28.68,24.99,12.87,comumValor
332415,GLAXO OTC           ,Sal de Fruta ENO Abacaxi Antiácido para Azia e Má Digestão com 2 sachês de 5g cada,MEDICAMENTOS,332415,4.12,0.00,100.00,leve3Pague2
19951,BIOLAB SANUS        ,Vonau Flash 4Mg Biolab Caixa 10 Comprimidos,MEDICAMENTOS,19951,46.11,42.88,7.00,comumValor
14775,EMS PRESCRICAO,Toragesic 10Mg Ems Caixa 10 Comprimidos Sublinguais,MEDICAMENTOS,14775,50.03,44.03,11.99,comumValor
557976,UNIAO QUIMICA SIMILA,Paracetamol 20 Comprimidos 750Mg,MEDICAMENTOS,557976,9.99,0.00,100.00,leve3Pague2
543,EMS GENERICO        ,Dipirona Monoidratada 500Mg Ml Solução Oral 10Ml Ems,MEDICAMENTOS,543,5.99,0.00,100.00,leve3Pague2
15779,HYPERMARCAS CH     ,Benegrip 6 Comprimidos Revestidos 500Mg 30Mg 2Mg,MEDICAMENTOS,15779,13.37,12.49,6.58,comumValor
564578,RECKITT BENCKISER   ,Luftal Gel Caps Simeticona 125mg - 20 Cápsulas Gelatinosas,MEDICAMENTOS,564578,53.33,44.99,15.64,comumValor
447095,PRATTI-DONADUZZI     ,Albendazol 400Mg Com 1 Comprimido Genérico Pratti Donaduzzi,MEDICAMENTOS,447095,5.99,0.00,100.00,leve3Pague2
19196,UPJOHN,Viagra 50Mg Caixa 2 Comp Rev,MEDICAMENTOS,19196,71.88,62.54,12.99,comumValor
217978,ACHE                ,Tandrilax Aché Com 15 Comprimidos,MEDICAMENTOS,217978,17.37,16.68,3.97,comumValor
554228,CIMED               ,Nimesulida 100Mg 12 Comprimidos Cimed,MEDICAMENTOS,554228,9.99,0.00,100.00,leve3Pague2
8566,SANOFI - CHC,Analgésico e Relaxante Muscular Dorflex® Gotas 20ml,MEDICAMENTOS,8566,21.07,19.88,5.65,comumValor
16130,GLAXO OTC           ,Sal de Fruta ENO Tradicional Antiácido para Azia e Má Digestão com 2 sachês de 5g cada,MEDICAMENTOS,16130,4.12,0.00,100.00,leve3Pague2
15839,EMS SIMILAR         ,Naridrin Ems Caixa 30Ml Solução Nasal,MEDICAMENTOS,15839,37.17,22.98,38.18,comumValor
270654,NEO QUIMICA GENERICO,Naproxeno 550 Mg Com 10 Comprimidos Neo Química Genérico,MEDICAMENTOS,270654,26.55,22.86,13.90,comumValor
337851,EMS GENERICO        ,Lidocaína Pomada 50Mg G Laranja Ems Caixa 25G,MEDICAMENTOS,337851,17.60,16.49,6.31,comumValor
565000,UNIAO QUIMICA SIMILA,Finasterida 1 Mg Com 30 Comprimidos Genérico União Química ,MEDICAMENTOS,565000,11.99,0.00,100.00,leve3Pague2
226386,LEGRAND             ,Repoflor 200Mg Com 6 Cápsulas,MEDICAMENTOS,226386,48.39,30.99,35.96,comumValor
327989,NEO QUIMICA GENERICO,Losartana Potsica 50 Mg 30 Comprimidos Neo Química Genérico,MEDICAMENTOS,327989,9.61,8.49,11.65,comumValor
561305,CIMED               ,ACEVITON ZINCO EFERV 10CPR CIMED ,MEDICAMENTOS,561305,20.61,9.99,51.53,comumValor
564507,MYRALIS PHARMA      ,NASOAR LAVAG NASAL 30ENV+ FRASCO,MEDICAMENTOS,564507,95.03,69.99,26.35,comumValor
564914,APSEN               ,Suplemento Alimentar Probians Lactobacillus Helveticus 30 Cápsulas,MEDICAMENTOS,564914,121.05,89.99,25.66,comumValor
1505,CRISTALIA           ,Cutisanol 100G Gel,MEDICAMENTOS,1505,72.05,69.99,2.86,comumValor
20185,EMS GENERICO        ,Fluconazol 150Mg Ems Caixa 2 Cápsulas,MEDICAMENTOS,20185,10.99,6.59,40.04,leve0PagueMenosNoProximoValor
17624,HYPERMARCAS CH     ,Neosaldina Takeda 4 Drágeas,MEDICAMENTOS,17624,8.12,7.51,7.51,comumValor
6153,ACHE                ,FLOGORAL 12PAST LARANJA             ,MEDICAMENTOS,6153,17.62,17.11,2.89,comumValor
446612,HYPERMARCAS CH     ,Lacto Purga Com 16 Comprimidos,MEDICAMENTOS,446612,12.57,11.99,4.61,comumValor
564913,MYRALIS PHARMA      ,Laxante Peg Lax 8 5G Sem Sabor 14 Envelopes,MEDICAMENTOS,564913,33.51,33.51,,
7975,ABBOTT  OTC         ,Pedialyte Plus Guaraná 500Ml,MEDICAMENTOS,7975,30.61,26.99,11.83,comumValor
540267,BIOLAB GENERICO,Cloridrato De Nebivolol 5Mg Caixa 30 Comp,MEDICAMENTOS,540267,35.99,21.59,40.01,leve0PagueMenosNoProximoValor
423264,EUROFARMA GENERICO ,Domperidona 10Mg Eurofarma Caixa 30 Comprimidos,MEDICAMENTOS,423264,23.09,15.99,30.75,comumValor
5085,SUPERA FARMA        ,Rehidrat 90 Pó 4 Envelopes ,MEDICAMENTOS,5085,44.02,41.81,5.02,comumValor
563507,GLAXO OTC           ,Advil Extra Alívio 400mg Analgésico para Alívio das dores blister econômico com 8 cápsulas líquidas,MEDICAMENTOS,563507,20.26,18.99,6.27,comumValor
17983,HYPERMARCAS CH     ,Polaramine Creme 30G 10Mg,MEDICAMENTOS,17983,23.59,19.49,17.38,comumValor
4556,SANOFI - CHC,Antialérgico Allegra 120 mg 10 comprimidos,MEDICAMENTOS,4556,88.05,88.05,,
8434,ACHE                ,Flogoral Cereja Aché 12 Pastilhas,MEDICAMENTOS,8434,17.62,17.11,2.89,comumValor
15491,EMS GENERICO        ,Tioconazol Tinidazol Ems Caixa 35G 7 Aplicadores,MEDICAMENTOS,15491,72.43,45.49,37.19,comumValor
8765,LEGRAND             ,Expec Xarope 120Ml,MEDICAMENTOS,8765,46.64,29.49,36.77,comumValor
3351,ZAMBON              ,Seki Xarope 120Ml 3 54Mg,MEDICAMENTOS,3351,29.96,29.49,1.57,comumValor
437100,NEO QUIMICA GENERICO,Nimesulida 100Mg Com 12Cp Neo Quimica,MEDICAMENTOS,437100,24.30,5.99,75.35,comumValor
558863,RECKITT BENCKISER   ,Naldecon Pack Dia e Noite - Caixa 24 Comprimidos,MEDICAMENTOS,558863,50.67,48.13,5.01,comumValor
433858,HYPERMARCAS CH     ,Benegrip 20 Comprimidos Revestidos 500Mg 30Mg 2Mg,MEDICAMENTOS,433858,38.51,35.85,6.91,comumValor
220953,UNIAO QUIMICA SIMILA,Varfarina Sádica 5Mg Com 30 Comprimidos União Química,MEDICAMENTOS,220953,9.99,5.99,40.04,leve0PagueMenosNoProximoValor
11523,HYPERMARCAS CH     ,Gastrol Com 20 Pastilhas,MEDICAMENTOS,11523,19.95,19.37,2.91,comumValor
493160,EMS GENERICO        ,Orlistate 120Mg Ems Caixa 84 Cápsulas,MEDICAMENTOS,493160,409.03,158.99,61.13,comumValor
11243,CIMED               ,Valerimed 50Mg Com 20 Comprimidos,MEDICAMENTOS,11243,22.25,14.99,32.63,comumValor
434270,PROCTER&GAMBLE MED,Chá para Gripe Vick Pyrena Sabor Maçã e Canela 5g,MEDICAMENTOS,434270,4.63,3.99,13.82,comumValor
18250,MEDLEY GENERICO,Simeticona 125Mg Com 10 Cápsulas,MEDICAMENTOS,18250,27.45,13.49,50.86,comumValor
19956,GENOM               ,Lacrifilm 15Ml Solução Oftálmica Genom,MEDICAMENTOS,19956,40.83,33.99,16.75,comumValor
12955,NEO QUÍMICA         ,Torsilax Neo Química 4 Comprimidos,MEDICAMENTOS,12955,6.16,3.99,35.23,comumValor
267305,CIMED               ,Fluconazol 150Mg 1 Comprimido Genérico Cimed,MEDICAMENTOS,267305,4.49,0.00,100.00,leve3Pague2
744,JANSSEN OTC         ,Tylenol Bebê 100Mg 15Ml,MEDICAMENTOS,744,58.42,44.99,22.99,comumValor
992,HYPERMARCAS CH     ,Estomazil Abacaxi Sachê 5G,MEDICAMENTOS,992,3.28,0.00,100.00,leve4Pague3
19703,JANSSEN OTC         ,Tylenol Janssen Caixa 24 Comprimidos Revestidos,MEDICAMENTOS,19703,23.07,21.92,4.98,comumValor
400503,GLAXOSMITHKLINE     ,Combodart Gsk Caixa 30 Cápsulas Gelatinosas,MEDICAMENTOS,400503,147.04,103.99,29.28,comumValor
3410,ASPEN PHARMA        ,Calman Com 20 Comprimidos,MEDICAMENTOS,3410,54.73,51.99,5.01,comumValor
554918,CIMED               ,Cloridrato Fexofenadina 180Mg 10 Comprimidos  Genérico Cimed,MEDICAMENTOS,554918,75.85,42.99,43.32,comumValor
