productName,brand,link,description,skuId,ean,Price,ListPrice,PriceWithoutDiscount,IsAvailable
Lamitor CD 100mg Torrent 60 Comprimidos,Torrent,https://www.drogariasaopaulo.com.br/lamitor-cd-100mg-60-comprimidos-para-suspensao---c1-torrent/p,Lamitor CD 100mg Torrent 60 Comprimidos,656720,8903855076393,155.0,191.83,155.0,true
Absorvente Externo Intimus Tripla Proteção Suave Com Abas 32 Unidades,Intimus,https://www.drogariasaopaulo.com.br/absorvente-intimus-gel-suave-c-abas-32-unidades/p,"A Intimus® pode te ajudar a deixar a sua zona íntima mais seca e protegida! O Absorvente Tripla Proteção conta com Center Block, ajudando na absorção instantânea do seu fluxo. Sem contar que ainda absorve 2 vezes mais rápido e distribui por todo absorvente, prevenindo vazamentos. Perfeito para que você se sinta seca enquanto usa. E aí? Que tal conferir e comprovar? O Absorvente Intimus® Tripla Proteção tem controle de odores, é dermatologicamente testado e tem 100% de materiais respiráveis.",548014,7896007544042,21.45,21.45,21.45,true
Nistatina+ Oxido Zinco Genérico Neo Química 60g,Neo Química,https://www.drogariasaopaulo.com.br/nistatina-oxido-zinco-generico-neo-quimica-60g/p,"Nistatina+ Oxido Zinco Genérico Neo Química 60g deve ser aplicado duas ou mais vezes ao dia nas áreas afetadas. Durante a fase aguda da assadura perineal, recomenda-se que os resíduos orgânicos sejam eliminados pela higiene local, secando-se adequadamente e aplicando-se o produto sobre a área afetada. Este medicamento tem como indicação principal proteção e tratamento das assaduras infantis (dermatite amoniacal “dermatite das fraldas”). Outras indicações são os intertrigos (mamário, perianal, interdigital, axilar), as paroníqueas por Monília.",492370,7896714224688,24.99,26.52,24.99,true
Fumarato Quetiapina 100mg Genérico 30 Comprimidos,EMS,https://www.drogariasaopaulo.com.br/fumarato-quetiapina-100mg-generico-30-comprimidos/p,"Fumarato Quetiapina 100mg Genérico 30 Comprimidos pertence a um grupo de medicamentos chamado antipsicóticos, os quais melhoram os sintomas de alguns tipos de transtornos mentais como esquizofrenia e episódios de mania e de depressão associados ao transtorno afetivo bipolar. A eficácia antidepressiva foi tipicamente observada dentro de uma semana de tratamento.",311693,7896004730370,34.49,137.88,34.49,true
Prosso D+ KM 2000UI Eurofarma 30 Comprimidos,Eurofarma,https://www.drogariasaopaulo.com.br/prosso-d--km-2000ui-eurofarma-30-comprimidos/p,Prosso D+ KM 2000UI Eurofarma 30 Comprimidos,805777,7891317022532,132.49,154.9,132.49,true
Novanlo 5mg Biolab 90 Comprimidos,Biolab,https://www.drogariasaopaulo.com.br/novanlo-5mg-biolab-90-comprimidos/p,Novanlo 5mg Biolab 90 Comprimidos,775134,7896112422273,207.99,273.38,207.99,true
Stanglit 15mg 60 Comprimidos,Libbs,https://www.drogariasaopaulo.com.br/stanglit-15mg-60-comprimidos/p,Stanglit 15mg 60 Comprimidos,666297,7896094210233,103.98,139.24,103.98,true
Ultraproct LDO Creme 1mg Moksha8 30g,Moksha8,https://www.drogariasaopaulo.com.br/ultraproct-ldo-1mgg-bayer-30gr-creme/p,"Ultraproct LDO Creme 1mg Moksha8 30g é um medicamento tópico com ação analgésica, anti-inflamatória e antipruriginosa. Sua formulação contém pivalato de fluocortolona, que inibe as reações alérgicas e inflamatórias, e cloridrato de lidocaína, que é um anestésico local padrão que apresenta efeitos analgésicos e antipruriginosos. Estas substâncias são efetivas quando administradas na forma de creme, aliviando a coceira, ardor, inflamação e dor causados pela hemorroida, fissuras anais, proctite e eczema anal. Por seu efeito analgésico e anti-inflamatório, Ultraproct® LDO também apresenta benefícios no alívio da dor após cirurgias proctológicas. Até o momento, não há informações clínicas disponíveis sobre o tempo para o início de ação do produto. No entanto, devido ao cloridrato de lidocaína, é esperado que o alívio dos sintomas de dor e ardor ocorram alguns minutos após a aplicação.",301990,7898953165296,40.99,44.84,40.99,true
"Propionato Clobetasol Creme 0,5mg/g Genérico EMS 30g",EMS,https://www.drogariasaopaulo.com.br/propionato-clobetasol-creme-0-5mg-g-generico-ems-30g/p,"Propionato Clobetasol Creme 0,5mg/g Genérico Ems 30g reduz os efeitos da inflamação em algumas doenças de pele, como eczemas difíceis de tratar e psoríase. Clobetasol pertence a um grupo de medicamentos chamados esteroides tópicos (ou seja, usados diretamente sobre a pele). Os esteroides tópicos reduzem a vermelhidão e a coceira provocadas por determinados problemas da pele. O tempo estimado para o início de ação de clobetasol é de uma semana após o início do tratamento.",139548,7896004712413,15.29,23.16,15.29,true
Antigripal Benegrip 12 Comprimidos,Benegrip,https://www.drogariasaopaulo.com.br/antigripal-benegrip-12-comprimidos/p,"Com a combinação de dois comprimidos, Benegrip garante o máximo poder contra os sintomas de gripes e resfriados. Indicado contra os sintomas de dores, febre, nariz entupido e coriza. É formado por uma associação dos seguintes componentes: dipirona (analgésico e antipirético), maleato de clorfeniramina (antialérgico) e cafeína (estimulante). \r\nComo usar: deve-se tomar um comprimido revestido verde e um amarelo, ao mesmo tempo, 3 a 4 vezes ao dia. Não ultrapassando 4 comprimidos revestidos verdes e 4 comprimidos revestidos amarelos por dia. Este medicamento deve ser utilizado até que haja o alívio dos sintomas das gripes e dos resfriados, sempre respeitando a dosagem recomendada.",629960,7896094915107,22.49,25.83,22.49,true
Descongestionante Nasal Salsep Spray 360º 50ml,Libbs,https://www.drogariasaopaulo.com.br/descongestionante-nasal-salsep-spray-360--50ml/p,"Salsep® 360mL único com válvula 360º que permite aplicação em todas posições. O spray de Salsep® 360 promove uma limpeza suave do nariz de bebês e crianças de 0 a 4 anos,  fluidificando a secreção na mucosa nasal, facilitando a eliminação do muco, em resfriados, rinites, sinusites e quaisquer outras condições relacionadas ao ressecamento da mucosa do nariz, como baixa umidade do ar, exposição ao ar condicionado e poluição.   \nSeu uso é individualizado e, por isso, único que possui área para marcação do nome do usuário no rótulo e na caixa.   \nModo de Uso: Aplique a solução nas narinas, conforme necessidade.  \nAntes de utilizar este medicamento, leia as instruções na bula.",352179,7896094207943,27.19,28.74,27.19,true
Desodorante Antitranspirante Nivea Aerossol Sem Perfume Pele Sensível 150ml,Nivea,https://www.drogariasaopaulo.com.br/desodorante-nivea-aerosol-sensitive-pure-150-ml/p,"O que é?\nDesodorante antitranspirante especial para peles podem ter alergias ao aerosol. Um dos melhores desodorantes para peles sensíveis. Confira +detalhes! \n\nPara que serve o Desodorante Nivea Sem Perfume Pele Sensível?\nCom extrato de camomila, sua fórmula acalma a pele e protege por 48h, oferecendo o cuidado suave de NIVEA.\n\nBenefícios e diferenciais\n- Para peles sensíveis\n- Sem álcool etílico, corantes ou conservantes\n- Dermatologicamente testado\n\nComo usar o Desodorante Nivea Sem Perfume Pele Sensível?\nAgite bem antes de usar. Ao aplicar o produto, mantenha o frasco a aprox. 15 cm da axila. Espere secar antes de se vestir.\n\nUma unidade de embalagem contém 150ml",349968,4005808662388,15.89,15.89,15.89,true
Aciclovir 200mg Genérico Pharlab 25 Comprimidos,Pharlab,https://www.drogariasaopaulo.com.br/aciclovir-200mg-generico-pharlab-25-comprimidos/p,Aciclovir 200mg Genérico Pharlab 25 Comprimidos,815217,7898216367429,31.49,74.72,31.49,true
Máscara Capilar Instance Abacate e Oliva 200g,Eudora,https://www.drogariasaopaulo.com.br/mascara-capilar-instance-abacate-e-oliva-200g/p,"Instance sabe: você adora se cuidar e seu tempo é precioso, tem que valer cada minuto. Por isso, selecionamos os ingredientes naturais intensamente nutritivos que agem em instantes e cuidam do seu cabelo. Instance é cuidado no seu tempo.\n\nA linha Instance Nutrição Reparadora, enriquecida com Abacate e Oliva, deixa os cabelos mais resistentes, com 4x menos quebra no 1° uso. Sua fórmula nutre os fios em instantes, deixando-os encorpados, macios e com brilho.\n\nA Máscara Ação Rápida garante cabelos 4x mais fortes e com 2x mais brilho.\nAção 2 em 1: Pode ser usada também para umectação noturna.\n\nResultados obtidos com o uso combinado da Linha Instance Nutrição Reparadora\nLivre de: Petrolatos e Parabenos.",783676,7891033471942,47.39,47.39,47.39,true
Condicionador Vult Cabelos Óleos Poderosos Nutrição 325ml,Vult,https://www.drogariasaopaulo.com.br/condicionador-vult-cabelos-oleos-poderosos-nutricao-325ml/p,"O Condicionador Intensivo sela a cutícula e desembaraça os fios em instantes. O resultado é um cabelo nutrido, macio e brilhoso. Fórmula vegana e livre de sal, parabenos e petrolatos (óleo mineral e parafina).",833851,7899852025896,22.99,22.99,22.99,true
Shampoo Eico Salão em Casa Cronograma Profissional 450ml,Eico,https://www.drogariasaopaulo.com.br/shampoo-eico-salao-em-casa-cronograma-profissional-450ml/p,Shampoo Eico Salão em Casa Cronograma Profissional 450ml,799661,7908448002736,29.99,29.99,29.99,true
Condicionador Lola em Barra Nutritivo Eco Consciente e Vegano 65g,Lola,https://www.drogariasaopaulo.com.br/condicionador-lola-em-barra-nutritivo-eco-consciente-e-vegano-65g/p,"Condicionador em barra para cabelos mais nutridos e saudáveis. Vegano, econômico, sustentável, de origem natural e eco consciente. Livre de químicas agressivas e ideal para o cuidado dos seus fios no dia a dia. \r\n\r\n Ativos \r\nHemisqualane Vegetal: nutre e restaura a densidade dos fios;\r\nComplexo Protéico: repõe proteínas;\r\nÓleo de Amêndoas Doce: repara o cabelo danificado.\r\n\r\nSuper econômico e prático, ótimo para levar em viagens. Sua barra rende o equivalente a 3 garrafas de um  condicionador tradicional, usando zero plástico. Além disso é biodegradável, 100% compostável e sem desperdício.\r\n\r\nUso sugerido: Esfregue suavemente a barrinha molhada no cabelo úmido ou nas suas mãos e depois aplique no cabelo. Massageie de forma delicada por toda extensão (da mesma forma que um condicionador comum). Enxágue abundantemente.",745847,7899572811960,42.69,42.69,42.69,true
"Máscara Para Cílios Preta Marília Mendonça By Océane -  Soundtrack 7,5ml",Oceane,https://www.drogariasaopaulo.com.br/mascara-para-cilios-preta-marilia-mendonca-by-oceane----soundtrack-75ml-935238011/p,Produto Máscara,935238007,736532218124,47.89,56.35,47.89,true
Máscara Force Repair Forever Liss 250g,Forever Liss,https://www.drogariasaopaulo.com.br/mascara-force-repair-forever-liss-250g-935162909/p," DescriçãoA Máscara Force Repair Forever Liss reconstroi profundamente os fios danificados, repondo a massa e nutrientes perdidos devido ao excesso de química. Regenera os fios desde a camada mais profunda, além de formar uma película protetora que protege de novos danos e auxilia na prevenção de pontas duplas. Sua fórmula foi desenvolvida com ingredientes extremamente emolientes e com propriedades antioxidantes, como Extrato de Baobá, Pró Vitamina B5 e Óleo de Moringa, que recuperam a saúde dos fios resultando em madeixas muito mais hidratadas, macias, sedosas e com brilho incrível! Além disso, seus cabelos se mantêm hidratados por muito mais tempo!  Indicação Indicado para todos os tipos de cabelos, principalmente os danificados e tratados com química.  TecnologiaExtrato de Baobá: Altamente emoliente, hidrata os fios profundamente enquanto previne o envelhecimento e a oxidação. Pró Vitamina B5: Forma uma película protetora ao redor do frio que retém a umidade e previne novos danos. Óleo de Moringa: Rico em vitaminas e minerais, tem poderosa ação hidratante sem pesar os fios.   Benefícios  Reconstrutor capilar;Repositor de massa e nutrientes;Altamente hidratante;Previne pontas duplas;Promove brilho intenso;Protege contra novos danos;Proporciona maciez e brilho;Fortalece os fios.  Modo de uso 01. Logo após lavar os cabelos com o Shampoo Force Repair, aplique a Máscara Force Repair nos fios ainda úmidos, espalhando em todo o comprimento.02. Enluve mecha a mecha.03. Deixar agir por 5 minutos. Se desejar, pode usar touca térmica para potencializar o resultado.04. Enxágue até retirar o produto por completo.05. Finalize como desejar.Para melhores resultados, utilize a linha completa Force Repair Forever Liss.   Resultado Cabelos restaurados e livres dos danos causados pela química, com aspecto revitalizado, deslumbrante e com brilho incrível!O resultado do produto pode variar de acordo com o estado e condições de cada tipo de cabelo.  Contém 01- Máscara Reparadora Force Repair 250g.  Precauções Guarde sempre bem fechado, longe da luz e calor excessivo. Deixe fora do alcance de crianças e animais domésticos. Se houver sensibilidade descontinue o uso e procure ajuda médica, se for necessário. Em caso acidental de contato com os olhos, lave com água em abundância. Não reaproveite a embalagem. Produto dermatologicamente testado.  Composição Aqua, Disodium EDTA, Guar Hydroxypropyltrimoniu, Cetearyl Alcohol, Cetrimonium Chloride, Cetearyl Acetate, Moringa Oleifera Oil, Andasonia Digidata Seed Extract, Acetylated Lanolin Alcohol, Mineral Oil, Treobroma Grandiflorum Seed, BHT (ButilHidroxiTolueno), Methylisothiazolinone / Methylchloroisothiazolinone, Hydrolyzed Keratin, Polyquaternium-10, Aqua (and) Parfum, Citric Acid.  Informações Adicionais Não realizamos testes em animaisNúmero do processo ANVISA: 25351501029/2014-37.Imagens meramente ilustrativas.   Principais Dúvidas: 1. Qual o pH da Máscara Force Repair Forever Liss?R. O pH é de 3,8 - 5,2.2. A Máscara Force Repair Forever Liss está em qual etapa do cronograma capilar?R. Ela está na etapa de hidro-reconstrução. 3. O uso da Máscara Force Repair Forever Liss é compatível com hené?R. Sim, ela é compatível com todos os tipos de química.4. Qual é a frequência de uso da Máscara Force Repair Forever Liss?R. Esta máscara pode ser utilizada até duas vezes na semana em cabelos muito danificados ou a cada 15 dias em cabelos com menos danos.5. A Máscara Force Repair Forever Liss pode ser utilizada por gestantes e lactantes?R. Sim, o produto pode ser utilizado por gestantes, lactantes e crianças sem restrição de uso.6. A Máscara Force Repair Forever Liss serve para qual tipo de cabelo?R. Cabelos Lisos, Crespos, Ondulados, Descoloridos, Cacheados, Oleosos, com Química, Coloridos, Mistos, Ruivos, Secos, com Luzes ou demais tipos.",935162909,7898952577441,25.99,35.99,25.99,true
Condicionador Capilar Up2you Para Cachos 300ml,UP2YOU,https://www.drogariasaopaulo.com.br/condicionador-capilar-up2you-para-cachos-300/p,"Condicionador Proteínas de Trigo e Aveia, Óleos de Absinto, Abacate e Girassol Up2You para Cachos 300ml",832383,7896768410853,82.69,82.69,82.69,true
Máscara Capilar Phytoervas Groselha Negra & Óleo De Macadâmia 220g,Phytoervas,https://www.drogariasaopaulo.com.br/mascara-capilar-phytoervas-groselha-negra-oleo-de-macadamia-220g/p,Máscara Capilar Phytoervas Groselha Negra & Óleo De Macadâmia 220g,821918,7896044900818,46.39,46.39,46.39,true
Condicionador Dabelle Cachos da Onda Cabelos Cacheados e Crespos 200ml,Dabelle,https://www.drogariasaopaulo.com.br/condicionador-dabelle-cachos-da-onda-cabelos-cacheados-e-crespos-200ml/p,"Que tal exibir cachos e crespos definidos e cheios de onda? O Condicionador Cachos da Onda alinha as cutículas pra ativar os cachos a curvatura dos fios e dar mais maleabilidade às suas madeixas. \r\n\r\nTRATAMENTO DA ONDA:\r\nGEL DE BABOSA: Também conhecida como Aloe Vera, a Babosa é rica em nutrientes com alto poder de hidratação. Não é à toa que é a queridinha dos fios com todas as curvaturas, porque ajuda a dar aquela definição poderosa, além de fortalecer os cabelos.\r\nÓLEO DE OLIVA: Rico em ácidos graxos e vitamina E, possui ação hidratante e antioxidante. Fortalece os fios e adiciona uma dose extra de nutrição e maciez que os cachinhos tanto precisam.",749788,7898965666446,9.49,9.49,9.49,true
Máscara Capilar Soul Power Reconstrução Force Bomb 400g,Soul Power,https://www.drogariasaopaulo.com.br/mascara-capilar-soul-power-reconstrucao-force-bomb-400g/p,Máscara Capilar Soul Power Reconstrução Force Bomb 400g,748773,7896509974286,38.99,38.99,38.99,true
Coloração Permanente Maxton Embelleze Lavanda Mais Irreverente 206 1 Unidade,Maxton,https://www.drogariasaopaulo.com.br/coloracao-permanente-maxton-embelleze-lavanda-mais-irreverente-206-1-unidade/p,Coloração Permanente Maxton Embelleze Lavanda Mais Irreverente 206 1 Unidade,751480,7896013567394,12.99,12.99,12.99,false
Olmesartana Medoxomila 20mg Genérico Eurofarma 30 Comprimidos,Eurofarma,https://www.drogariasaopaulo.com.br/olmesartana-medoxomila-20mg-eurofarma-30-comprimidos/p,Olmesartana Medoxomila 20mg Genérico Eurofarma 30 Comprimidos,724815,7891317121198,24.79,46.55,24.79,true
Bupropiona 150mg 60 comprimidos,EMS,https://www.drogariasaopaulo.com.br/bupropiona-150mg-60-comprimidos/p,"O cloridrato de bupropiona foi receitado pelo seu médico para ajudar você a parar de fumar. Este medicamento demonstrou funcionar bem tanto para fumantes recreativos quanto para aqueles que fumam muito, não importa há quanto tempo ou se já tentaram parar de fumar. O cloridrato de bupropiona também demonstrou funcionar como auxiliar na cessação tabágica em fumantes que apresentam certos tipos de doença pulmonar e cardíaca. Em estudos clínicos, um número significativo de pessoas conseguiu ficar livre do cigarro por até 12 meses enquanto tomava cloridrato de bupropiona. Para muitos pacientes, este medicamento reduziu os sintomas da síndrome de abstinência e a vontade de fumar. Você precisa começar a usar cloridrato de bupropiona enquanto ainda estiver fumando e, junto com seu médico, determinar uma data para interromper o hábito durante a segunda semana após o início do tratamento",352780,7896004732633,50.59,220.54,50.59,true
Orlistate 120mg Genérico 30 Cápsulas,Germed,https://www.drogariasaopaulo.com.br/orlistate-120mg-generico-30-capsulas/p,Orlistate 120mg Genérico 30 Cápsulas,684600,7896004756851,83.49,133.23,83.49,true
Spray Clareador de Cabelo Phytoervas Sun In 120ml,Phytoervas,https://www.drogariasaopaulo.com.br/spray-clareador-de-cabelo-phytoervas-sun-in-120ml/p,"O  Spray Clareador de Cabelo Phytoervas Sun In 120ml  é formulado à base de camomila e óleo de macadâmia. Sun In é um clareador e condicionador de cabelos, a distribuição do Sun IN deve ser feita com os cabelos úmidos e após a aplicação, aquecê-lo ao sol ou com o secador. A intensidade do clareamento acontece de acordo com cada tonalidade específica e natural dos cabelos. Possui maior proteção dos fios no processo de clareamento.",604917,7896044942108,19.9,23.69,19.9,true
Tadalafila 5mg Genérico Medley 30 Comprimidos Revestidos,Medley,https://www.drogariasaopaulo.com.br/tadalafila-5mg-generico-medley-30-comprimidos-revestidos/p,"Tadalafila é um medicamento para o tratamento da dificuldade de obtenção e/ou manutenção da ereção do pênis (disfunção erétil). Ele ajuda a aumentar o fluxo de sangue no pênis e pode auxiliar homens com disfunção erétil a obterem e manterem uma ereção satisfatória para a atividade sexual. Tadalafila age, em média, a partir de 30 minutos, podendo ter ação por até 36 horas.",533467,7896422501651,38.19,89.73,38.19,true
Laxante Fitoterápico Tamarine 12mg Blister 4 Cápsulas,Tamarine,https://www.drogariasaopaulo.com.br/tamarine-12mg-4-capsulas/p,"Tamarine 6mg em cápsula é um laxante fitoterápico, feito com uma associação das plantas medicinais Senna alexandrina e Cassia fistula. A ação combinada das duas têm eficácia no tratamento da constipação intestinal. \nMas o que significa ser um medicamento fitoterápico? \nQue ele é criado a partir de partes de plantas ou vegetais, que possui uma ação medicinal. Para isso, ele passa por um processo de industrialização, com a finalidade de tornar o tratamento mais seguro. Sua composição contém: Senna alexandrina Miller e Cassia fistula L.: 11,700mg\nPara que serve Tamarine cápsula 6mg?  Tamarine cápsula é indicado para pessoas em tratamento sintomático de intestino preso, sejam quadros de constipação primária ou secundária.  Isso porque o seu efeito laxativo provoca uma ativação fisiológica das secreções das mucosas do trato digestivo. Além disso, pode ajudar na preparação de exames que precisam do intestino limpo.Sua ação é previsível por um período entre 8 a 10 horas.",500178,7896094906600,15.69,19.5,15.69,true
Mesacol Mmx 1200mg Takeda 30 Comprimidos Revestidos,Takeda,https://www.drogariasaopaulo.com.br/mesacol-mmx-1200mg-takeda-30-comprimidos-revestidos/p,"Mesacol Mmx 1200mg Takeda 30 Comprimidos Revestidos contém mesalazina, um anti-inflamatório que atua no meio intestinal tratando a colite ulcerativa leve a moderada tanto na fase aguda atuando na indução da remissão quanto na manutenção da remissão. O exato mecanismo de ação de Mesacol? MMX® ainda não está totalmente estabelecido, mas sabe-se que exerce ação local reduzindo a inflamação e inibindo uma enzima (a cicloxigenase) responsável pela liberação de prostaglandinas pela mucosa do intestino grosso (cólon).",316687,7896641807343,292.0,412.94,292.0,true
Óleo de Rosa Mosqueta Ever You 10ml,Ever You,https://www.drogariasaopaulo.com.br/oleo-vegeral-ever-you-pure-de-melaleuca-10ml/p,"Modo de Uso :Use de 2 a 3 gotas do Óleo de Rosa-Mosqueta no rosto/corpo massageando o produto suavemente com movimentos circulares até assimilação completa do produto. ?\r\nAplicar à noite e usar filtro solar pela manhã nas áreas expostas.?\r\nComposição: Rosa Canina Fruit Oil.?\r\nInformações: : Óleo 100 % puro, extraído da semente da Rosa Mosqueta, produzido nos Andes do Chile.?\r\nO Óleo de Rosa Mosqueta é rico em ômega 3, 6 e 9 que são essenciais para hidratar e suavizar a pele. De uso noturno, se aplicado com frequência, promove uniformidade à pele e ação antioxidante.?\r\nDe fácil absorção, suas propriedades emolientes mantém a hidratação natural da pele. ?\r\nConservação: Manter em local seco, limpo e fresco.?",794856,7908271305691,29.99,34.99,29.99,true
