,sku,produto,marca,farmacia,preco com desconto,preco sem desconto,% desconto,descricao
937,673161,Meloxicam 15mg Medley 10 Comprimidos,Divena,Drogal,110.86,110.86,0.0,Compre Divena 40mg 60 Comprimidos Revestidos De Liberação Retardada com melhor preço e condição na farmácia online Drogal.
938,9988122,"Amora 2mg + 0,03mg 21 Comprimidos",Flagass,Drogal,25.31,25.31,0.0,Compre Flagass 75mg/ml Sabor Laranja  Gotas 10ml com melhor preço e condição na farmácia online Drogal.
939,20050,Flagass 75mg/ml Sabor Laranja  Gotas 10ml,Lotar,Drogal,84.83,84.83,0.0,Compre Lotar 5mg + 100mg 30 Cápsulas com melhor preço e condição na farmácia online Drogal.
940,9989454,Divena 40mg 60 Comprimidos Revestidos De Liberação Retardada,Vatis,Drogal,84.49,84.49,0.0,Compre Vatis 150mg 60 Comprimidos Revestidos com melhor preço e condição na farmácia online Drogal.
941,10356,Vatis 150mg 60 Comprimidos Revestidos,Medley - Generico,Drogal,23.66,23.66,0.0,Compre Meloxicam 15mg Medley 10 Comprimidos com melhor preço e condição na farmácia online Drogal.
942,801585,Elani Ciclo 3 + 003mg caixa com 21 comprimidos revestidos,Bayer,Drogal,27.87,27.87,0.0,Microvlar® é indicado para prevenir a gravidez. Na Drogal você encontra os melhores medicamentos.
943,9988323,"Microvlar 0,15mg + 0,03mg 63 Drágeas",Libbs,Drogal,66.97,66.97,0.0,Compre Elani Ciclo 3 + 003mg caixa com 21 comprimidos revestidos com melhor preço e condição na farmácia online Drogal.
944,1050265,Fenergan 25mg caixa com 20 comprimidos revestidos,Bepantriz,Drogal,26.5,26.5,0.0,Compre Bepantriz Derma Creme 20g com melhor preço e condição na farmácia online Drogal.
945,12416,Synthroid 25mcg 30 Comprimidos,Synthroid,Drogal,37.87,37.87,0.0,Compre Synthroid 25mcg 30 Comprimidos com melhor preço e condição na farmácia online Drogal.
946,10984,Bepantriz Derma Creme 20g,Sanofi-Aventis,Drogal,18.56,18.56,0.0,"Fenergan é indicado no tratamento dos sintomas das reações anafiláticas (reação rápida e progressiva a uma substância) e reações alérgicas. Graças à sua atividade antiemética (proporciona alívio de náuseas e vômitos) é utilizado também na prevenção de vômitos do pós-operatório e dos enjoos de viagens. Pode ser utilizado, ainda, na pré-anestesia e na potencialização de analgésicos, devido à sua ação sedativa (calmante)."
947,110057,Hidrion 40 + 100mg com 30 comprimidos,Nd,Drogal,39.09,39.09,0.0,Compre Hidrion 40 + 100mg com 30 comprimidos com melhor preço e condição na farmácia online Drogal.
948,720001,Vecasten 267mg caixa com 30 comprimidos,Marjan,Drogal,132.7,132.7,0.0,"Vecasten é indicado para tratamento dos sintomas relacionados a varizes, tais como: dor, peso nas pernas,câimbras, prurido (coceira) e edema (inchaço). Também está indicado para tratamento da insuficiência venosa crônica (dificuldade de retorno do sangue das pernas para
o coração), tromboflebite (coágulo associado à inflamação de veias), congestão linfática (acúmulo de líquido nos vasos linfáticos), síndrome pós-trombótica (conjunto de sinais e sintomas associados a um trombo – coágulo) e hemorroida (dilatação das veias do ânus e reto).
Vecasten diminui o inchaço causado por problemas circulatórios (venosos e linfáticos), por melhorar a circulação através de diferentes mecanismos."
949,9984693,Addera D3 50.000ui 8 Cápsulas Moles,Addera,Drogal,236.66,236.66,0.0,Compre Addera D3 50.000ui 8 Cápsulas Moles com melhor preço e condição na farmácia online Drogal.
950,401439,Prelone 3mg/ml Solução Oral Sabor Cereja 60ml + Pipeta Dosadora,Prelone,Drogal,25.91,25.91,0.0,Compre Prelone 3mg/ml Solução Oral Sabor Cereja 60ml + Pipeta Dosadora com melhor preço e condição na farmácia online Drogal.
951,1120220,Celestone 2mg 10 Comprimidos - Hypera,Mantecorp/Farmasa,Drogal,28.81,28.81,0.0,"Celestone possui um forte efeito contra inflamações, contra o reumatismo e contra alergias. Na Drogal você encontra os melhores produtos. Compre Celestone 2mg 10 Comprimidos - Hypera"
952,1123858,Predsim 11mg/ml Solução Gotas 20ml,Predsim,Drogal,42.86,42.86,0.0,Compre Predsim 11mg/ml Solução Gotas 20ml com melhor preço e condição na farmácia online Drogal.
953,683175,Cilostazol 100mg 60 Comprimidos - Eurofarma,Eurofarma - Generico,Drogal,92.8,92.8,0.0,"Indicado para tratar problemas de circulação em que ocorre diminuição do fluxo de sangue para as artérias periféricas do corpo, condição denominada doença vascular periférica, cujo sintoma principal é a claudicação intermitente e para a prevenção da recorrência de acidente vascular cerebral (AVC). Na Drogal você encontra os melhores medicamentos."
954,9982833,"Drospirenona+Etinilestradiol 3mg/0,02mg 72 comprimidos (G) Legrand",Legrand - Generico,Drogal,162.82,162.82,0.0,Encontre os produtos que você precisa com rapidez e agilidade. Aqui na DROGAL compre sem sair de casa.
955,9985281,Dicloridrato de Flunarizina 10mg Vitamedic 50 Comprimidos,Vitamedic,Drogal,13.63,13.63,0.0,Dicloridrato de Flunarizina 10mg Vitamedic 50 Comprimidos. Compre na farmácia online Drogal.
956,801500,Naprix 5mg 30 Comprimidos,Naprix,Drogal,78.58,78.58,0.0,Compre Naprix 5mg 30 Comprimidos com melhor preço e condição na farmácia online Drogal.
957,2010771,Ixium 50mg creme dermatológico 12 sachês com 025g,Farmoquímica,Drogal,329.44,329.44,0.0,Compre Ixium 50mg creme dermatológico 12 sachês com 025g com melhor preço e condição na farmácia online Drogal.
958,9984087,Buscoplex Composto Gotas 20ml - Natulab,Natulab,Drogal,20.84,20.84,0.0,"Buscoplex Composto Gotas 20ml  é indicado para o tratamento dos sintomas de cólicas intestinais, estomacais, urinárias, das vias biliares, dos órgãos sexuais femininos e menstruais. Na Drogal você encontra os melhores medicamentos."
959,4070089,Betaistina 16mg Eurofarma 30 Comprimidos,Eurofarma - Generico,Drogal,26.88,26.88,0.0,"Este medicamento é indicado para síndrome de Ménière: caracterizada por 3 (três) principais sintomas: Vertigem, Zumbido nos ouvidos, Perda ou dificuldade de audição, Sensação de tontura: causada quando uma parte do seu ouvido interno que controla o seu equilíbrio não está. Na Drogal você encontra os melhores medicamentos."
960,2681757,Blephagel creme,União Química,Drogal,159.29,159.29,0.0,"Blephagel é um gel hipoalergênico, demaquilante, cuida suavemente da limpeza da área dos olhos. Pode ser recomendado aos utilizadores de lentes de contato. Sua fórmula facilita a aderência do produto, produz uma agradável sensação de frescor, descongestionando as pálpebras e respeitando o pH da pele. Além de não deixar resíduos."
961,9991296,Ácido Ursodesoxicólico 300mg Ranbaxy 30 Comprimidos,Ranbaxy - Genérico,Drogal,167.14,167.14,0.0,Compre Ácido Ursodesoxicólico 300mg Ranbaxy 30 Comprimidos com melhor preço e condição na farmácia online Drogal.
962,9991795,Etinilestradiol + Gestodeno 15mcg + 60mcg Biosintética 28 Comprimidos Revestidos,Biosintetica - Generico,Drogal,29.81,29.81,0.0,Compre Etinilestradiol + Gestodeno 15mcg + 60mcg - Biosintética 28 Comprimidos Revestidos com melhor preço e condição na farmácia online Drogal.
963,4430027,Bicalutamida 50mg Eurofarma 30 Comprimidos,Libbs,Drogal,120.76,120.76,0.0,Compre Diminut 0075 + 002mg caixa com 63 comprimidos revestidos com melhor preço e condição na farmácia online Drogal.
964,800018,Diminut 0075 + 002mg caixa com 63 comprimidos revestidos,Eurofarma - Generico,Drogal,859.29,859.29,0.0,Compre Bicalutamida 50mg Eurofarma 30 Comprimidos com melhor preço e condição na farmácia online Drogal.
965,1510022,Cognitus 225mg com 60 comprimidos,Sanofi-Aventis,Drogal,137.39,137.39,0.0,"Cognitus é indicado para o tratamento de distúrbios de memória que fazem parte do processo fisiológico do envelhecimento. O medicamento é indicado para melhora do desempenho cognitivo, como atenção e retenção da memória auditiva e verbal imediata e tardia em adultos acima de 50 anos."
966,10858,Nistatina 25.000ui/g Neo Química Creme Vaginal 60g + 14 Aplicadores 4g,Neo  Química,Drogal,19.89,19.89,0.0,Compre Nistatina 25.000ui/g Neo Química Creme Vaginal 60g + 14 Aplicadores 4g com melhor preço e condição na farmácia online Drogal.
967,9991040,Tormiv SL 10mg Sabor Limão 10 Comprimidos Sublinguais,Tormiv SL,Drogal,37.93,37.93,0.0,Compre Tormiv SL 10mg Sabor Limão 10 Comprimidos Sublinguais com melhor preço e condição na farmácia online Drogal.
968,12397,Alivium 10 Cápsulas Líquidas 400mg,Alivium,Drogal,29.96,29.96,0.0,"Alivium Cápsulas Líquidas é indicado para o alívio temporário da febre e de dores de leve a moderada intensidade como: dor de cabeça, dor nas costas, dor muscular, enxaqueca, cólica menstrual, de gripes e resfriados comuns, dor de artrite e dor de dente. Na Drogal você encontra os melhores medicamentos."
969,672190,Secnidazol 1g Medley 2 Comprimidos,Medley - Generico,Drogal,23.1,23.1,0.0,Compre Secnidazol 1g Medley 2 Comprimidos com melhor preço e condição na farmácia online Drogal.
970,9992934,Ziclague Spray Uso Tópico 60ml,Ziclague,Drogal,725.68,725.68,0.0,Compre Ziclague Spray Uso Tópico 60ml com melhor preço e condição na farmácia online Drogal.
971,701580,Systen 50mcg/dia 8 Adesivos Transdérmicos,Systen,Drogal,140.44,140.44,0.0,Compre Systen 50mcg/dia 8 Adesivos Transdérmicos com melhor preço e condição na farmácia online Drogal.
972,2192225,Vertigium 10mg 50 Comprimidos,Vertigium,Drogal,15.0,15.0,0.0,Compre Vertigium 10mg 50 Comprimidos com melhor preço e condição na farmácia online Drogal.
973,9983778,Besilato Anlodipino 5mg 60 comprimidos (G) Prati Donaduzzi,Prati Donaduzzi,Drogal,28.35,28.35,0.0,"Besilato de anlodipino é indicado no tratamento da hipertensão (pressão alta) e angina de peito (dor no peito, por doença do coração) devido à isquemia miocárdica (falta de sangue no coração). Besilato de anlodipino pode ser usado isoladamente ou em combinação com outros medicamentos para tratar as mesmas indicações acima."
974,675652,Carvedilol 25mg Medley 30 comprimidos,Medley - Generico,Drogal,72.03,72.03,0.0,Encontre os medicamentos que você precisa de forma rápida e fácil. Aqui na DROGAL você economiza tempo e dinheiro.
975,9991623,Montelucaste de Sódio 4mg 60 Comprimidos Mastigáveis - Eurofarma,Eurofarma,Drogal,128.94,128.94,0.0,"O montelucaste de sódio é indicado para o tratamento de asma, incluindo a prevenção dos sintomas de asma durante o dia e a noite. O montelucaste de sódio também previne o estreitamento das vias aéreas causado pelo exercício, rinite alérgica, incluindo sintomas diurnos e noturnos como congestão nasal, coriza, coceira nasal e espirros; congestão nasal ao despertar, dificuldade de dormir e despertares noturnos, lacrimejamento, coceira, vermelhidão e inchaço dos olhos. Na Drogal você encontra os melhores medicamentos."
976,2150014,Neblock 5mg caixa com 30 comprimidos,Torrent,Drogal,54.37,54.37,0.0,Compre Neblock 5mg caixa com 30 comprimidos com melhor preço e condição na farmácia online Drogal.
977,12475,Synthroid 125mcg 30 Comprimidos,Aradois,Drogal,88.03,88.03,0.0,Compre Aradois 25mg 60 Comprimidos Revestidos com melhor preço e condição na farmácia online Drogal.
978,930020,Aradois 25mg 60 Comprimidos Revestidos,Synthroid,Drogal,54.63,54.63,0.0,Compre Synthroid 125mcg 30 Comprimidos com melhor preço e condição na farmácia online Drogal.
979,930393,Ablok 25mg 30 Comprimidos,Biolab,Drogal,14.88,14.88,0.0,Compre Ablok 25mg 30 Comprimidos com melhor preço e condição na farmácia online Drogal.
980,531618,"Still 0,1% Solução Oftálmica Estéril 5ml",Still,Drogal,20.99,20.99,0.0,"Compre Still 0,1% Solução Oftálmica Estéril 5ml com melhor preço e condição na farmácia online Drogal."
981,10378,Dprev 10.000ui 4 Comprimidos Revestidos,Dprev,Drogal,26.0,26.0,0.0,Compre Dprev 10.000ui 4 Comprimidos Revestidos com melhor preço e condição na farmácia online Drogal.
982,9990018,Succinato de Solifenacina 10mg Ranbaxy 30 Comprimidos Revestidos,Ranbaxy - Genérico,Drogal,161.2,161.2,0.0,Na Drogal você encontra todos os medicamentos que você precisa. Compre Succinato de  Solifenacin 10mg com 30 comprimidos - Ranbaxy
983,9982160,Ésio 20mg 28 Comprimidos Revestidos,Eurofarma,Drogal,88.73,88.73,0.0,"Ésio viabiliza o acesso a diversos perfils de pacientes a um esomeprazol que oferece superioridade no controle da acidez gástrica, com custo acessível, podendo ser diluído em água. Na Drogal você encontra os melhores medicamentos."
984,9992196,Migraliv 12 Comprimidos,EMS,Drogal,20.64,20.64,0.0,Compre Migraliv 12 Comprimidos com melhor preço e condição na farmácia online Drogal.
985,112780,Azukon MR 30mg caixa com 30 comprimidos,Baldacci,Drogal,83.14,83.14,0.0,"Memoriol possui uma fórmula que auxilia na memória, no raciocínio, na energia, na imunidade e também com antioxidantes. Compre na farmácia online Drogal."
986,9982453,Cetoprofeno 50mg 24 Cápsulas - medley,Medley - Generico,Drogal,27.84,27.84,0.0,"Confira nossos medicamentos e compre em até 3x sem juros nas compras acima de R$ 90,00 na DROGAL."
987,9982023,Memoriol 30 Comprimidos Revestidos,Germed - Generico,Drogal,30.1,30.1,0.0,"Compre Dipropionato de Betametasona 0,64mg/ml + Ácido Salicílico 20mg/ml Germed 30ml com melhor preço e condição na farmácia online Drogal."
988,2000002,Diamicron MR 60mg caixa com 60 comprimidos,Torrent,Drogal,21.11,21.11,0.0,"Azukon MR é um medicamento que reduz os níveis sanguíneos de açúcar (agente antidiabético oral da classe das sulfonilureias). Azukon MR é destinado ao tratamento de diabetes tipo 2 (tipo de diabetes, no qual o paciente não necessita fazer uso de insulina), diabetes no paciente obeso, diabetes em paciente idoso e diabetes em pacientes com complicações vasculares."
989,4030012,"Dipropionato de Betametasona 0,64mg/ml + Ácido Salicílico 20mg/ml Germed 30ml",Servier,Drogal,195.1,195.1,0.0,Compre Diamicron MR 60mg caixa com 60 comprimidos com melhor preço e condição na farmácia online Drogal.
990,9990333,Creme Suavicid 15g,Legrand,Drogal,104.29,104.29,0.0,"O Creme Suavicid é indicado para o tratamento de curta duração do melasma moderado a grave da face (escurecimento da pele do rosto, especialmente nas bochechas e na testa). Na Drogal você encontra os melhores medicamentos."
991,902489,AAS Infantil 100mg 120 Comprimidos,Sanofi-Aventis,Drogal,90.76,90.76,0.0,Compre AAS Infantil 100mg 120 Comprimidos com melhor preço e condição na farmácia online Drogal.
992,674265,Valerato de Betametasona 1mg Medley Pomada 30g,Medley - Generico,Drogal,24.72,24.72,0.0,Compre Valerato de Betametasona 1mg Medley Pomada 30g com melhor preço e condição na farmácia online Drogal.
993,9987367,Prednisolona 40mg Eurofarma 7 Comprimidos,Eurofarma - Generico,Drogal,39.41,39.41,0.0,Compre Prednisolona 40mg Eurofarma 7 Comprimidos com melhor preço e condição na farmácia online Drogal.
994,10632,Neprazol 20mg 56 Comprimidos,Dprev,Drogal,67.14,67.14,0.0,Compre Dprev 2.000ui 60 Comprimidos Revestidos com melhor preço e condição na farmácia online Drogal.
995,9982131,Dprev 2.000ui 60 Comprimidos Revestidos,Cimed,Drogal,41.26,41.26,0.0,Compre Neprazol 20mg 56 Comprimidos com melhor preço e condição na farmácia online Drogal.
996,4076419,Mesalazina 800mg EMS 30 Comprimidos Revestidos,Baldacci,Drogal,19.27,19.27,0.0,Monocordil 20mg 30 Comprimidos. Compre na farmácia online Drogal.
997,140961,Monocordil 20mg 30 Comprimidos,Ems - Genericos,Drogal,106.14,106.14,0.0,Compre Mesalazina 800mg EMS 30 Comprimidos Revestidos com melhor preço e condição na farmácia online Drogal.
998,4075331,Deflazacorte - EMS 6mg caixa com 20 comprimidos,Ems - Genericos,Drogal,56.9,56.9,0.0,Compre Deflazacorte - EMS 6mg caixa com 20 comprimidos com melhor preço e condição na farmácia online Drogal.
999,,Atorvastatina Cálcica 40mg Germed 30 Comprimidos,Germed - Generico,Drogal,,,,Compre Atorvastatina Cálcica 40mg Germed 30 Comprimidos com melhor preço e condição na farmácia online Drogal.
1000,1340004,Cloridrato de Verapamil 80mg Biosintética 30 Comprimidos Revestidos,Biosintetica - Generico,Drogal,31.7,31.7,0.0,Compre Cloridrato de Verapamil 80mg Biosintética 30 Comprimidos Revestidos com melhor preço e condição na farmácia online Drogal.
1001,1220527,Candicort Pomada Dermatológico 30g,Germed - Generico,Drogal,22.59,22.59,0.0,O desogestrel é usado para evitar a gravidez. Na Drogal você encontra os melhores medicamentos.
1002,9990039,Desogestrel 75mcg 28 Comprimidos Revestidos - Germed,Biolab,Drogal,12.42,12.42,0.0,"Mononitrato de Isossorbida é um medicamento utilizado para Tratar e prevenir desconfortos que acometem o coração, como: Terapia de ataque e de manutenção na insuficiência coronária, Terapia de ataque e de manutenção na insuficiência cardíaca aguda ou crônica, em associação aos cardiotônicos, diuréticos, Crises de angina ou em situações que estimulam, Prevenção de angina de esforço (angina secundária, angina estável ou angina crônica), Angina de repouso (angina primária, angina instável, angina de Prinzmetal ou angina vasoespástica), Angina pós-infarto. Na Drogal você encontra os melhores medicamentos."
1003,9986425,Mononitrato de Isossorbida 20mg 30 Comprimidos - Biolab,Biolab,Drogal,42.36,42.36,0.0,"Vênula® é indicado para melhorar a circulação das veias das pernas nos sintomas de dor, sensação de peso nas pernas, inchaço e varizes. Na Drogal você encontra os melhores medicamentos."
1004,11040,Vênula 200mg 30 Cápsulas Gelatinosas Duras,Neo Fedipina,Drogal,33.26,33.26,0.0,Compre Neo Fedipina 20mg 30 Comprimidos com melhor preço e condição na farmácia online Drogal.
1005,9994209,Ibupril 400mg 36 Cápsulas Gelatinosas Moles,Candicort,Drogal,41.85,41.85,0.0,Compre Candicort Pomada Dermatológico 30g com melhor preço e condição na farmácia online Drogal.
1006,2191750,Neo Fedipina 20mg 30 Comprimidos,Ibupril,Drogal,90.16,90.16,0.0,Compre Ibupril 400mg 36 Cápsulas Gelatinosas Moles com melhor preço e condição na farmácia online Drogal.
1007,262722,"Broncho-Vaxom 3,5mg/g 30 Sachês de Granulado",Nycomed,Drogal,200.16,200.16,0.0,"Broncho-Vaxom destina-se a tratamento auxiliar e prevenção dos processos infecciosos dos pulmões, da garganta, dos seios da face e dos ouvidos (bronquite aguda e crônica; amigdalite, faringite e laringite; rinite, sinusite e otite); de infecções resistentes aos antibióticos convencionais e de complicações bacterianas decorrentes de infecções virais do trato respiratório, especialmente na criança e no idoso. Na Drogal você encontra os melhores medicamentos."
1008,90017,Brasart HCT 320mg + 25mg 30 Comprimidos Revestidos,EMS,Drogal,100.14,100.14,0.0,Brasart HCT é usado para tratar a pressão arterial elevada. Na Drogal você encontra os melhores medicamentos.
1009,9987426,Hemifumarato de Bisoprolol 10mg 30 Comprimidos Revestidos - Medley,Medley - Generico,Drogal,61.16,61.16,0.0,"Hemifumarato de bisoprolol, nas concentrações de 5 e 10 mg, é indicado no tratamento da angina pectoris ou da pressão alta. Para todas as suas concentrações, também é indicado na insuficiência cardíaca crônica estável, em combinação com outros medicamentos adequados ao tratamento desta doença (inibidores da ECA, diuréticos e, opcionalmente, glicosídeos cardíacos). Na Drogal você encontra os melhores medicamentos."
1010,4074661,Bezafibrato 200mg EMS 20 comprimidos,Hixizine,Drogal,58.7,58.7,0.0,Compre Hixizine 25mg caixa com 30 comprimidos com melhor preço e condição na farmácia online Drogal.
1011,1250086,Hixizine 25mg caixa com 30 comprimidos,Ems - Genericos,Drogal,36.68,36.68,0.0,Compre Bezafibrato 200mg EMS 20 comprimidos com melhor preço e condição na farmácia online Drogal.
1012,674168,Cloridrato de Terbinafina 250mg com 28 comprimidos - Medley,Xarelto,Drogal,364.27,364.27,0.0,Compre Xarelto 15mg 28 Comprimidos Revestidos com melhor preço e condição na farmácia online Drogal.
1013,162000,Xarelto 15mg 28 Comprimidos Revestidos,Medley - Generico,Drogal,152.08,152.08,0.0,Na Drogal você encontra todos os medicamentos que você precisa. Compre Cloridrato de Terbinafina 250mg com 28 comprimidos - Medley
1014,112712,"Indapen Sr 1,5mg caixa com 30 comprimidos",Torrent,Drogal,34.95,34.95,0.0,"Compre Indapen Sr 1,5mg caixa com 30 comprimidos com melhor preço e condição na farmácia online Drogal."
1015,702048,Mylicon 75mg solução frasco com 15ml,Mylicon,Drogal,33.39,33.39,0.0,Compre Mylicon 75mg solução frasco com 15ml com melhor preço e condição na farmácia online Drogal.
1016,9984074,Neovangy Mr 35mg 60 comprimidos revestidos,EMS - Sigma Pharma,Drogal,134.0,134.0,0.0,Neovangy Mr 35mg 60 Cpr Rev
1017,9981449,Carvedilol 25mg Legrand 30 Comprimidos,Legrand - Generico,Drogal,100.32,100.32,0.0,"O Carvedilol é um medicamento usado para tratar insuficiência cardíaca congestiva (insuficiência do coração), angina do peito (dor no peito de origem cardíaca) e hipertensão arterial (pressão alta). Na Drogal você encontra os melhores medicamentos."
1018,1012622,Provera 10mg caixa com 14 comprimidos,Biolab,Drogal,38.98,38.98,0.0,"Compre Pressat 2,5mg 30 Comprimidos com melhor preço e condição na farmácia online Drogal."
1019,4920017,Gazia 40mg com 28 comprimidos revestidos,Sandoz - Generico,Drogal,12.98,12.98,0.0,Compre Alopurinol 100mg Sandoz 30 comprimidos com melhor preço e condição na farmácia online Drogal.
1020,10872,Alopurinol 100mg Sandoz 30 comprimidos,Torrent - Generico,Drogal,77.97,77.97,0.0,Compre Carvedilol 25mg Torrent 30 Comprimidos com melhor preço e condição na farmácia online Drogal.
1021,931039,"Pressat 2,5mg 30 Comprimidos",Dobeven,Drogal,173.76,173.76,0.0,Compre Dobeven 500mg 60 Cápsulas Gelatinosas Duras com melhor preço e condição na farmácia online Drogal.
1022,4750009,Carvedilol 25mg Torrent 30 Comprimidos,Pfizer,Drogal,42.41,42.41,0.0,Compre Provera 10mg caixa com 14 comprimidos com melhor preço e condição na farmácia online Drogal.
1023,9982202,Dobeven 500mg 60 Cápsulas Gelatinosas Duras,Momenta,Drogal,48.63,48.63,0.0,Compre Gazia 40mg com 28 comprimidos revestidos com melhor preço e condição na farmácia online Drogal.
1024,9987090,Sany D 10.000ui 4 Comprimidos Revestidos,Sany D,Drogal,28.42,28.42,0.0,Compre Sany D 10.000ui 4 Comprimidos Revestidos com melhor preço e condição na farmácia online Drogal.
1025,80028,Dprev 5.000ui 30 Comprimidos Revestidos,Dprev,Drogal,83.44,83.44,0.0,Compre Dprev 5.000ui 30 Comprimidos Revestidos com melhor preço e condição na farmácia online Drogal.
1026,800022,"Tarfic Pomada 0,3mg/g Bisnaga com 10g",Libbs,Drogal,83.04,83.04,0.0,"Tarfic Pomada é indicada ao tratamento de dermatite atópica, pois promove o alívio dos sintomas e controla os surtos. Na Drogal você encontra os melhores medicamentos."
1027,9985710,Vonau Flash 4mg 30 Comprimidos,Vonau Flash,Drogal,111.69,111.69,0.0,Compre Vonau Flash 4mg 30 Comprimidos com melhor preço e condição na farmácia online Drogal.
1028,9985663,Desloratadina 5mg 10 Comprimidos - Eurofarma,Eurofarma - Generico,Drogal,47.17,47.17,0.0,"A desloratadina é indicada para o alívio dos sintomas associados à rinite alérgica, como: coriza (corrimento nasal), espirros e prurido nasal (coceira no nariz), ardor e prurido ocular (coceira nos olhos), lacrimejamento, prurido do palato (coceira no céu da boca) e tosse. Na Drogal você encontra os melhores medicamentos."
1029,11041,Vênula 200mg 60 Cápsulas Gelatinosas Duras,Concor,Drogal,138.42,138.42,0.0,"Compre Concor HCT 5mg + 12,5mg 30 Comprimidos Revestidos com melhor preço e condição na farmácia online Drogal."
1030,2681692,Drusolol Solução Oftálmica Estéril 5ml,Drusolol,Drogal,95.87,95.87,0.0,Compre Drusolol Solução Oftálmica Estéril 5ml com melhor preço e condição na farmácia online Drogal.
1031,3970002,Alopurinol 300mg Prati Donaduzzi 30 Comprimidos,Prati Donaduzzi,Drogal,37.33,37.33,0.0,Compre Alopurinol 300mg Prati Donaduzzi 30 Comprimidos com melhor preço e condição na farmácia online Drogal.
1032,873616,"Concor HCT 5mg + 12,5mg 30 Comprimidos Revestidos",Biolab,Drogal,84.67,84.67,0.0,"Vênula® é indicado para melhorar a circulação das veias das pernas nos sintomas de dor, sensação de peso nas pernas, inchaço e varizes. Na Drogal você encontra os melhores medicamentos."
1033,9992630,Citobê 30 Comprimidos Revestidos,Citobê,Drogal,80.96,80.96,0.0,Compre Citobê 30 Comprimidos Revestidos com melhor preço e condição na farmácia online Drogal.
1034,12218,"Atenolol + Clortalidona 50mg + 12,5mg 30 Comprimidos - Sandoz",Sandoz - Generico,Drogal,33.37,33.37,0.0,"Compre Atenolol + Clortalidona 50mg + 12,5mg 30 Comprimidos - Sandoz com melhor preço e condição na farmácia online Drogal."
1035,9990891,Pantoprazol Sódico Sesqui-Hidratado 40mg Cimed 42 Comprimidos Revestidos de Liberação Prolongada,Unidrogas,Drogal,11.57,11.57,0.0,"Linofeme (levonorgestrel, etinilestradiol) é indicado na prevenção da gravidez e para o controle de irregularidades menstruais. Embora os contraceptivos orais sejam altamente eficazes, há casos de gravidez em mulheres que os utilizam. Na Drogal você encontra os melhores medicamentos."
1036,9994691,Flancox 600mg 14 Comprimidos Revestidos,Cimed,Drogal,127.41,127.41,0.0,Compre Pantoprazol Sódico Sesqui-Hidratado 40mg Cimed 42 Comprimidos Revestidos de Liberação Prolongada com melhor preço e condição na farmácia online Drogal.
1037,9980463,Finasterida 5mg 60 Comprimidos Revestidos - Nova Química,Flancox,Drogal,59.5,59.5,0.0,Compre Flancox 600mg 14 Comprimidos Revestidos com melhor preço e condição na farmácia online Drogal.
1038,9992999,Telmisartana 40mg Althaia 30 Comprimidos,Althaia,Drogal,76.45,76.45,0.0,"Telmisartana é indicada para o tratamento da hipertensão arterial, prevenção de mortalidade e lesão cardiovascular. Compre na farmácia online Drogal."
1039,9990154,"Linofeme 0,15mg + 0,03mg 21 Comprimidos Revestidos",Eurofarma - Generico,Drogal,161.54,161.54,0.0,"O itraconazol é um medicamento utilizado no tratamento de infecções fúngicas (micoses) da vagina, pele, boca, olhos, unhas ou órgãos internos. Na Drogal você encontra os melhores medicamentos."
1040,9985094,Itraconazol 100mg 15 Cápsulas - Eurofarma,Novaquímica,Drogal,202.64,202.64,0.0,Seu médico prescreveu finasterida porque você tem calvície de padrão masculino (também conhecida como alopecia androgênica). A finasterida aumenta o crescimento capilar no couro cabeludo e previne a queda de cabelo adicional em homens. Na Drogal você encontra os melhores medicamentos.
1041,1570501,Noex 50mcg Suspensão Nasal 200 Doses,Eurofarma,Drogal,74.53,74.53,0.0,"Noex® (budesonida) é indicado para pacientes com rinites não-alérgica e alérgica perenes e alérgica sazonal, tratamento de pólipo nasal e prevenção de pólipo nasal após polipectomia (extração do pólipo). Na Drogal você encontra os melhores medicamentos."
1042,9987351,Mamades 75mcg 28 Comprimidos,Eurofarma,Drogal,35.45,35.45,0.0,Mamades é um medicamento anticoncepcional. Na Drogal você encontra os melhores medicamentos para sua saúde.
1043,9983181,Cloridrato de Ciclobenzaprina 10mg Biosintética 15 Comprimidos Revestidos,Biosintetica - Generico,Drogal,18.51,18.51,0.0,Compre Cloridrato de Ciclobenzaprina 10mg Biosintética 15 Comprimidos Revestidos com melhor preço e condição na farmácia online Drogal.
1044,22136,Levoid 88mcg 30 Comprimidos,Neo  Química,Drogal,17.08,17.08,0.0,Compre Vitamina D3 7.000 UI Neo Química 4 Cápsulas Moles com melhor preço e condição na farmácia online Drogal.
1045,9997071,Vitamina D3 7.000 UI Neo Química 4 Cápsulas Moles,Biolab,Drogal,94.62,94.62,0.0,Compre Pitavastatina Cálcica 2mg Biolab 30 Comprimidos Revestidos com melhor preço e condição na farmácia online Drogal.
1046,1291629,Fluimucil 600mg Sabor Limão 16 Comprimidos Efervescentes,Levoid,Drogal,25.93,25.93,0.0,Compre Levoid 88mcg 30 Comprimidos com melhor preço e condição na farmácia online Drogal.
1047,9995177,Pitavastatina Cálcica 2mg Biolab 30 Comprimidos Revestidos,Fluimucil,Drogal,69.51,69.51,0.0,Compre Fluimucil 600mg Sabor Limão 16 Comprimidos Efervescentes com melhor preço e condição na farmácia online Drogal.
