Produto ID,Nome,Marca,SKU,EAN,Preço sem Desconto,Preço com Desconto,Descrição
sp-56284,Copo Avent Transição Bico Silicone Cor Rosa + 6 Meses,Philips Avent,56284,8710103779803,57.74,54.99,Copo Avent Transição Bico Silicone Cor Rosa + 6 Meses
sp-56285,Copo Avent De Transição Silicone Cor Azul 6 Meses,Philips Avent,56285,8710103779810,57.74,54.99,Copo Avent De Transição Silicone Cor Azul 6 Meses
sp-48739,Lenço Dauf Com 100 Unidades,Dauf,48739,7899536100772,8.99,8.99,Lenço Dauf Com 100 Unidades
sp-54268,Chupeta Mam Original Boys 6+ Meses De Idade,Mam,54268,9001616245770,32.54,30.99,Chupeta Mam Original Boys 6+ Meses De Idade
sp-51530,Copo Avent Silicone Meninos 260ml,Philips Avent,51530,8710103779834,57.74,54.99,Copo Avent Silicone Meninos 260ml
sp-51529,Copo Avent Silicone Meninas 260ml,Philips Avent,51529,8710103779827,57.74,54.99,Copo Avent Silicone Meninas 260ml
sp-48760,Mamadeira Lillo Super Divertida Latex Azul 260ml Ref. 614521,Lillo,48760,7896033211277,27.29,25.99,Mamadeira Lillo Super Divertida Latex Azul 260ml Ref. 614521
sp-48759,Mamadeira Lillo Super Divertida Latex Rosa 260ml Ref. 614531,Lillo,48759,7896033211284,27.29,25.99,"Mamadeira Lillo Super Divertida Latex Rosa 260ml Ref. 614531<iframe width=""980"" height=""1644"" src=""//www.standout.com.br/lillo/p/pB6TZoqbwE8,/mamadeiras/mamadeira-super-divertida-lillo-rosa-drogaraia"" frameborder=""0"" allowfullscreen></iframe>"
sp-48769,Caneca Lillo Design Antivazamento Lilas 250ml Ref. 602951,Lillo,48769,7896033231473,33.06,31.49,Caneca Lillo Design Antivazamento Lilas 250ml Ref. 602951
sp-48749,Mamadeira Lillo Sonho Bico Silicone Rosa 240ml Ref. 609631,Lillo,48749,7896033211888,21.51,20.49,Mamadeira Lillo Sonho Bico Silicone Rosa 240ml Ref. 609631
sp-46300,"Kit Infantil Amoravel Baby Azul Com Prato, Colher E Caneca",Amoravel,46300,7898957674640,23.09,21.99,"Kit Infantil Amoravel Baby Azul Com Prato, Colher E Caneca"
sp-53532,Chupeta Lillo Soft Calming Silicone Bico Simétrico Neutra Tamanho 1,Lillo,53532,7896033204620,20.99,20.99,"<h3><span style=""color: black;"">APRESENTAÇÃO</span></h3><p>A <strong>Chupeta Lillo Soft Calming</strong> foi projetada em peça única, <strong>100% Silicone</strong> <strong>macio </strong>e <strong>flexível</strong>, em <strong>formato ergonômico</strong> com <strong>bordas arredondadas</strong> e <strong>alça integrada</strong> que permite o uso de <strong>prendedores </strong>para <strong>evitar a perda</strong>. <strong>Seus canais de ventilação possibilitam a circulação de ar e menor contato com a pele delicada do bebê</strong>. O bico em <strong>formato simétrico é prático</strong>, <strong>intuitivo </strong>e de <strong>fácil aceitação para a criança</strong>, permitindo o uso da <strong>chupeta dos dois lados</strong>. Acompanha estojo reutilizável para higienização e transporte.</p><h3><span style=""color: black;"">BENEFÍCIOS</span></h3><ul><li>Livre de Bisfenol-A.</li><li>Formato anatômico.</li><li>Bico simétrico.</li><li>Escudo macio e flexível.</li><li>Pode usar os dois lados do bico.</li><li>Acompanha estojo reutilizável.</li><li>A Chupeta Lillo Soft Calming é feita 100% silicone macio.</li><li>Com bordas arredondadas e bico anatômico.</li><li>Seu material é confortável e suave com a pele das crianças.</li><li>Recomendada para bebês de 0 a 6 meses.</li></ul><h3><span style=""color: black;"">COMO FUNCIONA</span></h3><p>A Chupeta Lillo Soft Calming Silicone é um recurso para se acalmar, sentindo prazer e segurança, sendo fundamental para o desenvolvimento e amadurecimento psíquico. Além de promover o desenvolvimento dos músculos da face.</p><h3><span style=""color: black;"">PARA QUE É INDICADO</span></h3><p>A Chupeta Lillo Soft Calming Silicone é indicado para bebês entre 0 a 6 meses. Até os 3 anos, o bebê deve usar a chupeta, após essa idade, ela começa a prejudicar a oclusão, e, portanto, a criança deve ter o hábito removido.</p><h3><span style=""color: black;"">COMO DEVO USAR</span></h3><ul><li>Coloque a chupeta em água fervente por 5 minutos.</li><li>Deixe a chupeta esfriar por 5 minutos antes de oferecê-la ao bebê.</li><li>Deixe a água presa dentro do bico esfriar e depois aperte-o, para garantir a higiene completa.</li><li>Limpe bem as superfícies e suas mãos antes do contato com as chupetas esterilizadas.</li><li>O produto deve ser sempre manuseado por adultos.</li><li>Substitua a chupeta após 4 semanas de uso, por questões de segurança e higiene.</li></ul><h3><span style=""color: black;"">CONTRAINDICAÇÕES</span></h3><ul><li>Sempre verifique a temperatura da chupeta antes do uso.</li><li>O nível de água, a potência do microondas ou o tempo do micro-ondas incorretos podem reduzir a esterilização e danificar o esterilizador/estojo para transporte ou a chupeta.</li><li>Aos primeiros sinais de dano ou desgaste, descarte-a imediatamente.</li><li>Não a deixe de molho na água e depois coloque-a no freezer. Isso poderá desgastar a chupeta.</li><li>Nunca prenda outras fitas ou cordões, nem amarre a chupeta ao redor do pescoço do bebê, pois isso pode causar estrangulamento.</li><li>Sempre verifique se o seu bebê usa o tamanho de chupeta correto.</li><li>Mantenha o estojo fora do alcance das crianças e de animais domésticos.</li></ul><h3>O MINISTÉRIO DA SAÚDE ADVERTE:</h3><p>A criança que mama no peito não necessita de mamadeira, bico ou chupeta. O uso de mamadeira, bico ou chupeta prejudica a amamentação e seu uso prolongado, prejudica a dentição e a fala da criança.</p>"
sp-55768,Bico Para Aparelho Likluc Aspirar Baby Descartáveis Com 6 Unidades,Likluc,55768,0751320866059,18.29,18.29,Bico Para Aparelho Likluc Aspirar Baby Descartáveis Com 6 Unidades
sp-55115,Copo Lillo Treinamento 360 Dinossauro 266ml,Lillo,55115,7896033232661,59.99,59.99,"<h3><span style=""color: black;"">APRESENTAÇÃO</span></h3><p>O <strong>Copo Lillo de Treinamento 360º</strong> é recomendado para <strong>facilitar </strong>o <strong>momento </strong>de <strong>transição </strong>do <strong>copo com bebedor para o modelo convencional</strong>. O <strong>design diferenciado </strong>permite que o <strong>líquido seja ingerido por toda a extensão da borda</strong>, <strong>sem </strong>ser <strong>derramado no rosto da criança</strong>. Sua <strong>tampa protetora</strong> é ideal para <strong>proteger o copo</strong>. Oferece <strong>conforto </strong>e facilidade durante o uso diário.</p><h3><span style=""color: black;"">BENEFÍCIOS</span></h3><ul><li>Livre de Bisfenol-A.</li><li>Fácil de usar por toda a borda.</li><li>Conforto e facilidade para o dia a dia da criança.</li><li>Indicado para bebês a partir de 12 meses.</li><li>O design diferenciado, permite que o líquido seja ingerido por toda sua extensão.</li></ul><h3><span style=""color: black;"">COMO FUNCIONA</span></h3><p>O Copo Lillo de Treinamento é prático e confortável, com o design diferenciando permitindo que o líquido seja ingerido por toda a extensão, sem ser derramado no rosto da criança. Oferecendo a melhor experiência para você mamãe e para o seu bebê.</p><h3><span style=""color: black;"">PARA QUE É INDICADO</span></h3><p>O Copo Lillo de Treinamento é indicado para facilita a transição do copo com bebedor para o modelo convencional.</p><h3><span style=""color: black;"">COMO DEVO USAR</span></h3><ul><li>Antes de usar, recomenda-se lavar com água corrente e sabão neutro.</li><li>Utilizar com supervisão constante de um adulto.</li><li>Guardar a embalagem e/ou rótulo para eventuais consultas.</li></ul><h3><span style=""color: black;"">CONTRAINDICAÇÕES</span></h3><ul><li>Descarte o produto ao primeiro sinal de danos.</li><li>Não deixe a criança correr com o copo na mão.</li><li>Guarde o produto longe do sol ou qualquer fonte de calor.</li><li>Este produto não é um brinquedo.</li><li>Utilizar sob supervisão de um adulto.</li></ul>"
sp-46252,Lenços De Bolso Dauf Com 10 Unidades,Dauf,46252,7899536100017,1.89,1.89,Lenços De Bolso Dauf Com 10 Unidades
sp-111741,Afastador Farabeuf Edlo 10mm 12cm,Edlo,,7899075000175,0.0,0.0,"Afastador Farabeuf ¿ 10mm 12cm | 4 3/4¿ - EDLOCódigo: 01-0020Produto confeccionado em Aço Inoxidável Cirúrgico.As cores apresentadas no site são meramente ilustrativas e podem ou não corresponder com exatidão à tonalidade aplicada.Para mais informações sobre manuseio e cuidados quanto ao uso do produto, consulte o Manual do Usuário.Imagem meramente ilustrativa e a descrição do produto é de responsabilidade do fabricante."
sp-115360,Saco para Leite Materno Buba 200ml - 25 unidades,Buba,,7899525699232,0.0,0.0,"Saco para Leite Materno Buba200ml - 25 unidadesO Saco para Armazenar Leite Materno da Buba &eacute; super pr&aacute;tico!Com ele &eacute; poss&iacute;vel congelar, armazenar e transportar o leite do beb&ecirc; de forma simples e higi&ecirc;nica.Produzido em pl&aacute;stico resistente, possui z&iacute;per duplo, ideal para evitar vazamentos.Para uso na geladeira/freezer.F&aacute;cil de usar, guardar e transportar.Perfeito para levar a todos os lugares.Caracter&iacute;sticas100% at&oacute;xico.Pr&aacute;tico para transportar.Espa&ccedil;o para rotulagem e data&ccedil;&atilde;o.N&atilde;o precisam ser esterilizados antes do uso.Ideal para armazenar no freezer.O descongelamento deve ser feito em banho maria.Este produto n&atilde;o pode ser fervido e n&atilde;o pode ir ao micro-ondas.Descart&aacute;vel.Especifica&ccedil;&otilde;esEscala em mililitros.Capacidade por saco: 250 ml.Fecho em z&iacute;per plastico,Medidas: 18 x 9,9 x 4,5 cm.Composi&ccedil;&atilde;o: &lrm;81,5% Polietileno (PE), 15% PET, 3,5% Solvente.Livre de BPA (Bisfenol).Cont&eacute;m 25 unidades.Espa&ccedil;o para rotulagem e data&ccedil;&atilde;o.Antivazamento.&nbsp;Aten&ccedil;&atilde;o:O descongelamento deve ser feito em banho maria.N&Atilde;O FERVER.N&Atilde;O LEVAR AO MICROONDAS.Risco de queimadura devido a um aquecimento n&atilde;o uniforme.N&atilde;o descongele o leite no microondas para evitar a perda de nutrientes e danos ao saco.Os sacos para armazenar leite materno descart&aacute;veis, de uso &uacute;nico.O leite descongelado, aquecido, excedente deve ser descartado.A reutiliza&ccedil;&atilde;o n&atilde;o &eacute; recomendada por raz&otilde;es de higiene e por causar danos ao material.Ao manusear o leite materno, a higiene &eacute; essencial.Utilize o produto apenas para a finalidade indicada.N&atilde;o encher o saco com mais de 200 ml, pois ao congelar o leite materno dilata.Para maiores informa&ccedil;&otilde;es consulte seu m&eacute;dico.Este produto &eacute; vendido por embalagem com 25 unidades.As cores apresentadas no site s&atilde;o meramente ilustrativas e podem ou n&atilde;o corresponder com exatid&atilde;o &agrave; tonalidade aplicada.Para mais informa&ccedil;&otilde;es sobre manuseio e cuidados quanto ao uso do produto, consulte o Manual do Usu&aacute;rio.Imagem meramente ilustrativa e a descri&ccedil;&atilde;o do produto &eacute; de responsabilidade do fabricante."
sp-121862,Kit Limpador de Mamadeira + Alimentador para Bebês Dellamed,Dellamed,,,0.0,0.0,"<p><strong>Escova para Limpar Mamadeira DellaMed</strong></p><p>A escova para limpeza Dellamed tem o princípio de auxiliar na limpeza de mamadeiras e bicos de bebês, facilitando para que isso se torne mais fácil e mais higiênico.</p><p><strong>Características:</strong></p><ul><li>Composição: polipropileno + esponja;</li><li>Métodos de desinfecção e esterilização: com água e sabão neutro.</li></ul><p><strong>Conteúdo da Embalagem:</strong></p><ul><li>01 escova para limpar mamadeiras.</li></ul><p><strong>Dimensões:</strong></p><p>29,5 X 6,5 cm</p><p><strong>Garantia do Fabricante:</strong></p><p>3 meses</p><p><strong>Mordedor Alimentador de Silicone para Bebês DellaMed</strong></p><p>Ideal para a iniciação alimentar do seu bebê, o Mordedor Alimentador Dellamed possui bico de silicone para facilitar o primeiro contato do bebê com o alimento. Aceita os mais diversos tipos de alimento, como frutas, legumes e alimentos.</p><p><strong>Características:</strong></p><ul><li>Composição: PPSU - Silicone;</li><li>Tecnologia Soft Q-bomb: a criança pode colocar na boca sem que seja prejudicial à saúde dela;</li><li>Modo de funcionamento: abra a fivela de segurança e insira o alimento, após isso é só fechar a fivela e alimentar seu bebê;</li><li>Métodos de desinfecção e esterilização: com água e sabão neutro.</li></ul><p><strong>Conteúdo da Embalagem:</strong></p><ul><li>01 Mordedor Alimentador para Bebês.</li></ul><p><strong>Dimensões:</strong></p><p>11 X 5 cm</p><p><strong>Peso:</strong></p><p>33,5 g</p><p><strong>Garantia do Fabricante:</strong></p><p>3 meses</p>"
sp-53757,Bico Avent Pétala Silicine Tamanho 4 Com 2 Unidades,Philips Avent,53757,8710103874003,59.99,59.99,"<h3>APRESENTAÇÃO:</h3><p class=""ql-align-justify"">O Bico Avent Pétala Silicone Tamanho 4 possui um design inovador, tornando a alimentação mais natural. É um produto <a href=""https://www.paguemenos.com.br/mamaes-e-bebes"" target=""_blank"">indicado para bebês</a> de 3 meses para cima.</p><p><strong style=""color: rgb(86, 86, 86); background-color: transparent;"">ESPECIFICAÇÕES</strong></p><p class=""ql-align-justify""><span style=""color: rgb(86, 86, 86); background-color: transparent;"">Dimensões: 13,5 cm altura x 6mc largura x 6 cm comprimento&nbsp;</span></p><p class=""ql-align-justify""><span style=""color: rgb(86, 86, 86); background-color: transparent;"">Selo Inmetro: BRA20-015112</span></p><p class=""ql-align-justify""><span style=""color: rgb(86, 86, 86); background-color: transparent;"">Peso: 0,026 kg</span></p><p class=""ql-align-justify""><span style=""color: rgb(86, 86, 86); background-color: transparent;"">Cor: Transparente</span></p><p class=""ql-align-justify""><span style=""color: rgb(86, 86, 86); background-color: transparent;"">Tipo: Acessórios</span></p><p class=""ql-align-justify""><span style=""color: rgb(86, 86, 86); background-color: transparent;"">Material: Silicone&nbsp;</span></p><p class=""ql-align-justify""><span style=""color: rgb(86, 86, 86); background-color: transparent;"">Garantia: 3 meses</span></p><h3>PARA QUE SERVE?</h3><p class=""ql-align-justify""><span style=""color: rgb(86, 86, 86); background-color: transparent;"">O Bico Avent Pétala serve para auxiliar o consumo de líquidos na mamadeira.</span></p><h3>COMO DEVO USAR?</h3><p class=""ql-align-justify"">Posicione o Bico na ponta da mamadeira cheia com o líquido desejado; enrosque bem para evitar vazamentos; administre a mamadeira para o bebê.</p><p><br></p>"
sp-115737,Cortador de Unhas Infantil Mundial Jacaré - unidade,Mundial,,7891060943504,0.0,0.0,"Cortador para Unhas MundialInfantil - Modelo Jacar&eacute;O Cortador de Unhas Mundial Infantil foi especialmente desenhado para os bebes ficaram com as unhas bem feitas.Indicado para cortar as unhas das m&atilde;os e dos p&eacute;s de crian&ccedil;as a partir de 1 ano de idade.Use o cortador de unha para cortar as unhas do bebe com seguran&ccedil;a e rapidez.Ap&oacute;s o corte use a lixa para remover as pontinhas. Ajuda a manter as unhas do beb&ecirc; bem aparadas e limpas, com seguran&ccedil;a. Tamanho especialmente desenvolvido para o uso em rec&eacute;m-nascidos.L&acirc;mina curva que acompanha o formato das unhas.Ideal para a m&atilde;o delicada dos beb&ecirc;s.Corte preciso.Divertido design de jacar&eacute;.Cor conforme dipon&iacute;vel no estoque (azul ou rosa).Composi&ccedil;&atilde;o: A&ccedil;o carbono niquelado e resina termopl&aacute;stica - Base pl&aacute;stica - L&acirc;mina em a&ccedil;o inoxRestri&ccedil;&otilde;es/riscos: risco de corte. N&atilde;o permitir que crian&ccedil;a fa&ccedil;a uso sozinha.Aten&ccedil;&atilde;o! Este item &eacute; vendido por unidade.As cores apresentadas no site s&atilde;o meramente ilustrativas e podem ou n&atilde;o corresponder com exatid&atilde;o &agrave; tonalidade aplicada.Para mais informa&ccedil;&otilde;es sobre manuseio e cuidados quanto ao uso do produto, consulte o Manual do Usu&aacute;rio.Imagem meramente ilustrativa e a descri&ccedil;&atilde;o do produto &eacute; de responsabilidade do fabricante."
sp-101451,Escova para Limpar Mamadeira DellaMed,Dellamed,,7908607300093,0.0,0.0,"A escova para limpeza Dellamed tem o principio de auxiliar na limpeza de mamadeiras e bicos de bebês, facilitando para que isso se torne mais fácil e mais higiênico.    Características:  Composição: polipropileno + esponja  Métodos de desinfecção e esterilização: com água e sabão neutro.     Conteúdo da Embalagem  01 escova para limpar mamadeiras.    Dimensões:  29,5 X 6,5 cm    Garantia do Fabricante: 3 meses"
sp-111730,Afastador Farabeuf Edlo 6mm 10cm - unidade,Edlo,,7899075000168,0.0,0.0,"Afastador Farabeuf ¿ 6mm 10cm | 4  - EDLOCódigo: 01-0019Produto confeccionado em Aço Inoxidável Cirúrgico.Atenção! Este item é vendido por unidade.As cores apresentadas no site são meramente ilustrativas e podem ou não corresponder com exatidão à tonalidade aplicada.Para mais informações sobre manuseio e cuidados quanto ao uso do produto, consulte o Manual do Usuário.Imagem meramente ilustrativa e a descrição do produto é de responsabilidade do fabricante."
sp-111734,Afastador Farabeuf Edlo 20mm 17cm - unidade,Edlo,,7899075000199,0.0,0.0,"Afastador Farabeuf ¿ 20mm 17cm | 6 3/4 - EDLOCódigo: 01-0022Produto confeccionado em Aço Inoxidável Cirúrgico.Atenção! Este item é vendido por unidade.As cores apresentadas no site são meramente ilustrativas e podem ou não corresponder com exatidão à tonalidade aplicada.Para mais informações sobre manuseio e cuidados quanto ao uso do produto, consulte o Manual do Usuário.Imagem meramente ilustrativa e a descrição do produto é de responsabilidade do fabricante."
sp-94745,Chupeta Mam Original Dia & Noite 16+ Meses Neutra Com 02 Unidades,Mam,63285,9001616820618,56.99,56.99,Chupeta Mam Original Dia & Noite 16+ Meses Neutra Com 02 Unidades
