Produto ID,Nome,Marca,SKU,EAN,Preço sem Desconto,Preço com Desconto,Descrição
sp-54432,Chocolate Snickers 45g,Snickers,54432,7896423420180,4.99,4.99,Chocolate Snickers 45g
sp-54434,Chocolate Twix 40g,Twix,54434,7896423471007,4.79,4.79,Chocolate Twix 40g
sp-92976,Chocolate Ouro Branco Stick 25g,Lacta,62829,7622210570116,2.99,2.99,Chocolate Ouro Branco Stick 25g
sp-60489,Chocolate Snickers Dark 42g,Snickers,60034,7896423481860,4.99,4.99,Chocolate Snickers Dark 42g
sp-95752,Chocolate Laka Branco Oreo 80g,Laka,74294,7622210674364,7.99,7.99,Chocolate Laka Branco Oreo 80g
sp-95756,Chocolate Lacta Ao Leite 80g,Diamante Negro,74292,7622210674029,7.99,7.99,Chocolate Lacta Ao Leite 80g
sp-60801,Chocolate 720gr Twix Dark 40g,Twix,60330,7896423481884,4.79,4.79,Chocolate 720gr Twix Dark 40g
sp-52425,Chocolate M&Ms Amarelo Amendoim 45g,M&Ms,52425,7896423469837,4.49,4.49,Chocolate M&Ms Amarelo Amendoim 45g
sp-96031,Chocolate Hershey´s Barra Cafe Capuccino 85g,Hersheys,73794,7899970402180,8.99,8.99,Chocolate Hershey´s Barra Cafe Capuccino 85g
sp-95755,Chocolate Diamante Negro 80g,Diamante Negro,74291,7622210674074,7.99,7.99,Chocolate Diamante Negro 80g
sp-107287,Chocolate Nestlé Alpino Nevado White Top 85g,Nestle,76107,7891000336311,8.99,8.99,"<h3>APRESENTAÇÃO:</h3><p>O Chocolate Nestlé Alpino Nevado White Top é a escolha ideal para os amantes de chocolate branco com um toque de sofisticação. Com a qualidade Nestlé, esta barra de chocolate oferece um sabor suave e cremoso que derrete na boca.</p><h3>PARA QUE SERVE?</h3><p>O Chocolate Nestlé Alpino Nevado White Top serve para proporcionar uma experiência gourmet única, combinando a doçura e a suavidade do chocolate branco. É perfeito para satisfazer seus desejos por chocolate e também pode ser utilizado em sobremesas de alta gastronomia.</p><h3>COMO DEVO USAR?</h3><ul><li>Abra a embalagem com cuidado.</li><li>Quebre o chocolate em pedaços ou utilize na receita.</li><li>Saboreie lentamente para apreciar o sabor.</li><li>Experimente a versatilidade em suas criações culinárias.</li></ul><h3>ADVERTÊNCIAS:</h3><ul><li>Contém traços de leite e derivados.</li><li>Mantenha em local fresco e seco.</li><li>Evite exposição ao calor excessivo.</li><li>Não indicado para alérgicos a chocolate ou derivados.</li></ul><p><br></p>"
sp-107283,Chocolate Nestlé Classic Meio Amargo 80g,Nestle,76111,7891000368572,7.99,7.99,"<h3>APRESENTAÇÃO:</h3><p>O Chocolate Nestlé Classic Meio Amargo é a escolha perfeita para os amantes de chocolate com um toque de sofisticação. Feito com a qualidade Nestlé, este chocolate meio amargo de 80g oferece um sabor intenso e marcante.</p><h3>PARA QUE SERVE?</h3><p>O Chocolate Nestlé Classic Meio Amargo serve para proporcionar uma experiência gourmet com um toque amargo e sofisticado. Pode ser apreciado puro, usado em receitas culinárias ou combinado com vinhos para uma harmonização perfeita.</p><h3>COMO DEVO USAR?</h3><ul><li>Abra a embalagem com cuidado.</li><li>Quebre o chocolate em pedaços ou utilize na receita.</li><li>Saboreie lentamente para apreciar o sabor.</li><li>Experimente a versatilidade em suas criações culinárias.</li></ul><h3>ADVERTÊNCIAS:</h3><ul><li>Contém traços de leite e derivados.</li><li>Mantenha em local fresco e seco.</li><li>Evite exposição ao calor excessivo.</li><li>Não indicado para alérgicos a chocolate ou derivados.</li></ul><p><br></p>"
sp-92977,Chocolate Sonho Valsa Stick 25g,Lacta,62828,7622210570086,2.99,2.99,Chocolate Sonho Valsa Stick 25g
sp-98660,"Chocolate Bis Lacta Branco 100,8g",Bis,75389,7622210575999,8.99,8.99,"<h3>APRESENTAÇÃO</h3>

<p><strong>Bis Laka </strong>é a combinação perfeita do Bis que você já conhece com a cobertura do delicioso chocolate branco Laka. Sua versão de 100,8g, com 16 unidades embaladas individualmente para manter a crocância do wafer, é perfeita para compartilhar com a galera e tornar cada momento ainda mais delicioso. É impossível resistir a comer apenas um!</p>

<h3>COMPOSIÇÃO</h3>

<p>Açúcar, farinha de trigo enriquecida com ferro, ácido fólico, vitaminas B1, B2, B3 e zinco, gordura vegetal hidrogenada, gordura vegetal, soro de leite em pó, leite em pó integral, cacau em pó, farinha de soja, amendoim, permeado de soro de leite em pó, extrato de malte, sal, flocos de arroz, massa de cacau, óleo vegetal, manteiga de cacau, gordura de manteiga desidratada, emulsificantes lecitina de soja e poliglicerol polirricinoleato, fermento químico bicarbonato de sódio e aromatizante. </p>

<h3>COMO DEVO USAR</h3>

<p>Abra a embalagem e delicie-se com o sabor irresistível de chocolate branco.</p>

<p>Aproveite também para compartilhar o seu Bis com amigos e familiares.</p>"
sp-98661,"Chocolate Lacta Bis Original 100,8g",Bis,75388,7622210575975,8.99,8.99,"<h3>APRESENTAÇÃO</h3>

<p>O <strong>Chocolate Lacta Bis Original 100,8g</strong> é uma deliciosa combinação de wafer crocante, recheado e coberto com chocolate ao leite Lacta. Ele vem em uma embalagem de 100,8g, contendo 16 unidades individuais, garantindo a manutenção da crocância e facilitando o compartilhamento com amigos e familiares. Cada mordida é uma explosão de sabor que tornará seus momentos ainda mais prazerosos. Prepare-se para não conseguir resistir e comer apenas um!</p>

<h3>COMPOSIÇÃO</h3>

<p>açúcar, farinha de trigo enriquecida com ferro, ácido fólico, vitaminas B1, B2, B3 e zinco, gordura vegetal hidrogenada, gordura vegetal, cacau, massa de cacau, farinha de soja, permeado de soro de leite em pó, amendoim, sal, flocos de arroz, soro de leite em pó, óleo vegetal, leite em pó integral, manteiga de cacau, extrato de malte, gordura de manteiga desidratada, emulsificantes: lecitina de soja e poliglicerol polirricinoleato, fermento químico bicarbonato de sódio e aromatizante.</p>

<h3>COMO DEVO USAR</h3>

<p>Abra a embalagem e delicie-se com o sabor irresistível de chocolate ao leite.</p>

<p>Aproveite também para compartilhar o seu Bis com amigos e familiares.</p>"
sp-108516,Chocolate Talento Garoto Morango 85g,Talento,76109,7891008121872,8.99,8.99,"<h3>APRESENTAÇÃO:</h3><p>O Chocolate Garoto Talento Morango é uma deliciosa iguaria que combina a suavidade do chocolate com a doçura do morango. Um verdadeiro prazer em cada mordida, este chocolate é perfeito para satisfazer suas vontades.</p><h3>PARA QUE SERVE?</h3><p>O Chocolate Garoto Talento Morango serve para proporcionar uma experiência gastronômica única, combinando o sabor clássico do chocolate Garoto com a doçura do morango. É perfeito para momentos de deleite pessoal ou para presentear alguém especial.</p><h3>COMO DEVO USAR?</h3><ul><li>Abra a embalagem com cuidado.</li><li>Quebre o chocolate em pedaços.</li><li>Saboreie lentamente para apreciar o sabor.</li><li>Compartilhe com amigos e familiares.</li></ul><h3>ADVERTÊNCIAS:</h3><ul><li>Contém lactose e pode conter traços de amendoim e outros frutos secos.</li><li>Mantenha em local fresco e seco.</li><li>Evite exposição ao calor excessivo.</li><li>Não indicado para alérgicos a leite e derivados.</li></ul><p><br></p>"
sp-95751,Chocolate Laka Branco 80g,Laka,74293,7622210674326,7.99,7.99,Chocolate Laka Branco 80g
sp-95225,Chocolate Crunch 80g,Choco Crunch,74081,7891000369395,7.99,7.99,Chocolate Crunch 80g
sp-108514,Chocolate Talento Garoto Opereta 85g,Talento,76110,7891008122213,8.99,8.99,"<h3>APRESENTAÇÃO:</h3><p>O Chocolate Garoto Talento Opereta é uma verdadeira obra-prima do sabor. Este chocolate combina a suavidade do chocolate ao leite com a crocância das delicadas folhas de wafer, criando uma experiência única para os amantes de chocolate.</p><h3>PARA QUE SERVE?</h3><p>O Chocolate Garoto Talento Opereta serve para proporcionar uma experiência gastronômica única, combinando a suavidade do chocolate ao leite com a crocância do wafer. É perfeito para momentos de deleite pessoal ou para presentear alguém especial.</p><h3>COMO DEVO USAR?</h3><ul><li>Abra a embalagem com cuidado.</li><li>Quebre as folhas de wafer em pedaços.</li><li>Saboreie lentamente para apreciar o sabor e a textura.</li><li>Compartilhe com amigos e familiares.</li></ul><h3>ADVERTÊNCIAS:</h3><ul><li>Contém lactose e pode conter traços de amendoim e outros frutos secos.</li><li>Mantenha em local fresco e seco.</li><li>Evite exposição ao calor excessivo.</li><li>Não indicado para alérgicos a leite e derivados.</li></ul><p><br></p>"
sp-114745,Chocolate Nestle Suflair Duo 80g,Suflair,76108,7891000329665,8.99,8.99,"<h3>APRESENTAÇÃO:</h3><p>O Chocolate Nestlé Suflair Duo é uma verdadeira delícia que combina sabores intensos e uma textura incrivelmente leve. Com a combinação de dois chocolates premium, este produto oferece uma experiência única para os amantes de chocolate.</p><h3>BENEFÍCIOS:</h3><ul><li>Sabor inigualável.</li><li>Combinação perfeita de dois tipos de chocolate.</li><li>Textura suave e aerada.</li><li>Ideal para satisfazer aquela vontade de chocolate.</li><li>Embalagem prática e fácil de transportar.</li><li>Pode ser compartilhado com amigos e família.</li><li>Produto da renomada marca Nestlé.</li><li>Opção de tamanho prático.</li><li>Versatilidade de consumo.</li><li>Ótima relação custo-benefício.</li></ul><h3>PARA QUE SERVE?</h3><p>O Chocolate Nestlé Suflair Duo é um produto que serve para proporcionar momentos de prazer e satisfação, seja como um mimo para si mesmo ou para compartilhar com as pessoas que você ama. Sua nova tecnologia de produção garante uma textura única e um sabor excepcional, elevando a experiência de consumo de chocolate.</p><h3>COMO DEVO USAR?</h3><ul><li>Abra a embalagem com cuidado.</li><li>Quebre as barras de chocolate em pedaços do tamanho desejado.</li><li>Saboreie lentamente para apreciar cada mordida.</li><li>Compartilhe com amigos e familiares, se desejar.</li></ul><h3>ADVERTÊNCIAS:</h3><ul><li>Mantenha o produto em local fresco e seco.</li><li>Evite exposição direta ao sol.</li><li>Não deixe o chocolate exposto a altas temperaturas.</li><li>Este produto contém lactose e pode conter traços de nozes.</li></ul><p><br></p>"
sp-108622,Chocolate Nestle Suflair Ao Leite 80g,Suflair,76089,7891000329856,8.99,8.99,"<h3>APRESENTAÇÃO:</h3><p>Chocolate Nestlé Suflair ao Leite é a combinação perfeita de sabor e textura. Feito com ingredientes de alta qualidade, este chocolate é uma verdadeira indulgência para os amantes de chocolate.</p><h3>BENEFÍCIOS:</h3><ul><li>Sabor incrivelmente delicioso.</li><li>Textura suave e crocante.</li><li>Ingredientes de alta qualidade.</li><li>Embalagem prática e compacta.</li><li>Perfeito para satisfazer seu desejo por chocolate.</li><li>Ideal para compartilhar com amigos e familiares.</li><li>Pode ser usado como ingrediente em sobremesas.</li><li>Não contém conservantes.</li><li>Uma explosão de sabor em cada mordida.</li><li>Opção de lanche rápido e saboroso.</li></ul><h3>PARA QUE SERVE?</h3><p>Chocolate Nestlé Suflair ao Leite é criado com uma tecnologia inovadora que combina o sabor intenso do chocolate ao leite com uma textura suflair única. Isso proporciona uma experiência de sabor única, satisfazendo seus desejos de chocolate de forma excepcional.</p><h3>COMO DEVO USAR?</h3><ul><li>Abra a embalagem com cuidado.</li><li>Quebre ou morda o chocolate conforme sua preferência.</li><li>Desfrute do sabor suave e crocante.</li><li>Feche a embalagem para manter a frescura.</li></ul><h3>ADVERTÊNCIAS:</h3><ul><li>Mantenha fora do alcance de crianças.</li><li>Armazene em local fresco e seco.</li><li>Não exponha o chocolate ao calor excessivo.</li></ul><p><br></p>"
sp-82096,Chocolate Bis Lacta Xtra Black 45g,Bis,62309,7622210566409,3.99,3.99,Chocolate Bis Lacta Xtra Black 45g
sp-95176,Chocolate Nestle Classic Ao Leite 80g,Nestle,74055,7891000369111,7.99,7.99,Chocolate Nestle Classic Ao Leite 80g
sp-95179,Chocolate Garoto Meio Amargo 80g,Garoto,74056,7891008124057,7.99,7.99,Chocolate Garoto Meio Amargo 80g
sp-108515,Chocolate Nestlé Classic Duo 80g,Nestle,76112,7891000368992,8.99,8.99,"<h3>APRESENTAÇÃO:</h3><p>O Chocolate Nestlé Classic Duo é uma deliciosa combinação de chocolate ao leite e chocolate branco em uma única barra. Esta fusão de sabores oferece uma experiência irresistível para os amantes de chocolate.</p><h3>PARA QUE SERVE?</h3><p>O Chocolate Nestlé Classic Duo serve para proporcionar uma experiência gourmet única, combinando a doçura do chocolate ao leite com a suavidade do chocolate branco. Perfeito para satisfazer seus desejos por chocolate e compartilhar com amigos e familiares.</p><h3>COMO DEVO USAR?</h3><ul><li>Abra a embalagem com cuidado.</li><li>Quebre o chocolate em pedaços.</li><li>Saboreie lentamente para apreciar o sabor.</li><li>Experimente a versatilidade em suas criações culinárias.</li></ul><h3>ADVERTÊNCIAS:</h3><ul><li>Contém traços de leite e derivados.</li><li>Mantenha em local fresco e seco.</li><li>Evite exposição ao calor excessivo.</li><li>Não indicado para alérgicos a chocolate ou derivados.</li></ul><p><br></p>"
sp-67344,Chocolate Talento Garoto Amendoas E Passas 85g,Garoto,61924,7891008121834,10.79,10.79,"<strong>APRESENTAÇÃO:</strong><br>	
Delicioso, gostoso, saboroso. Essa combinação é simplesmente maravilhosa. Complicado mesmo é ter que comer um só. <br><br>
<strong>INGREDIENTES: </strong><br>
Açúcar, leite em pó integral, manteiga de cacau, massa de cacau, amêndoa, uva passa, gordura vegetal, lactose, cacau em pó, gordura de manteiga desidratada, emulsificantes lecitina de soja (322) e poliricinoleato de poliglicerol (476) e aromatizante. <br><br>
CONTÉM GLÚTEN."
sp-95384,Chocolate Galak Branco 80g,Galak,74057,7891000368640,7.99,7.99,Chocolate Galak Branco 80g
sp-95178,Chocolate Garoto Ao Leite 80g,Garoto,74054,7891008123999,7.99,7.99,Chocolate Garoto Ao Leite 80g
sp-114746,Energético Red Bull Energy Drink Figo E Maçã Summer Edition 250 Ml,Red Bull,76238,9002490266356,11.99,11.99,"<h3>APRESENTAÇÃO:</h3><p>O Energético Red Bull Summer Edition Figo e Maçã, em frasco de 250ml, é a escolha perfeita para quem busca uma explosão de energia e sabor. Combinando a tecnologia de Red Bull com o delicioso gosto de figo e maçã, este energético proporciona uma experiência única e revigorante.</p><h3>BENEFÍCIOS:</h3><ul><li>Aumenta a energia e a disposição.</li><li>Sabor refrescante e frutado.</li><li>Ideal para momentos de atividade física.</li><li>Fórmula revigorante e eficaz.</li><li>Ajuda a combater o cansaço.</li><li>Embalagem prática para levar a qualquer lugar.</li><li>Estimula a concentração e o foco.</li><li>Rápida absorção pelo organismo.</li><li>Perfeito para acompanhar sua rotina.</li></ul><h3>COMO DEVO USAR?</h3><ul><li>Agite bem o frasco antes de abrir.</li><li>Beba diretamente do frasco ou despeje em um copo.</li><li>Consuma antes de atividades que exijam energia extra.</li><li>Não exceda a ingestão recomendada.</li></ul><h3>ADVERTÊNCIAS:</h3><ul><li>Não recomendado para menores de 18 anos.</li><li>Não consuma se estiver grávida ou amamentando.</li><li>Evite o consumo em excesso.</li><li>Não misture com álcool.</li></ul><p><br></p>"
sp-96032,Choc Hershey´s Barra Cafe Macchiato,Hersheys,73795,7899970402166,8.99,8.99,Choc Hershey´s Barra Cafe Macchiato
sp-95180,Chocolate Garoto Negresco 80g,Garoto,74033,7891008124477,7.99,7.99,Chocolate Garoto Negresco 80g
sp-57265,Chocolate Mms Vermelho 80g,M&Ms,57265,7896423406085,9.59,9.59,Chocolate Mms Vermelho 80g
sp-96033,Choc Hershey´s Cafe Espresso 85g,Hersheys,73793,7899970402418,8.99,8.99,Choc Hershey´s Cafe Espresso 85g
sp-67361,Chocolate Talento Garoto Avelãs 85g,Garoto,61925,7891008121735,10.79,10.79,"<strong>APRESENTAÇÃO:</strong><br>	
Pedacinhos de avelã em toda parte do tablete. Hum... Que tal comer Talentos Avelã só para conferir? É uma boa desculpa, não é mesmo? <br><br>
<strong>INGREDIENTES: </strong><br>
Açúcar, leite em pó integral, manteiga de cacau, massa de cacau, avelã, gordura vegetal, lactose, cacau em pó, gordura de manteiga desidratada, emulsificantes lecitina de soja (322) e poliricinoleato de poliglicerol (476) e aromatizante. <br><br>
<strong>CONTRAINDICAÇÃO: </strong><br>
CONTÉM GLÚTEN. <br><br>"
sp-53000,Chocolate Bis Lacta Xtra 45g,Bis,53000,7622300988487,3.99,3.99,Chocolate Bis Lacta Xtra 45g
sp-67348,Chocolate Talento Garoto Meio Amargo Amendoas 85g,Garoto,61929,7891008121582,10.79,10.79,"<strong>APRESENTAÇÃO:</strong><br>	
Delicioso chocolate Garoto com alto teor de cacau e enriquecido com pedaços de amêndoas, deixando seu sabor ainda mais intenso. <br><br>
<strong>INGREDIENTES: </strong><br>
Açúcar, liquor de cacau, amêndoas, gordura vegetal, leite em pó integral, manteiga de cacau, emulsificantes lecitina de soja e poliglicerol polirricinoleato e aromatizante.<br><br>
CONTÉM GLÚTEN."
sp-67345,Chocolate Talento Garoto Castanhas Do Pará 85g,Garoto,61926,7891008121780,10.79,10.79,"<strong>APRESENTAÇÃO:</strong><br>	
O Talento de castanha do Pará (85g) traz todo o sabor do chocolate Garoto recheado de um dos bens mais preciosos da culinária do Norte do país: a castanha do Pará. De sabor típico e com o foco totalmente voltado para a cremosidade do chocolate ao leite, o produto traz em sua composição ingredientes sofisticados para surpreender qualquer paladar exigente. Costuma-se dizer que seu formato é quadrado pois oferece prazer “ao quadrado” a cada mordida. Experimente o sabor de um chocolate que tem a cara do Brasil e a qualidade de Garoto. Para mais informações, acesse www.garoto.com.br ou ligue para 0800-559550. <br><br>
<strong>INGREDIENTES: </strong><br>
Açúcar, leite em pó integral, manteiga de cacau, massa de cacau, castanha-do-pará, lactose, gordura vegetal, emulsificantes lecitina de soja (322) e poliricinoleato de poliglicerol (476) e aromatizante. <br><br>
<strong>CONTRAINDICAÇÃO: </strong><br>
CONTÉM GLÚTEN. <br><br>"
sp-97790,Choc Barra Hersheys Ovomaltine 87g X16,Hersheys,63426,7899970402951,7.99,7.99,Choc Barra Hersheys Ovomaltine 87g X16
sp-97744,Energético Red Bull Energy Drink Sabor Tropical 250ml,Red Bull,67831,9002490250461,10.99,10.99,Energético Red Bull Energy Drink Sabor Tropical 250ml
sp-67347,Chocolate Talento Garoto Doce De Leite 85g,Garoto,61928,7891008121636,10.79,10.79,"<strong>APRESENTAÇÃO:</strong><br>	
Uma combinação perfeita entre o chocolate branco e o delicioso sabor de Doce de Leite. <br><br>
<strong>INGREDIENTES: </strong><br>
Açúcar, leite em pó integral, manteiga de cacau, crocante sabor doce de leite (açúcar, xarope de glucose, gordura vegetal, leite em pó integral, manteiga, sal, emulsificantes
monoestearato de glicerina e lecitina de soja e aromatizante), lactose, gordura vegetal, emulsificantes lecitina de soja e poliglicerol polirricinoleato e aromatizantes.<br><br>
CONTÉM GLÚTEN."
sp-98231,Chocotubes Hersheys Cookie N Cream 25g X18,Chocotubes,71459,7899970401206,3.49,3.49,Chocotubes Hersheys Cookie N Cream 25g X18
sp-97742,Energ Red Bull Coco 250ml,Red Bull,73884,9002490241179,10.99,10.99,Energ Red Bull Coco 250ml
sp-67346,Chocolate Talento Garoto Cereais E Passas 85g,Garoto,61927,7891008121681,10.79,10.79,Chocolate Talento Garoto Cereais E Passas 85g
sp-97743,Energético Red Bull Energy Drink Sabor Pitaya 250ml,Red Bull,63592,9002490249533,10.99,10.99,Energético Red Bull Energy Drink Sabor Pitaya 250ml
sp-97821,Choc Lacta Intense Amend E Caram 85,Lacta,73769,7622210570567,10.49,10.49,Choc Lacta Intense Amend E Caram 85
sp-53001,Chocolate Bis Lacta Xtra Oreo 45g,Bis,53001,7622300988524,3.99,3.99,Chocolate Bis Lacta Xtra Oreo 45g
sp-97707,Bala Skittles Frutas Silvestres 38g,Skittles,73939,7896423481020,4.29,4.29,Bala Skittles Frutas Silvestres 38g
sp-82092,Chocolate Lacta Oreo 90g,Lacta,62310,7622210567567,8.59,8.59,Chocolate Lacta Oreo 90g
sp-114798,Bala skittles Original 38g,Skittles,73938,7896423480894,4.49,4.49,Bala skittles Original 38g
sp-97789,Choc Barra Hersheys Cookies N Cream 87g X16,Hersheys,63431,7899970402975,6.99,6.99,Choc Barra Hersheys Cookies N Cream 87g X16
