Produto ID,Nome,Marca,SKU,EAN,Preço sem Desconto,Preço com Desconto,Descrição
sp-56403,Sabonete Granado Glicerina Erva Doce Refil 300ml,Granado,56403,7896512947376,23.49,23.49,"Lançado em 1915, o sabonete de glicerina faz parte da rotina de cuidados com a pele há quatro gerações de brasileiros. O refil de sabonete líquido completa o portfólio da fragrância com embalagem 100% reciclável. Apresenta uma redução de 82% de plástico comparado à embalagem original. Formulado com glicerina vegetal e pH da pele. Limpa com suavidade, deixando a pele macia e perfumada. Enriquecido com alta concentração de extrato natural de erva-doce, que acalma e suaviza a pele. Indicado para a limpeza diária de todos os tipos de pele. Fórmula biodegradável. Livre de parabenos e ingredientes de origem animal. Conteúdo: 300ml."
sp-45544,Bepantol Derma Spray 50ml,Bayer,45544,7891106909624,41.99,41.99,"APRESENTAÇÃOO Bepantol Derma Spray é um produto indicado para a hidratação e proteção da pele. Sua fórmula é enriquecida com ácido hialurônico, vitamina B5 e dexpantenol, um ativo que ajuda a recuperar a pele. O produto é ideal para todos os tipos de pele, inclusive as peles sensíveis. Sua textura é ultra-leve e não oleosa, o que facilita a sua aplicação e absorção.COMPOSIÇÃOAqua, Panthenol, Pantolactone, Methylparaben, Propylparaben e Domiphen Bromide.PARA QUE SERVEO hidratante ajuda a tratar e a prevenir o ressecamento e a descamação da pele. Sua fórmula rica em vitamina B5 e em água de coco hidrata e suaviza a pele, além de deixá-la com um toque aveludado. O spray também ajuda a prevenir o aparecimento de rugas e linhas finas, além de diminuir a aparência de cicatrizes e marcas de expressão. Sua fórmula não oleosa é rapidamente absorvida pela pele e não deixa resíduos.COMO DEVO USARAplique uma vez ao dia na área afetada da pele. Para facilitar a aplicação, utilize o aplicador que acompanha o produto. Evite aplicar o spray em áreas com queimaduras ou machucados.
Sua fórmula líquida, oil free, contém pró-vitamina B5 que nutre e hidrata a pele em segundos."
sp-54352,Sabonete Dauf Pérola Negra 500ml,Dauf,54352,7896614803617,16.99,16.99,"<h3>APRESENTAÇÃO</h3><p>Dauf é nossa marca presente nas mais diversas categorias, oferecendo conveniência com qualidade para os nossos consumidores. O <strong>Sabonete Dauf Pérola Negra </strong>é ideal para limpa intensamente, cuidando e equilibrando o pH da pele, com extrato de chá preto perfumando seu corpo por mais tempo. Além de remover as partículas resultantes de secreções e da poluição, mas também as células mortas da pele, proporcionando maciez, suavidade e bem estar durante o banho.</p><h3>BENEFÍCIOS</h3><ul><li>Promove uma limpeza completa.</li><li>Protege contra o ressecamento.</li><li>Proporciona um toque macio e aveludado à pele.</li><li>Poder ser usado em todo o corpo.</li><li>Produto vegano.</li></ul><h3>PARA QUE É INDICADO</h3><p>O Sabonete Dauf Pérola Negra é indicado para todos os tipos de pele.</p><h3>COMO DEVO USAR</h3><ul><li>Umedeça as mãos, aplique uma pequena quantidade e massageie suavemente.</li><li>Em seguida, enxágue.</li></ul><h3>COMPOSIÇÃO</h3><p><span style=""color: black;"">Methylchloroisothiazolinone e 2-Methyl-2H-isothiazol-3-one, Bronopol, Cl 16255, Parfum, Benzyl Salicylate, Butylphenyl Methylpropional, Limonene.</span></p><h3>CONTRAINDICAÇÃO</h3><p>Uso externo.</p><p>Não ingerir.</p><p>Caso haja contato com os olhos, lave-os abundantemente.</p><p>Se houver irritação, suspenda o uso imediatamente e procure orientação médica.</p><p>Conserve em local seco, fresco e ao abrigo de luz intensa.</p><p>Mantenha fora do alcance das crianças.</p>"
sp-48618,Sabonete Facial Dauf Esfoliante 100g,Dauf,48618,7896048606778,24.99,24.99,"<h3>APRESENTAÇÃO</h3><p><strong>O Sabonete Facial Dauf Esfoliante </strong>é ideal para <span style=""color: black;"">limpa e revitaliza a pele através da ação de microesferas esfoliantes que removem células mortas, auxiliando na desobstrução dos poros. Promove uma limpeza profunda, sem agredir a pele, removendo impurezas, reduzindo asperezas e renovando a células. Deixando uma pele mais lisa e macia. </span></p><h3>COMPOSIÇÃO</h3><p><span style=""color: black;"">Aqua, pumece, sílica (from rice/oryza sativa l), benzophenone-4, decyl glucoside, diazolidinyl urea, disodium edta, parfum polyquaternium-39, propylene glycol, sodium hydroxide, sodium laureth sulfate, synthetic wax, Cl 77007, carbomer, methylisothiazolinone, phenoxyethanol, propanediol. Não testado em animais. </span></p><h3>BENEFÍCIOS</h3><ul><li>Pele lisa e macia.</li><li>Remove as células mortas</li><li>Dermatologicamente testado.</li><li>Com microesferas esfoliantes.</li><li>Promove uma limpeza profunda.</li><li>Ideal para todos os tipos de pele.</li><li>Reduz a oleosidade da pele e desobstrui os poros.</li></ul><h3>COMO DEVO USAR</h3><ul><li><span style=""color: black;"">Massagear sobre a pele úmida com movimentos circulares suaves. </span></li><li><span style=""color: black;"">Evitar a área dos olhos. </span></li><li><span style=""color: black;"">Em seguida, enxaguar, secar e hidratar a pele. </span></li><li><span style=""color: black;"">Utilizar uma vez por semana.&nbsp;</span></li></ul><h3><strong style=""color: black;"">Cada pele possui características próprias, consulte sempre um Dermatologista ou um médico.</strong></h3><h3>ADVERTÊNCIAS<span style=""color: black;""><br></span></h3><p><span style=""color: black;"">Uso externo.</span></p><p><span style=""color: black;"">Não ingerir.</span></p><p><span style=""color: black;"">Caso haja contato com os olhos, lave-os abundantemente. </span></p><p><span style=""color: black;"">Se houver irritação, suspenda o uso imediatamente.</span></p><p><span style=""color: black;"">Mantenha fora do alcance das crianças.</span></p><p>Em caso de irritação, suspender o uso e procurar um médico ou dermatologista.</p><p><span style=""color: black;"">Converse com um dermatologista antes de fazer uso de qualquer produto em sua pele.</span></p>"
sp-50434,Sabonete Íntimo Balance Feme Nature 200ml Kit Com 2 Unidades,Balance,50434,7897947614000,19.99,19.99,"<h3>APRESENTAÇÃO</h3><p><strong>O Sabonete Íntimo Balance Feme Nature</strong> foi desenvolvido pensando em atender as necessidades diárias de higiene das mulheres, formulado com ingredientes especiais que proporcionando maior conforto e bem-estar para a região íntima. Sua fórmula avançada combina com ativos suaves que associados à proteína do leite e ao ácido lático são capazes de manter sua região íntima mais limpa e segura.</p><h3>COMPOSIÇÃO</h3><p>Dmdm hydantoin, sodium laureth sulfate, lactic acid, hydrolyzed milk protein, glycol distearate, palm kernelamide dea, peg – 80 sorbitan laurate, cocamidopropyl betaine, sodium trideceth sulfate, peg-150 distearate, sodium lauroamphoacetate, sodium laureth-13 carboxylate, hydroxyethylcellulose, disodium edta, parfum, benzyl benzoate, limonene, butylphenyl methylpropional, aqua.</p><h3>BENEFÍCIOS</h3><ul><li>Limpa suavemente e reforça as defesas naturais.</li><li>Ajuda a manter o pH vaginal equilibrado.</li><li>Fragrância suave e delicada.</li><li>Proteção e conforto por 24 horas na região íntima.</li><li>Testado dermatologicamente e ginecologicamente.</li></ul><h3>PARA QUE É INDICADO</h3><p>O Sabonete Íntimo Balance Feme é indicado para mulheres de todas as idades.</p><h3>COMO DEVO USAR</h3><ul><li>Aplicar Balance Feme Nature diariamente durante o banho na região genital externa previamente umedecida até obter espuma.</li><li>Em seguida enxaguar abundantemente.</li></ul><h3>CONTRAINDICAÇÕES</h3><p>Uso externo.</p><p>Não ingerir.</p><p>Caso haja contato com os olhos, lave-os abundantemente.&nbsp;</p><p>Se houver alergia, suspenda o uso. Se persistir, procure orientação médica.</p><p>Conservar em temperatura ambiente (entre 15ºC a 30ºC).</p><p>Mantenha fora do alcance das crianças.</p>"
sp-54532,Sabonete Dauf Pérola Negra Refil 500ml,Dauf,54532,7896614803648,12.99,12.99,"<h3>APRESENTAÇÃO</h3><p>O <strong>Sabonete Dauf Pérola Negra </strong>é ideal para limpa intensamente, cuidando e equilibrando o pH da pele, com extrato de chá preto perfumando seu corpo por mais tempo. Além de remover as partículas resultantes de secreções e da poluição, mas também as células mortas da pele, proporcionando maciez, suavidade e bem estar durante o banho. Sua versão refil pode ser utilizada para repor a embalagem original do Pérola Negra ou qualquer outro compartimento específico para sabonete líquido.</p><h3>BENEFÍCIOS</h3><ul><li>Promove uma limpeza completa.</li><li>Protege contra o ressecamento.</li><li>Proporciona um toque macio e aveludado à pele.</li><li>Poder ser usado em todo o corpo.</li><li>Produto vegano.</li></ul><h3>PARA QUE É INDICADO</h3><p>O Sabonete Dauf Pérola Negra é indicado para todos os tipos de pele.</p><h3>COMO DEVO USAR</h3><ul><li>Umedeça as mãos, aplique uma pequena quantidade e massageie suavemente. </li><li>Em seguida, enxágue.</li></ul><h3>COMPOSIÇÃO</h3><p><span style=""color: black;"">Methylchloroisothiazolinone e 2-Methyl-2H-isothiazol-3-one, Bronopol, Cl 16255, Parfum, Benzyl Salicylate, Butylphenyl Methylpropional, Limonene.</span></p><h3>CONTRAINDICAÇÃO</h3><p>Uso externo. </p><p>Não ingerir.</p><p>Caso haja contato com os olhos, lave-os abundantemente. </p><p>Se houver irritação, suspenda o uso imediatamente e procure orientação médica.</p><p>Conserve em local seco, fresco e ao abrigo de luz intensa. </p><p>Mantenha fora do alcance das crianças.</p>"
sp-54912,Sabonete Phebo Lima Pérsia 320ml,Phebo,54912,7896512937957,25.99,25.99,Novo frasco com molde exclusivo. Glicerina vegetal. Fragrâncias únicas e marcantes. Deixa a pele macia e perfumada. Fórmula biodegradável. Livre de parabenos e ingredientes de origem animal. Conteúdo 320ml. *Este produto contém refil.
sp-54533,Sabonete Dauf Flores Orientais Refil 500ml,Dauf,54533,7896614803655,12.99,12.99,Sabonete Dauf Flores Orientais Refil 500ml
sp-54358,Sabonete Dauf Flores Orientais 500ml,Dauf,54358,7896614803631,16.99,16.99,Sabonete Dauf Flores Orientais 500ml
sp-54566,Óleo Removedor Dauf Hidratante 60ml,Dauf,54566,7794728955119,14.99,14.99,"<h3>APRESENTAÇÃO</h3><p><strong>O Óleo Removedor Dauf Hidratante</strong> é ideal para remover o excesso de cera da pele após a depilação. Enriquecida com nutrientes hidratantes e protetores que auxiliam em um cuidado mais que especial a pele como você realmente merece. Proporcionando maciez e suavidade, sem deixar sua pele ressecada.</p><h3>BENEFÍCIOS</h3><ul><li>Remove resíduos de cera depilatória.</li><li>Hidrata e previne o ressecamento da pele.</li><li>Sem deixar a pele oleosa.</li><li>Fácil e prático de usar.</li></ul><h3>COMO DEVO USAR</h3><ul><li><span style=""color: black;"">Aplique uma pequena quantidade de Óleo Removedor Hidratante Dauf diretamente sobre a pele ou a palma da mão e espalhe sobre a pele depilada, massageando suavemente até as retirada dos resíduos. </span></li><li><span style=""color: black;"">Se necessário, para retirar o excesso de óleo, passe um pedaço de algodão limpo e seco na região recém depilada.&nbsp;</span></li></ul><h3><strong style=""color: black;"">Se houver irritação, suspenda o uso imediatamente e procure orientação médica.</strong></h3><h3><span style=""color: black;"">COMPOSIÇÃO</span></h3><p><span style=""color: black;"">Paraffinum Liquidum, Propyl Paraben,Capric/Caprylic Triglycerides, BHT, Prunus amygdalus dulcis (Sweet Almond) Oil, Parfum, Hexyl Cinnamal,Linalool,Limonene.</span></p><h3><span style=""color: black;"">CONTRAINDICAÇÃO</span></h3><ul><li><span style=""color: black;"">Mantenha fora do alcance das crianças, em local fresco e ao abrigo da luz. </span></li><li><span style=""color: black;"">Suspenda o uso caso apareçam sinais de irritação. </span></li><li><span style=""color: black;"">Não aplique sobre a pele irritada, inflamada ou ferida. </span></li><li><span style=""color: black;"">Evite o contato com os olhos. </span></li><li><span style=""color: black;"">Caso ocorra enxaguar abundantemente com água. </span></li><li><span style=""color: black;"">Se necessário procure um médico. </span></li><li><span style=""color: black;"">Uso externo.</span></li></ul>"
sp-49562,Sabonete Granado Terrapeutics Lavanda 300ml,Granado,49562,7896512922458,31.99,31.99,"Formulado com pH da pele, glicerina vegetal e alta concentração de extrato natural de lavanda, que tem ação relaxante. Limpa suavemente a pele, deixando-a macia e perfumada. Fórmula biodegradável. Livre de parabenos e ingredientes de origem animal. Conteúdo: 300ml."
sp-49639,Sabonete Líquido Rexona Antibacterial Multivitaminas Refil 200ml,Rexona,49639,7891150083141,6.89,6.89,"<p><p><p>• Desenvolvido com tecnologia antibacteriana, sua fórmula elimina até 99,9% das bactérias* higienizando sua pele e deixando-a livre de germes<br>• Sabonete líquido com poder hidratante da vitamina B5 e poder antioxidante da Vitamina E<br>• Combinação exclusiva de ingredientes que entregam benefícios de limpeza e refrescância, com pH adequado, sem ressecar ou remover a camada protetora da sua pele<br>• O Sabonete Líquido Multivitaminas Rexona Refil tem uma fórmula exclusiva para o corpo, garantindo proteção e suavidade para sua pele, com notas florais e balsâmicas<br>• Nosso sabonete é dermatologicamente testado. Limpeza profunda, hidratação e perfume na medida certa<br>• Rexona se preocupa com você e com o meio ambiente! As embalagens de sabonete líquido são feitas com plástico reciclado**<br><br>O Sabonete Líquido Rexona Multivitaminas para o corpo possui uma combinação exclusiva de ingredientes que, em conjunto, proporcionam uma limpeza profunda e uma pele suave. Dermatologicamente testado, com o poder hidratante da vitamina B5 e poder antioxidante da Vitamina E, o sabonete apresenta um pH adequado, promovendo uma limpeza eficaz sem ressecar ou remover a camada protetora de sua pele. Dentro ou fora de casa, Rexona está sempre presente para garantir que sua pele esteja livre de bactérias. Nossa fórmula antibacteriana elimina até 99,9% das bactérias* com máximo frescor, proporcionando uma sensação revitalizante, de refrescância prolongada e limpeza profunda. Com as nossas linhas de sabonetes para ma~os e corpo, voce^ estara´ sempre protegido. Modo de uso: 1. Para abrir, corte na linha pontilhada indicada; 2. Coloque o conteúdo do refil na embalagem desejada; Apenas um pouco do produto na esponja é o suficiente para lavar o corpo inteiro. Todos os sabonetes estão disponíveis nas versões garrafa e refil com 200 ml cada. Rexona se preocupa com você e com o meio ambiente! Faça o descarte consciente da sua embalagem, pois essa escolha nos ajuda a dar mais um passo em direção ao que é melhor para o planeta. As embalagens de sabonete líquido Rexona são feitas com plástico reciclado**. *Com base em estudo realizado em laboratório independente. Bactérias testadas: Staphylococcus Aureus. Produto cosmético sem ação terapêutica. **Frasco feito 100% de plástico reciclado.</p></p></p>"
sp-17264,Tônico Nivea Visage Adstringente Com 200ml,Nivea,17264,4005808811717,22.99,22.99,"<p><p><p>O que é?<br>Tônico facial para limpeza de pele mista a oleosa. Remove impurezas e resíduos de maquiagem sem irritar a pele. Cuide da sua pele. Garanta o seu!<br><br>Para que serve o Tônico Adstringente Facial Nivea Controle do Brilho?<br>Fórmula conta com extratos de algas marinhas, Vitamina B5 e Panthenol, ingredientes que reduzem a oleosidade. Tem efeito matte.<br><br>Benefícios e diferenciais<br>- Desobstrui os poros<br>- Previne cravos e espinhas<br>- Sem álcool etílico, corantes e conservantes<br>- Dermatologicamente testado<br><br>Como usar o Tônico Adstringente Facial Nivea Controle do Brilho?<br>Agite antes de usar. Com os olhos fechados, aplique a loção com algodão, limpando rosto, cílios e pálpebras.<br><br>Uma unidade de embalagem contém 200ml</p></p></p>"
sp-33466,Cetaphil Sabonete Líquido 300ml,Galderma,33466,7897930777736,77.99,77.99,Cetaphil Sabonete Líquido 300ml
sp-41644,Dermotivin Salix Líquido 300ml,Galderma,41644,7897930763005,61.99,61.99,Dermotivin Salix Líquido 300ml
sp-45087,Lenços Umedecidos Dauf Higiene Íntima Com 30 Unidades,Dauf,45087,7908174101017,14.99,14.99,"<h3>APRESENTAÇÃO</h3><p>Os <strong>Lenços Umedecidos Dauf Higiene Íntima</strong> foram d<span style=""color: black;"">esenvolvido com todo o carinho, com uma fórmula suave,&nbsp;sem álcool etílico&nbsp;e&nbsp;sem perfume.&nbsp;É&nbsp;ideal para ser utilizado&nbsp;diariamente&nbsp;na&nbsp;higiene intima&nbsp;da&nbsp;mulher. Os lenços proporcionam uma&nbsp;limpeza eficiente, garantindo o&nbsp;frescor&nbsp;e cuidados necessários, deixando uma sensação de&nbsp;conforto,&nbsp;segurança&nbsp;e&nbsp;bem-estar&nbsp;todos os dias. Sua embalagem é&nbsp;econômica</span><strong style=""color: black;"">&nbsp;</strong><span style=""color: black;"">e muito&nbsp;prática, facilitando seu manuseio em qualquer ocasião. Indicado, especialmente, para levar na bolsa e usar no trabalho e nas viagens. Experimente!</span></p><h3>BENEFÍCIOS</h3><ul><li>Suave.</li><li>pH natural.</li><li>Sem álcool e perfume.</li><li>Contém Aloe Vera.</li><li>Ginecologicamente testado.</li><li>Ideal para o período menstrual.</li><li>Pode ser usado após a depilação.</li></ul><h3>COMO DEVO USAR</h3><ul><li>Levante a aba da etiqueta autoadesiva para abrir.</li><li>Puxe o primeiro lenço pelo centro.</li><li>Retire-o e feche a embalagem com a etiqueta autoadesiva.</li><li>Descarte após o uso.</li></ul><h3>COMPOSIÇÃO</h3><p><span style=""color: black;"">Propyline glycol ( propilenoglicol), laneth 15 ( lanolina etoxilana) aloe barbadensis extract (extrato de óleo vera) menthyl lactate ( lactato de mentila), cocamidopropyl belaine (cocoamido propil betaina)</span><strong style=""color: black;"">, </strong><span style=""color: black;"">disodium EDTA (acido etilenodiamino tetra-acetico),DMDM HYDANTOIN (1,3- dimetilol-5,5-dimetilhidantoina), METHYLPARABEN (metilparabeno), citric acid (acido cítrico),AGUA (agua purificada).</span></p><h3>CONTRAINDICAÇÃO</h3><ul><li><span style=""color: black;"">Aplicar somente nos órgãos genitais. </span></li><li><span style=""color: black;"">Uso externo. </span></li><li><span style=""color: black;"">Mantenha o produto fora do alcance das crianças. </span></li><li><span style=""color: black;"">Não ingerir.</span></li><li>Descarte os lenços no lixo, n<span style=""color: black;"">unca no vaso sanitário.</span></li></ul><h3><strong style=""color: black;"">N° Processo:&nbsp;25351.547076/2019-63</strong></h3>"
sp-56182,Kit Com 2 Unidades De Fisiogel Ai 400ml Leve A Segunda Unidade Com 50% De Desconto,Fisiogel,56182,7896026172332,214.99,214.99,"<h3 class=""ql-align-justify""><span style=""background-color: transparent; color: rgb(0, 0, 0);"">APRESENTAÇÃO</span></h3><p class=""ql-align-justify""><span style=""background-color: transparent; color: rgb(0, 0, 0);"">A fórmula do</span><strong style=""background-color: transparent; color: rgb(0, 0, 0);""> Fisiogel AI Creme Hidratante</strong><span style=""background-color: transparent; color: rgb(0, 0, 0);""> foi desenvolvida para ajudar a </span><a href=""https://www.paguemenos.com.br/dermocosmeticos/cuidados-com-o-corpo"" rel=""noopener noreferrer"" target=""_blank"" style=""background-color: transparent; color: rgb(0, 0, 0);"">manter a hidratação da pele</a><span style=""background-color: transparent; color: rgb(0, 0, 0);"">. Sua fórmula é enriquecida com água termal, que tem propriedades hidratantes, e com glicerina, um hidratante natural da pele. O produto mantém a hidratação da pele por até 24 horas, deixando-a macia e sedosa.</span></p><h3 class=""ql-align-justify""><span style=""background-color: transparent; color: rgb(0, 0, 0);"">COMPOSIÇÃO</span></h3><p class=""ql-align-justify""><span style=""color: rgb(0, 0, 0);"">Aqua, Caprylic/Capric Triglyceride, Glycerin, Pentylene Glycol, Butyrospermum Parkii Butter, Hydrogenated Lecithin, Palmitamide MEA, Hydroxyethylcellulose, Caprylyl Glycol, Xanthan Gum, Betaine, Squalane, Sarcosine, Acetamide MEA, Carbomer, Sodium Carbomer, Ceramide 3.</span></p><h3 class=""ql-align-justify""><span style=""background-color: transparent; color: rgb(0, 0, 0);"">PARA QUE SERVE</span></h3><p class=""ql-align-justify""><span style=""background-color: transparent; color: rgb(0, 0, 0);"">O um gel hidratante alivia o ressecamento da pele, proporcionando uma sensação de frescor e bem-estar. Ideal para peles sensíveis, o gel tem uma textura leve e não oleosa que facilmente se espalha e é rapidamente absorvida pela pele. Enriquecido com água termal, o gel ajuda a acalmar e suavizar a pele, deixando-a com um aspecto saudável e hidratado.&nbsp;</span></p><h3 class=""ql-align-justify""><span style=""background-color: transparent; color: rgb(0, 0, 0);"">COMO DEVO USAR</span></h3><p class=""ql-align-justify""><span style=""background-color: transparent; color: rgb(0, 0, 0);"">Com a pele limpa e seca, passe a loção por todo o corpo e faça uma massagem suave até a absorção total do produto.</span></p>"
sp-36067,Cetaphil Advanced Moisturizer 473 G,Galderma,36067,7897930777774,139.99,139.99,"<h3>APRESENTAÇÃO:</h3><p><span style=""color: black;"">Hidratante desenvolvido especialmente para a pele seca e sensível. Possui ação de hidratação prolongada, que dura até 48 horas. Redução imediata da aspereza da pele, nutrindo instantaneamente e restaurando intensamente a pele.</span></p><p><span style=""color: black;"">Uso específico do Produto: Pele seca e sensível.</span></p><p><span style=""color: black;"">Local de Utilização do Produto: Corpo.</span></p><p>  </p><h3>BENEFÍCIOS:</h3><p><span style=""color: black;"">Clinicamente testado para acelerar o reparo da barreira cutânea danificada em 1 semana. Promove hidratação 360º com ingredientes emolientes, oclusivos e umectantes.</span></p><p><span style=""color: black;"">Principais Características do Produto:</span></p><ul><li><span style=""color: black;"">Acalma a pele sensível reduzindo a sensibilidade da pele em (93%)*</span></li><li><span style=""color: black;"">Estimula as 15 ceramidas que a pele precisa.</span></li><li><span style=""color: black;"">Redução imediata da aspereza e ressecamento da pele.</span></li><li><span style=""color: black;"">Restauração completa da barreira cutânea em 7 dias.</span></li></ul><p><span style=""color: black;"">*Estudo realizado com 30 participantes após 28 dias de aplicação.</span></p><h3>COMO DEVO USAR?</h3><p><span style=""color: black;"">Usar diariamente para máxima hidratação.</span></p><h3>ADVERTÊNCIAS:</h3><ul><li><span style=""color: black;"">Este produto foi formulado de maneira a minimizar possível surgimento de alergia. </span></li><li><span style=""color: black;"">Mantenha o produto longe do alcance das crianças. </span></li><li><span style=""color: black;"">Não utilize sobre a pele lesionada. </span></li><li><span style=""color: black;"">Em caso de reação, suspenda o uso. </span></li><li><span style=""color: black;"">Em caso de ingestão acidental, procure atendimento médico. </span></li><li><span style=""color: black;"">Em caso de contato com os olhos, enxágue imediatamente. </span></li><li><span style=""color: black;"">Armazenar em temperatura ambiente e ao abrigo do sol. Uso externo.</span></li></ul><p><br></p>"
sp-32426,Sabonete Dauf De Aroeira 90g,Dauf,32426,7896216300781,7.99,7.99,"<h3>APRESENTAÇÃO</h3><p><a href=""https://www.paguemenos.com.br/dauf?_q=DAUFmap=ft"" rel=""noopener noreferrer"" target=""_blank""><strong>Dauf</strong> </a>é nossa marca presente nas mais diversas categorias, oferecendo conveniência com qualidade para os nossos consumidores. O <strong>Sabonete Aroeira Dauf </strong>com extrato natural de aroeira, embeleza e protege a sua pele. Tem ação adstringente sendo ideal para higienização da pele. O seu uso diário mantém sua pele limpa e saudável. <span style=""color: rgb(0, 0, 0);"">A aroeira é uma planta da flora brasileira muito rica em Tanino, que age como adstringente sobre a pele e mucosas fechando os poros e combatendo manchas, espinhas e cravos, contrai a pele superficialmente. </span></p><h3>BENEFÍCIOS</h3><ul><li>Ação estimulante.</li><li>Combate a inflamações e acne.</li><li><span style=""color: rgb(0, 0, 0);"">Possui ação regeneradora dos tecidos.</span></li><li>Propriedades cicatrizantes, bacterianas e anti-inflamatórias.</li></ul><h3>COMO DEVO USAR</h3><ul><li>Friccionar por várias<span style=""color: black;""> vezes </span>Sabonete Aroeira Dauf<span style=""color: black;""> até formar espuma suficiente para a completa higiene da pele. </span></li><li>Aguardar alguns minutos.</li><li>Enxaguar.</li></ul><h3><strong style=""color: black;"">Cada pele possui características próprias, consulte sempre um Dermatologista.&nbsp;</strong></h3><h3>COMPOSIÇÃO</h3><p>Tallowamide&nbsp;Dea, Orbignya&nbsp;Oleifera Seed Oil, Sodium&nbsp;Hydroxide, Sodium&nbsp;Lactate,&nbsp;BHT,&nbsp;EDTA,Alcohol,&nbsp;Sodium&nbsp;&nbsp;Laureth&nbsp;Sulfate,&nbsp;Lactic Acid,&nbsp;Schinus</p><p>Terebenthifolius Seed Raddi Extract, Parfum.</p><h3>CONTRAINDICAÇÃO</h3><p>Uso externo.</p><p>Não ingerir.</p><p>Manter fora do alcance de crianças e animais.</p><p>Em caso de irritação, suspender o uso e procurar orientação médica.</p><p>Em caso de contato com os olhos, enxaguar em abundância com água corrente.</p><p>Conservar em local seco e arejado.</p><p>O uso prolongado deste produto pode causar ardor e vermelhidão.</p><p><strong style=""color: black;"">N° Processo: 25351.639433/2019-19</strong></p>"
sp-42012,Kit Sabonete Líquido Íntimo Dermacyd Femina 200ml+100ml,Dermacyd,42012,7891058018238,23.99,23.99,"<h3>APRESENTAÇÃO</h3><p><a href=""https://www.paguemenos.com.br/dermacyd?_q=DERMACYDmap=ft"" rel=""noopener noreferrer"" target=""_blank"">Dermacyd </a>é a marca de sabonete íntimo que está sempre ao seu lado porque conhece as necessidades e os desafios que as mulheres enfrentam diariamente.</p><p>O Sabonete Líquido Íntimo Dermacyd Femina proporciona frescor e proteção por 24 horas, diferentemente dos sabonetes comuns ou bactericidas, o Dermacyd tem pH similar ao da região íntima, que limpa sem agredir, mantendo as defesas naturais e prevenindo possíveis odores.</p><p>Conteúdo: 200ml+100ml</p><h3>COMPOSIÇÃO</h3><p>Whey, Latic Acid, Alpha-Glucan Oligosaccharide, Acrylates Copolymer, Parfum, Hydroxyethylcellulose, Methyparaben, Phosphoric Acid, Sodium Hydroxide, Sodium Laureth, Sulfate, Glycol Distearate, Cocamide MEA, Laureth 10 E Aqua.</p><h3>BENEFÍCIOS</h3><ul><li>Hipoalergênico (minimiza o surgimento de alergia e irritação).</li><li>Limpa a região íntima sem agredir a flora.</li><li>Protege e deixa sensação de frescor por 24h.</li><li>Com fragrância floral delicada.</li><li>Marca recomendada por ginecologistas.</li><li>Fórmula exclusiva: pH Equilibrium.</li></ul><h3>COMO DEVO USAR</h3><p>No banho, agite o produto, coloque uma pequena quantidade na palma da mão e aplique na região íntima externa. Em seguida, enxague bem para que não fique nenhum resíduo do produto.</p><p>Dica: Em dias de frio, recomenda-se o uso uma vez ao dia. Já nos dias de calor, o ideal é utilizá-lo até 3 vezes ao dia.</p><h3>ADVERTÊNCIAS</h3><ul><li>Uso externo.&nbsp;</li><li>Não ingerir.</li><li>Caso haja contato com os olhos, lave-os abundantemente.&nbsp;</li><li>Se houver alergia, suspenda o uso. Se persistir, procure orientação médica.</li><li>Mantenha fora do alcance das crianças.</li></ul><iframe width=""980"" height=""1668"" src=""//www.standout.com.br/sanofi/p/pB6TZoqbwE8,/otc/sabonete-liquido-intimo-dermacyd-pro-bio-femina-floral-kit-100ml-200ml"" frameborder=""0"" allowfullscreen></iframe>"
sp-53944,Kit Sabonete Líquido Íntimo Lucretin Neutro com 2 Unidades de 200ml cada,Lucretin,53944,7891350034769,23.99,23.99,Kit Sabonete Líquido Íntimo Lucretin Neutro com 2 Unidades de 200ml cada
