EAN,SKU,Nome,Marca,Descrição,Farmácia,Preço_sem_desconto,Preço_com_desconto,Porcentagem_desconto,Cidade,Região
7896094918481,284960,Rizi 50mg Caixa 10 Comprimidos Revestidos,HYPERMARCAS S/A,"Uso em adultos e adolescentes a partir de 12 anos: a dose diária recomendada é de 5mg (1 comprimido revestido) por via oral, a cada 24 horas (1 vez ao dia).",Farma Conde,51.32,45.99,0.1,São Paulo,Sudeste
7891142205490,265660,Alivium 200mg/ml Suspensão Gotas Frasco 20ml,Alivium,ALIVIUM 200MG 20ML SUSP GTS,Farma Conde,53.97,47.7,0.12,São Paulo,Sudeste
7891142115126,176347,Alivium 600mg Caixa 10 Cápsulas Gelatinosas,Alivium,Alivium 600 Mg,Farma Conde,44.97,39.9,0.11,São Paulo,Sudeste
7891142115478,753152,Alivium 50mg Gotas Frasco 30ml,Alivium,O Alivium exerce atividades contra a dor e contra a febre. O início de ação ocorre de 15 a 30 minutos após sua administração oral e permanece por 4 a 6 horas.,Farma Conde,47.58,41.99,0.12,São Paulo,Sudeste
7891142115492,869131,Alivium 100mg Suspensão Oral Gotas Frasco 20ml,Alivium,"O Alivium é indicado para redução da febre e para o alívio de dores, tais como: dores decorrentes de gripes e resfriados, dor de garganta, dor de cabeça, dor de dente, dor nas costas, cólicas menstruais e dores musculares.",Farma Conde,49.07,34.59,0.30000000000000004,São Paulo,Sudeste
7891142115430,839746,Alivium 400mg Caixa 10 Comprimidos Revestidos,Alivium,Alivium 400 Mg Com 10 Comprimidos,Farma Conde,36.25,24.99,0.31,São Paulo,Sudeste
7891142115386,839753,Alivium 600mg Caixa 10 Comprimidos Revestidos,Alivium,Alivium 600 Mg Com 10 Comprimidos,Farma Conde,44.97,39.4,0.12,São Paulo,Sudeste
7891142203434,276303,Alivium 400mg Caixa 20 Cápsulas,Alivium,ALIVIUM 400MG 20S CAPS MOLE,Farma Conde,54.7,49.99,0.09,São Paulo,Sudeste
7891142201676,176388,Alivium 400mg Blíster 3 Cápsulas Gelatinosas,Alivium,"Alivium é indicado para diminuição da febre e dores associadas a resfriados, gripes, torções, pancadas, dores musculares, dor de dente, cólicas menstruais e dores de cabeça (inclusive enxaqueca e cefaléia tensional). Para adultos e crianças acima de 12 anos.",Farma Conde,9.88,8.89,0.1,São Paulo,Sudeste
7891142201621,176362,Alivium 400mg Caixa 8 Cápsulas Gelatinosas,Alivium,"Alivium está indicado no alívio temporário da febre e de dores de leve a moderada intensidade como: dor de cabeça, dor nas costas, dor muscular, enxaqueca, cólica menstrual, de gripes e resfriados comuns, dor de artrite e dor de dente.",Farma Conde,24.67,21.49,0.13,São Paulo,Sudeste
7891142115508,919191,Alivium 30mg Suspensão Oral Frasco 100ml + Seringa Dosadora,Alivium,Alivium 30mg 100ml Mantecorp,Farma Conde,65.08,56.9,0.13,São Paulo,Sudeste
7891142201638,176354,Alivium 400mg Caixa 10 Cápsulas Gelatinosas,Alivium,"Alivium está indicado no alívio temporário da febre e de dores de leve a moderada intensidade como: dor de cabeça, dor nas costas, dor muscular, enxaqueca, cólica menstrual, de gripes e resfriados comuns, dor de artrite e dor de dente.",Farma Conde,29.96,26.49,0.12,São Paulo,Sudeste
7896094209527,172312,Reconter 10mg Caixa 60 Comprimidos Revestidos,Reconter,RECONTER 10MG 60S C1 LIBBS,Farma Conde,109.36,91.4,0.16,São Paulo,Sudeste
7896094203280,128330,Reconter 15mg Caixa 30 Comprimidos Revestidos,Reconter,RECONTER 15MG 30S C1,Farma Conde,119.86,98.2,0.18,São Paulo,Sudeste
7896094211131,267146,Reconter 15mg Caixa 60 Comprimidos Revestidos,Reconter,RECONTER 15MG 60S C1,Farma Conde,194.0,161.6,0.17,São Paulo,Sudeste
7896094207615,103739,Reconter 20mg Caixa 30 Comprimidos Revestidos,Reconter,RECONTER 20MG 30S C1 LIBBS,Farma Conde,223.55,194.8,0.13,São Paulo,Sudeste
7896094208230,138909,Reconter 20mg/ml Gotas Frasco 30ml,Reconter,RECONTER GOTAS 20MG 30ML C1,Farma Conde,174.24,146.1,0.16,São Paulo,Sudeste
7896094209541,198028,Reconter 20mg Caixa 60 Comprimidos Revestidos,Reconter,RECONTER 20MG 60S C1 LIBBS,Farma Conde,245.51,207.6,0.15,São Paulo,Sudeste
7896094207608,103721,Reconter 10mg Caixa 30 Comprimidos Revestidos,Reconter,RECONTER 10MG 30S C1 LIBBS,Farma Conde,107.0,87.9,0.18,São Paulo,Sudeste
7894916144605,144758,Amoxicilina 500mg Legrand Genérico Caixa 21 Cápsulas,LEGRAND -DIV.EMS S.A,AMOXICILINA LEG 500MG 21S,Farma Conde,35.75,28.5,0.2,São Paulo,Sudeste
7894916147705,140814,Esomeprazol 20mg Legrand Genérico Caixa 28 Comprimidos Revestidos,LEGRAND -DIV.EMS S.A,ESOMEPRAZOL 20MG 28S LEG,Farma Conde,137.8,137.8,0.0,São Paulo,Sudeste
7894916146852,140921,Prednisolona 20mg Legrand Genérico Caixa 10 Comprimidos,LEGRAND -DIV.EMS S.A,PREDNISOLONA LEG 20MG,Farma Conde,20.76,16.5,0.21,São Paulo,Sudeste
7894916147996,140822,Esomeprazol 20mg Legrand Genérico Caixa 14 Comprimidos Revestidos,LEGRAND -DIV.EMS S.A,ESOMEPRAZOL 20MG 14S LEG,Farma Conde,68.93,68.93,0.0,São Paulo,Sudeste
7894916143479,140020,Bromoprida 4mg/ml Legrand Genérico Gotas Frasco 20ml,LEGRAND -DIV.EMS S.A,BROMOPRIDA LEGR GTS 20ML,Farma Conde,20.91,17.1,0.18,São Paulo,Sudeste
7896112400448,190090,Pantogar Neo Caixa 60 Cápsulas,Pantogar,"PANTOGAR NEO é um suplemento que auxilia na manutenção da saúde dos cabelos, fornecendo nutrientes para a formação da queratina, principal proteína consituinte dos cabelos.",Farma Conde,172.48,135.45,0.21,São Paulo,Sudeste
7896112425496,858779,Pantogar Caixa 90 Cápsulas,Pantogar,"Para que serve: Pantogar exerce um efeito positivo sobre o crescimento dos cabelos e das unhas, assim como sobre a cor dos cabelos, é indicado na perda de cabelos por motivos inespecíficos e desordens no crescimento das unhas.

Composição: Cada cápsula contém: Pantotenato de cálcio 60 mg, cistina 20 mg, nitrato de tiamina 60 mg, levedura medicinal 100 mg, queratina 20 mg, ácido aminobenzóico 20 mg. Excipientes: celulose microcristalina, talco, estearato de magnésio, povidona, dióxido de silício.

Conteúdo da embalagem: Embalagem com 90 Cápsulas.

Indicações: Pantogar exerce um efeito positivo sobre o crescimento dos cabelos e das unhas, assim como sobre a cor dos cabelos. Pantogar é indicado na perda de cabelos por motivos inespecíficos. Alterações na estrutura de cabelo (cabelo enfraquecido, fino, quebradiço, sem vida, opaco e sem cor), cabelos danificados pela luz do sol e radiação UV, prevenção do aparecimento de fios brancos. Desordens no crescimento das unhas (unhas fracas, quebradiças, rachadas e pouco maleáveis).

Contra-indicações: Quando você tiver alergia a qualquer um dos componentes da fórmula. Este medicamento é contraindicado para menores de 12 anos. Reações adversas: aumento repentino do suor, pulso acelerado, reações da pele como coceira e urticária (reação alérgica na pele) ou desconforto gastrintestinal como sensação de queimação no estômago, náuseas, gases e dor abdominal.

Precauções: Uma vez que a formação dos cabelos ocorre lentamente, é importante tomar Pantogar regularmente na dose prescrita por um período de 3 a 6 meses para garantir o sucesso do tratamento. Pantogar não é indicado para alopecia cicatricial. A alopecia cicatricial se caracteriza pela ausência ou diminuição definitiva dos pelos, podendo ser causada por traumas, queimaduras, infecções, câncer e doenças, tais como: líquen plano pilar (lesão no couro cabeludo), lupus eritematoso (doença autoimune, onde a produção inadequada de anticorpos provoca lesões nos tecidos), esclerodermia (doença autoimune que causa espessamento na pele), mucinose folicular (lesão na raiz do cabelo). Pantogar também não é indicado nos causos de calvície masculina, perda de cabelo por motivos genéticos e/ou hormonais. Entretanto, nestes casos, Pantogar pode fortalecer os cabelos restantes.",Farma Conde,325.45,238.98,0.27,São Paulo,Sudeste
7896112400332,177477,Pantogar Men Caixa 30 Cápsulas,Pantogar,PANTOGAR MEN 30S BIOLAB,Farma Conde,175.23,175.23,0.0,São Paulo,Sudeste
7896112405962,271056,Pantogar Resist Silício Caixa 30 Sachês 10g,Pantogar,PANTOGAR RESIST SILICIO 30SCH,Farma Conde,241.89,189.3,0.22,São Paulo,Sudeste
7896112400493,198994,Pantogar Top Solução Capilar Spray Frasco 80ml,Pantogar,PANTOGAR TOP é uma solução tópica elaborada para prevenir e combater a perda de cabelos em homens e mulheres.,Farma Conde,185.9,185.9,0.0,São Paulo,Sudeste
7896112425410,171397,Pantogar Caixa 60 Cápsulas,Pantogar,"PANTOGAR é indicado na perda de cabelos como ocorre na perda sazonal de fios e nos casos de perda difusa de fios em mulheres, entre outras.",Farma Conde,216.93,172.98,0.2,São Paulo,Sudeste
7896112425328,856476,Pantogar Caixa 30 Cápsulas,Pantogar,"Para que serve: Pantogar exerce um efeito positivo sobre o crescimento dos cabelos e das unhas, assim como sobre a cor dos cabelos, é indicado na perda de cabelos por motivos inespecíficos e desordens no crescimento das unhas.

Composição: Cada cápsula contém: Pantotenato de cálcio 60 mg, cistina 20 mg, nitrato de tiamina 60 mg, levedura medicinal 100 mg, queratina 20 mg, ácido aminobenzóico 20 mg. Excipientes: celulose microcristalina, talco, estearato de magnésio, povidona, dióxido de silício.

Conteúdo da embalagem: Embalagem com 90 Cápsulas.

Indicações: Pantogar exerce um efeito positivo sobre o crescimento dos cabelos e das unhas, assim como sobre a cor dos cabelos. Pantogar é indicado na perda de cabelos por motivos inespecíficos. Alterações na estrutura de cabelo (cabelo enfraquecido, fino, quebradiço, sem vida, opaco e sem cor), cabelos danificados pela luz do sol e radiação UV, prevenção do aparecimento de fios brancos. Desordens no crescimento das unhas (unhas fracas, quebradiças, rachadas e pouco maleáveis).

Contra-indicações: Quando você tiver alergia a qualquer um dos componentes da fórmula. Este medicamento é contraindicado para menores de 12 anos. Reações adversas: aumento repentino do suor, pulso acelerado, reações da pele como coceira e urticária (reação alérgica na pele) ou desconforto gastrintestinal como sensação de queimação no estômago, náuseas, gases e dor abdominal.

Precauções: Uma vez que a formação dos cabelos ocorre lentamente, é importante tomar Pantogar regularmente na dose prescrita por um período de 3 a 6 meses para garantir o sucesso do tratamento. Pantogar não é indicado para alopecia cicatricial. A alopecia cicatricial se caracteriza pela ausência ou diminuição definitiva dos pelos, podendo ser causada por traumas, queimaduras, infecções, câncer e doenças, tais como: líquen plano pilar (lesão no couro cabeludo), lupus eritematoso (doença autoimune, onde a produção inadequada de anticorpos provoca lesões nos tecidos), esclerodermia (doença autoimune que causa espessamento na pele), mucinose folicular (lesão na raiz do cabelo). Pantogar também não é indicado nos causos de calvície masculina, perda de cabelo por motivos genéticos e/ou hormonais. Entretanto, nestes casos, Pantogar pode fortalecer os cabelos restantes.",Farma Conde,108.46,88.6,0.18,São Paulo,Sudeste
7897411610620,793760,Benicar 40mg Caixa 30 Comprimidos Revestidos,Benicar,"Benicar ® é indicado para o tratamento da pressão arterial alta, ou seja, a pressão cujas medidas estejam acima de 140 mm Hg (pressão “alta” ou sistólica) ou 90 mm Hg (pressão “baixa” ou diastólica).",Farma Conde,80.87,68.7,0.15,São Paulo,Sudeste
7897411611023,885129,Benicar Anlo 40/5mg Caixa 30 Comprimidos Revestidos,Benicar,Benicar Anlo 40/5mg 30s Sank,Farma Conde,96.9,80.8,0.17,São Paulo,Sudeste
7897411610668,815399,"Benicar HCT 20/12,5mg Caixa 30 Comprimidos Revestidos",Benicar,"Benicar® HCT é indicado para o tratamento da pressão arterial alta, ou seja, a pressão cujas medidas estejam acima de 140 mm Hg (pressão “alta” ou sistólica) ou 90 mm Hg (pressão “baixa” ou diastólica).",Farma Conde,86.79,72.1,0.17,São Paulo,Sudeste
7897411600386,263509,"Benicar Triplo 20mg/12,5mg/5mg Caixa 30 Comprimidos Revestidos",Benicar,"Benicar Triplo 20Mg + 12,5Mg + 5Mg Com 30 Comprimidos",Farma Conde,148.07,116.4,0.21,São Paulo,Sudeste
7897411611016,877399,Benicar Anlo 20/5mg Caixa 30 Comprimidos Revestidos,Benicar,Benicar Anlo 20/5mg 30s Sank,Farma Conde,85.71,71.9,0.16,São Paulo,Sudeste
7897411610682,808006,Benicar HCT 40/25mg Caixa 30 Comprimidos Revestidos,Benicar,"Benicar® HCT é indicado para o tratamento da pressão arterial alta, ou seja, a pressão cujas medidas estejam acima de 140 mm Hg (pressão “alta” ou sistólica) ou 90 mm Hg (pressão “baixa” ou diastólica).",Farma Conde,98.88,82.4,0.17,São Paulo,Sudeste
7897411610675,808014,"Benicar HCT 40/12,5mg Caixa 30 Comprimidos Revestidos",Benicar,"Benicar® HCT é indicado para o tratamento da pressão arterial alta, ou seja, a pressão cujas medidas estejam acima de 140 mm Hg (pressão “alta” ou sistólica) ou 90 mm Hg (pressão “baixa” ou diastólica).",Farma Conde,98.88,82.5,0.17,São Paulo,Sudeste
7897411611030,903302,Benicar Anlo 40/10mg Caixa 30 Comprimidos Revestidos,Benicar,Benicar Anlo 40/10mg 30s Sank,Farma Conde,96.9,80.7,0.17,São Paulo,Sudeste
7897411610606,778605,Benicar 20mg Caixa 30 Comprimidos Revestidos,Benicar,"Benicar ® é indicado para o tratamento da pressão arterial alta, ou seja, a pressão cujas medidas estejam acima de 140 mm Hg (pressão “alta” ou sistólica) ou 90 mm Hg (pressão “baixa” ou diastólica).",Farma Conde,76.95,65.3,0.15,São Paulo,Sudeste
7897411600423,262980,Benicar Triplo 40mg/25mg/10mg Caixa 30 Comprimidos Revestidos,Benicar,Benicar Triplo 40mg + 25mg + 10mg com 30 Comprimidos,Farma Conde,183.42,154.0,0.16,São Paulo,Sudeste
7897411600393,261529,"Benicar Triplo 40mg/12,5mg/5mg Caixa 30 Comprimidos Revestidos",Benicar,"Benicar Triplo 40mg + 12,5mg + 5mg com 30 Comprimidos",Farma Conde,170.04,145.2,0.15,São Paulo,Sudeste
7891268148756,813642,Olmetec 40mg Caixa 30 Comprimidos,Olmetec,Olmetec® (olmesartana medoxomila) é indicado para o tratamento da pressão arterial alta,Farma Conde,203.52,116.97,0.43,São Paulo,Sudeste
7891268148800,837419,"Olmetec HCT 20/12,5mg Caixa 30 Comprimidos",Olmetec,Olmetec® HCT (olmesartana medoxomila e hidroclorotiazida) é indicado para o tratamento da pressão arterial alta,Farma Conde,168.34,125.8,0.25,São Paulo,Sudeste
7891268148923,100123,Olmetec Anlo 20/5mg Caixa 30 Comprimidos,Olmetec,OlmetecANLO® (olmesartana medoxomila/besilato de anlodipino) é indicado para o tratamento da pressão arterial alta,Farma Conde,154.28,147.8,0.04,São Paulo,Sudeste
7891268149012,100149,Olmetec Anlo 40/10mg Caixa 30 Comprimidos,Olmetec,OlmetecANLO® (olmesartana medoxomila/besilato de anlodipino) é indicado para o tratamento da pressão arterial alta,Farma Conde,174.33,174.33,0.0,São Paulo,Sudeste
7891268148725,783886,Olmetec 20mg Caixa 30 Comprimidos,Olmetec,Olmetec® (olmesartana medoxomila) é indicado para o tratamento da pressão arterial alta,Farma Conde,176.9,176.9,0.0,São Paulo,Sudeste
7891268148961,100131,Olmetec Anlo 40/5mg Caixa 30 Comprimidos,Olmetec,OlmetecANLO® (olmesartana medoxomila/besilato de anlodipino) é indicado para o tratamento da pressão arterial alta,Farma Conde,174.33,174.33,0.0,São Paulo,Sudeste
7891268148862,895912,Olmetec HCT 40/25mg Caixa 30 Comprimidos,Olmetec,Olmetec® HCT (olmesartana medoxomila e hidroclorotiazida) é indicado para o tratamento da pressão arterial alta,Farma Conde,191.72,191.72,0.0,São Paulo,Sudeste
7891268148831,892117,"Olmetec HCT 40/12,5mg Caixa 30 Comprimidos",Olmetec,Olmetec® HCT (olmesartana medoxomila e hidroclorotiazida) é indicado para o tratamento da pressão arterial alta,Farma Conde,191.72,191.72,0.0,São Paulo,Sudeste
7896658030277,285116,Montelair 10mg Caixa 60 Comprimidos Mastigáveis,ACHE LAB FARMACEUTIC,"Tome Montelair uma vez ao dia com ou sem alimentos, como prescrito por seu médico. A dose para adultos e adolescentes com idade a partir de 15 anos para tratamento de asma e/ou rinite alérgica é de um comprimido de 10 mg diariamente. Os pacientes com asma devem tomar Montelair diariamente, ao anoitecer. Os pacientes com rinite alérgica devem tomar Montelair uma vez ao dia, conforme a prescrição médica.",Farma Conde,114.71,105.99,0.08,São Paulo,Sudeste
7896658038716,284875,Pant Sec 50mg/ml Solução Capilar Refil Frasco 50ml,ACHE LAB FARMACEUTIC,"Aplique Pant Sec 5% (minoxidil) apenas quando o cabelo e o couro cabeludo estiverem perfeitamente secos. Espere pelo menos quatro horas após a aplicação de Pant Sec 5% (minoxidil) para lavar os cabelos novamente. O uso de secador de cabelos, géis, cremes ou sprays para os cabelos não diminui o efeito de Pant Sec 5% (minoxidil). Aplique a dose total de 1 ml de Pant Sec 5% (minoxidil) no couro cabeludo, sobre a área calva e áreas circunvizinhas, duas vezes ao dia, iniciando a aplicação no centro da área afetada. O método de aplicação está indicado abaixo.",Farma Conde,72.84,72.84,0.0,São Paulo,Sudeste
7896658040405,284983,"Lubris 0,5% Solução Oftálmica Colírio Frasco 15ml",ACHE LAB FARMACEUTIC,"Você deve usar este produto exclusivamente nos olhos. Lavar bem as mãos. Segurar o frasco diretamente abaixo da tampa e gire a tampa para abrir o frasco. Não toque o conta-gotas no olho ou na pálpebra e não permita que o conta-gotas entre em contato com a face, dedos ou qualquer outra superfície para evitar sua contaminação. Inclinar ligeiramente a cabeça para trás e posicione o frasco de cabeça para baixo acima do olho.",Farma Conde,55.9,55.9,0.0,São Paulo,Sudeste
7896658035340,285119,Pant 50mg/ml Solução Capilar Frasco 50ml + 3 Frascos 50ml Cada + Válvula Spray,ACHE LAB FARMACEUTIC,"Aplique a dose total de 1 ml de Pant 5% (minoxidil) no couro cabeludo, sobre a área calva e áreas circunvizinhas, duas vezes ao dia, iniciando a aplicação no centro da área afetada.",Farma Conde,161.52,127.99,0.21,São Paulo,Sudeste
7896658038587,285117,Cipide 100mg Caixa 60 Comprimidos,ACHE LAB FARMACEUTIC,"""Você deve tomar os comprimidos com líquido, por via oral. As medidas da dieta devem ser mantidas durante o tratamento.

Não ultrapasse a dose recomendada de 1 comprimido ao dia.

Não há estudos dos efeitos de ciprofibrato administrado por vias não recomendadas. Portanto, por segurança e para garantir a eficácia deste medicamento, a administração deve ser somente por via oral, conforme recomendado pelo médico.""",Farma Conde,81.62,72.99,0.11,São Paulo,Sudeste
7896658030284,285115,Montelair 4mg Caixa 60 Comprimidos Mastigáveis,ACHE LAB FARMACEUTIC,Uso oral. A dose para adultos e adolescentes com idade a partir de 15 anos para tratamento de asma e/ou rinite alérgica é de um comprimido de 10 mg diariamente. A dose para crianças com idade de 6 a 14 anos para tratamento de asma e/ou rinite alérgica é de um comprimido mastigável de 5 mg diariamente. A dose para crianças com idade de 2 a 5 anos para tratamento de asma e/ou rinite alérgica é de um comprimido mastigável de 4 mg diariamente.,Farma Conde,114.71,94.49,0.18,São Paulo,Sudeste
7896658035388,285118,Pant 50mg/ml Solução Capilar Frasco 50ml + 2 Frascos 50ml Cada + Válvula Spray,ACHE LAB FARMACEUTIC,"Para a aplicação: direcionar o pulverizador para o centro da zona alvo, pressionar uma vez e dispensar o produto com a ajuda dos dedos. Repetir a operação em todas as zonas afetadas. Massagear o couro cabeludo através de movimentos circulares em direção à parte superior da cabeça para favorecer a microcirculação, pentear como habitualmente, sem enxaguar.",Farma Conde,112.45,97.29,0.13,São Paulo,Sudeste
7896658047077,284751,Melysse 25mg/5ml Xarope Pediátrico Frasco 120ml,ACHE LAB FARMACEUTIC,"Adultos e crianças a partir de 12 anos, 1 copo-dosador (10 mL) do Xarope Adulto a cada 12 horas.
Crianças de 6 a 12 anos 1 copo-dosador (5 mL) do Xarope Pediátrico a cada 12 horas
Crianças de 3 a 6 anos ½ copo dosador (5 mL) do Xarope Pediátrico a cada 12 horas
Crianças de 2 a 3 anos 2 mg/kg de peso ao dia. Xarope Pediátrico. Dividido em duas administrações a cada 12 horas",Farma Conde,38.09,38.09,0.0,São Paulo,Sudeste
7896658039713,284749,Oxcene 4mg Caixa 30 Comprimidos Mastigáveis,ACHE LAB FARMACEUTIC,"Tome Oxcene uma vez ao dia com ou sem alimentos, como prescrito por seu médico. A dose para adultos e adolescentes com idade a partir de 15 anos para tratamento de asma e/ou rinite alérgica é de um comprimido de 10 mg diariamente. A dose para crianças com idade de 6 a 14 anos para tratamento de asma e/ou rinite alérgica é de um comprimido mastigável de 5 mg diariamente. A dose para crianças com idade de 2 a 5 anos para tratamento de asma e/ou rinite alérgica é de um comprimido mastigável de 4 mg diariamente.",Farma Conde,71.56,71.56,0.0,São Paulo,Sudeste
7896658040894,284984,Luteal Caixa 60 Cápsulas Gelatinosas,ACHE LAB FARMACEUTIC,"Recomenda-se o consumo de 2 cápsulas ao dia, com 200ml (1 copo) de líquido, preferencialmente água.",Farma Conde,122.9,116.99,0.05,São Paulo,Sudeste
7896658039232,284117,Fusor 10mg Caixa 30 Comprimidos Revestidos,ACHE LAB FARMACEUTIC,"Os comprimidos de Fusor são administrados por via oral, uma única vez ao dia. Os comprimidos de Fusor podem ser tomados em qualquer momento do dia, com ou sem alimentos. Preferencialmente tomar sempre no mesmo horário. Engolir os comprimidos com água, sem mastigá-los. Se necessário, iniciar o tratamento com 5 mg para melhor adesão ao tratamento, o comprimido de 10 mg poderá ser partido ao meio. Para isso, coloque-o sobre uma superfície lisa e seca, mantenha a parte sulcada para cima, coloque os dedos indicadores nas extremidades de cada lado do comprimido e pressione para baixo.",Farma Conde,54.0,54.0,0.0,São Paulo,Sudeste
7891137006484,257675,Valda Xarope Infantil Frasco 100ml,Valda,Valda Xarope Pediátrico com 100ml,Farma Conde,19.9,18.42,0.07,São Paulo,Sudeste
7891137006477,257683,Valda Xarope Adulto Frasco 100ml,Valda,Valda Xarope Adulto com 100ml,Farma Conde,21.9,20.28,0.07,São Paulo,Sudeste
78900806,70102,Valda Chiclete em Tablete 4g,Valda,"Chiclete em Tablete Valda é macio e saboroso.

Chiclete em Tablete Valda proporciona sensação de refrescância ao hálito e ainda conta com um delicioso sabor de menta que dura por muito mais tempo.

Precauções: Conservar em local seco, fresco e ao abrigo da luz solar. Após aberto, consumir preferencialmente em até 10 dias.",Farma Conde,1.79,1.79,0.0,São Paulo,Sudeste
7891137003988,163428,Valda Pastilha Vitamina C Sachê 24g,Valda,VALDA C SACHET 24G,Farma Conde,8.99,8.99,0.0,São Paulo,Sudeste
78900776,27623,Valda Classic Pastilhas Lata 50g,Valda,"As Pastilhas Valda age na rouquidão, dores e irritações da garganta. Possui apenas 2,6kcal, são fabricadas á base de goma acácia: mais natural, rica em fibras solúveis, com textura mais firme e muito mais refrescante.",Farma Conde,28.99,28.99,0.0,São Paulo,Sudeste
