,Título,Marca,Preço sem Desconto,Preço com Desconto,ID,SKU
21,EMULSAO HIDRATANTE CORPO FLORA VIE VANILA 380ML,ANNA FLORA IND-FLORA VIE,,"R$ 48,90",2199912,82310
22,KIT FLORA VIE 01 VERBENA BODY LOTION+3 SABONETE,ANNA FLORA IND-FLORA VIE,,"R$ 115,90",2195118,94687
23,KIT FLORA VIE 02 SWEET SEDUCTION BODY SPLASH+BODY LOTIO...,ANNA FLORA IND-FLORA VIE,,"R$ 96,90",2199824,98175
24,KIT FLORA VIE 02 VERBENA SAB LIQUIDO+HIDRATANTE,ANNA FLORA IND-FLORA VIE,,"R$ 134,90",2195101,92155
25,KIT FLORA VIE LA VIE 2 C/BODY LOTION 250ML E HAND CREAM...,FLORA VIE,,"R$ 87,90",9991121,103806
26,DESODORANTE REXONA CLINICAL AERO MEN CLEAN 150ML4972,UNILEVER BRASIL,"R$ 18,90","R$ 16,90",7049950,98072
27,DESODORANTE REXONA AERO FEM POWDER 150ML 2436,UNILEVER BRASIL,,"R$ 17,90",7048901,94137
28,DESODORANTE REXONA AERO MEN ACTIVE 150ML 2598,UNILEVER BRASIL,,"R$ 17,90",7042611,94141
29,DESODORANTE REXONA AERO MEN INVISIBLE 150ML 2635,UNILEVER BRASIL,,"R$ 17,90",7048873,94143
30,SHAMPOO BABY J&J TRAD 200ML 0094**,JOHNSON & JOHNSON-HIGIENE,,"R$ 21,19",1254674,88560
31,SABONETE LIQUIDO BABY J&J CABEC AOS PES 200M 5757**,JOHNSON & JOHNSON-HIGIENE,,"R$ 25,90",8884744,88218
32,LOÇAO NIVEA HIDRATANTE CORPO MILK EXT SECA 200ML 9436,BDF NIVEA LTDA,,"R$ 19,99",1254939,85646
33,LOCAO NIVEA HIDRATANTE CORPO MILK EXT SECA 400ML,BDF NIVEA LTDA,"R$ 25,90","R$ 21,99",7038809,85645
34,LISTERINE ZERO MENTA SUAVE 250ML 3902*,JOHNSON & JOHNSON-HIGIENE,,"R$ 18,49",8885415,84241
35,LISTERINE COOL MINT AZUL 250ML 0014 **,JOHNSON & JOHNSON-HIGIENE,"R$ 18,49","R$ 16,90",1255463,84227
36,DESODORANTE REXONA CLINICAL AERO FEM EXTRA DRY 150ML,UNILEVER BRASIL,"R$ 18,90","R$ 16,90",7049948,98071
37,ESCOVA DENTAL ORAL-B 123,PROCTER&GAMBLE-PERFUMARIA,,"R$ 6,19",8881024,81481
38,SABONETE LIQUIDO BABY J&J CABEC AOS PES 400M 0744,JOHNSON & JOHNSON-HIGIENE,,"R$ 41,90",5234709,95041
39,CONDICIONADOR BABY J&J 200ML,JOHNSON & JOHNSON-HIGIENE,,"R$ 29,05",1258892,69072
40,LISTERINE COOL MINT MENTA SUAVE ZERO LV500 PG350ML,JOHNSON & JOHNSON-HIGIENE,,"R$ 27,30",5239920,84242
41,LA ROCHE CICAPLAST BAUME B5 REPARADOR CORPORAL 20ML,LOREAL BR- DIV DCA LA ROCHE,"R$ 48,90","R$ 46,90",4764967,91217
42,SABONETE LIQUIDO NIVEA CREME SOFT REFIL 200ML,NIVEA,,"R$ 6,90",9991416,104108
43,SH PANTENE LISO EXTREMO 175ML 5420,PANTENE,,"R$ 14,90",4834617,92986
44,DESODORANTE DOVE AERO INV DRY FEM 150ML 1176,UNILEVER BRASIL,,"R$ 20,99",7048885,94124
45,REMOVEDOR DE ESMALTE DAILUS HIPOALERGENICO,DAILUS,,"R$ 7,90",9993842,106512
46,SABONETE LIQUIDO NIVEA ERVA DOCE 250ML,BDF NIVEA LTDA,"R$ 12,65","R$ 10,99",8885617,85675
47,LOÇAO NIVEA HIDRATANTE CORPO SOFT MILK P SECA 200ML 543...,BDF NIVEA LTDA,,"R$ 16,99",1257588,85651
48,SABONETE LIQUIDO NIVEA CREME SOFT 250ML,BDF NIVEA LTDA,"R$ 12,90","R$ 10,99",7034704,85674
49,ESCOVA DENTAL ORAL-B 123 L3P2,PROCTER&GAMBLE-PERFUMARIA,,"R$ 13,19",3849917,96300
50,ESCOVA DENTAL ORAL-B 30 INDIC PLUS MAC 2X1,PROCTER&GAMBLE-PERFUMARIA,,"R$ 19,90",4835217,94387
51,ESMALTE DAILUS HIPOALERGENICO TUDO PRA MIM,DAILUS,,"R$ 8,90",9993833,106504
52,ESMALTE DAILUS QUERIDINHOS SUSPIRO 8ML,DAILUS,"R$ 7,90","R$ 6,90",9992816,105976
53,LOCAO NIVEA HIDRATANTE CORPO SOFT MILK P SECA 400ML,BDF NIVEA LTDA,"R$ 25,90","R$ 21,99",7038808,85650
54,ESMALTE DAILUS BABADO E GLITERIA EU QUE LUTE 8ML,DAILUS,,"R$ 10,90",9992856,106004
55,ESPUMA BARBEAR GILLETTE FOAMY SENS 175G,PROCTER&GAMBLE-PERFUMARIA,,"R$ 28,90",1251503,81812
56,SABONETE LIQUIDO NIVEA CREME CARE 250ML,NIVEA,,"R$ 12,65",9991433,104125
57,SHAMPOO PANTENE BAMBU 200ML,PANTENE,,"R$ 15,90",9990233,102909
58,ESMALTE DAILUS QUERIDINHOS MEIA DE SEDA 8ML,DAILUS,,"R$ 7,90",9992814,105974
59,ESMALTE DAILUS XO CARENTENA MEU ESQUEMA PREFERIDO 8ML,DAILUS,,"R$ 11,99",9992801,105961
60,LA ROCHE CICAPLAST BAUME B5 REPARADOR CORPORAL 40ML,LOREAL BR- DIV DCA LA ROCHE,"R$ 87,90","R$ 82,90",4764956,83724
61,PROTETOR SOLAR FACIAL ANTHELIOS FPS80 AIRLICIUM 40GR,LOREAL BR- DIV DCA LA ROCHE,"R$ 92,90","R$ 89,90",9993695,106374
62,ESMALTE DAILUS CALIFORNIA ICE CREAM VANILLA 8ML,DAILUS,,"R$ 7,60",9993681,105436
63,"ESMALTE DAILUS ME CHAMA NO ZOOM NE, MINHA FILHA 8ML",DAILUS,"R$ 7,90","R$ 6,90",9992822,105981
64,ESMALTE DAILUS ME CHAMA NO ZOOM TENHO UM CALL 8ML,DAILUS,"R$ 7,90","R$ 6,90",9992823,105982
65,ESMALTE DAILUS QUERIDINHOS BLACK TIE 8ML,DAILUS,"R$ 7,90","R$ 6,90",9992817,105977
66,HIDRATANTE FACIAL EM GEL NIVEA 100ML,NIVEA,"R$ 40,69","R$ 39,90",9990769,103448
67,APARELHO DE BARBEAR GILLETTE PREST 3 L4P3,PROCTER&GAMBLE-PERFUMARIA,"R$ 28,99","R$ 26,90",4438616,96029
68,ESMALTE DAILUS ATRAS DO ARCO-IRIS TOBOGA DE ARCO-IRIS 8...,DAILUS,,"R$ 7,90",9992828,105987
69,ESMALTE DAILUS BABADO E GLITERIA BOCA DO POVO 8ML,DAILUS,,"R$ 9,90",9992858,106006
70,ESMALTE DAILUS HIPOALERGENICO PISA MENOS,DAILUS,,"R$ 10,39",9993835,106506
71,ESMALTE DAILUS QUERIDINHOS PIPOCA DOCE 8ML,DAILUS,,"R$ 7,90",9992812,105972
72,ESMALTE DAILUS QUERIDINHOS RED VELVET 8ML,DAILUS,,"R$ 7,90",9992813,105973
73,CONDICIONADOR BABY J&J REGULAR 400ML,JOHNSON & JOHNSON-HIGIENE,,"R$ 46,99",5238809,69073
74,CREME NIVEA FACIAL ANTISSINAIS 100G,BDF NIVEA LTDA,,"R$ 36,90",7039935,97866
75,ESMALTE DAILUS ATRAS DO ARCO-IRIS LAGRIMA DE UNICORNIO ...,DAILUS,,"R$ 7,90",9992827,105986
76,ESMALTE DAILUS BABADO E GLITERIA TO NA SECA MAS PASSO B...,DAILUS,,"R$ 10,90",9992829,105988
77,ESMALTE DAILUS DEVENDO E LUXANDO A MAE TA ESTOURADA 8ML,DAILUS,,"R$ 7,90",9992802,105962
78,ESMALTE DAILUS FINALIZACAO POUPA MEU TEMPO 8ML,DAILUS,,"R$ 7,90",9992833,105992
79,ESMALTE DAILUS HIPOALERGENICO E FAKE NEWS,DAILUS,,"R$ 8,90",9993834,106505
80,ESMALTE DAILUS LUISA SONZA BOA MENINA,DAILUS,,"R$ 8,90",9993472,106210
81,ESMALTE DAILUS QUERIDINHOS LICOR DE CEREJA 8ML,DAILUS,"R$ 7,90","R$ 6,90",9992811,105971
82,ESMALTE DAILUS QUERIDINHOS TACA DE CRISTAL 8ML,DAILUS,"R$ 7,90","R$ 6,90",9992815,105975
83,"ESMALTE DAILUS XO CARENTENA EU, MEU DATE 8ML",DAILUS,,"R$ 7,90",9992800,105960
84,SABONETE LIQUIDO NIVEA WATERLILY&OIL 250ML 3167,BDF NIVEA LTDA,,"R$ 16,90",7959912,85679
85,DESODORANTE REXONA AERO FEM INVI 150ML 2481,UNILEVER BRASIL,"R$ 17,90","R$ 16,90",7045528,94135
86,ESMALTE DAILUS CALIFORNIA ICE CREAM PURPLE SPRINGS 8ML,DAILUS,,"R$ 7,90",9992832,105991
87,ESMALTE DAILUS FEAT GKAY OXE MINHA GENTE- CINTILANTE TO...,DAILUS,,"R$ 10,90",9992860,106008
88,ESMALTE DAILUS FINALIZACAO ERA GLITER QUE ME FALTAVA 8M...,DAILUS,,"R$ 10,90",9992834,105993
89,ESMALTE DAILUS LUISA SONZA BRABA,DAILUS,,"R$ 8,90",9993470,106208
90,ESMALTE DAILUS LUISA SONZA VIP,DAILUS,,"R$ 8,90",9993469,106207
91,GIL APAR PREST 3 MASC C/1,PROCTER&GAMBLE-PERFUMARIA,,"R$ 8,30",8883929,92406
92,ESMALTE DAILUS ATRAS DO ARCO-IRIS NUVEM DE ALGODAO 8ML,DAILUS,,"R$ 7,90",9992859,106007
93,ESMALTE DAILUS BABADO E GLITERIA A MAE TA ON 8ML,DAILUS,,"R$ 10,90",9992830,105989
94,ESMALTE DAILUS BABADO E GLITERIA PEGUEI EM OFF 8ML,DAILUS,,"R$ 10,90",9992857,106005
95,ESMALTE DAILUS FACA SUA SORTE SEMENTE DE ROMA 8ML,DAILUS,,"R$ 7,90",9992824,105983
96,ESMALTE DAILUS HIPOALERGENICO ZERO DEFEITOS,DAILUS,,"R$ 8,90",9993832,106503
97,ESMALTE DAILUS LHAMASTE SO VIM PELA COMIDA 8ML,DAILUS,,"R$ 7,90",9992835,105994
98,ESPUMA BARBEAR GILLETTE PREST SENS 56G,PROCTER&GAMBLE-PERFUMARIA,,"R$ 10,53",4839503,96176
99,SABONETE LIQUIDO NIVEA FRANGIPANI&OIL 250ML,BDF NIVEA LTDA,,"R$ 16,90",7034709,85677
100,BANANINHA S/ACUCAR PARAIBUNA 23G,BANANINHA PARAIBUNA,,"R$ 3,49",3023101,93580
101,VALDA TABLETE TRADIC UNID,CANONNE,,"R$ 1,20",1258010,90069
102,BOMBOM SONHO DE VALSA,MONDELEZ BRASIL LTDA,,"R$ 1,69",9991374,104065
103,VALDA TABLETE DIET UNID,CANONNE,,"R$ 1,99",1258086,90067
104,BISCOITO WAFER NUTELLA B-READY 22G,NUTELLA,,"R$ 4,00",9990914,103593
105,KINDER BUENO CHOCOLATE AO LEITE 43G,KINDER,,"R$ 9,00",9991445,104137
106,CHOCOLATE PRESTIGIO 33G,ELK - ELK COMERCIO E REPRESENTACOES LTDA,,"R$ 3,30",9991797,104511
107,TALENTO CHOCOLATE AVELA 25G,TALENTO,,"R$ 3,99",4392815,97766
108,TIC TAC LARANJA 16G,TIC TAC,,"R$ 3,00",9990916,103595
109,COCA COLA ZERO 220ML,COCA COLA FEMSA BRASIL,,"R$ 3,90",7274115,93877
110,GOMA DE MASCAR MENTOS PURE FRESH MINT 3,JOHNSON & JOHNSON - OTC,,"R$ 2,60",9990533,103209
111,TIC TAC FRUTAS 16G,TIC TAC,,"R$ 3,00",9990917,103596
112,"Chiclete Trident hortelã, 8g",MONDELEZ BRASIL HALLS/TRIDENT,,"R$ 2,90",1259866,93205
113,HALLS EXTRA FORTE C/10UNI,HALLS,,"R$ 2,59",789903,97820
114,KIT KAT CHOCOLATE 41.5GR,KIT KAT,,"R$ 3,89",7148615,97776
115,VALDA PAST UNID FRIENDS 25GR,CANONNE,,"R$ 5,90",8880301,90058
116,VALDA PAST UNID SACHE LAR MENT 24GR,CANONNE,,"R$ 9,90",2022801,93292
117,BARRA DE CHOCOLATE MILKA HAPPY COWS 100G,MILKA,,"R$ 14,90",9991009,103692
118,BALA HALLS MINI EXTRA FORTE SEM ACUCAR 15G,HALLS,,"R$ 3,49",9990382,103056
119,COCA COLA 220ML,COCA COLA FEMSA BRASIL,,"R$ 3,90",7272805,93872
120,BANANINHA PARAIBUNA S/ACUCAR C/9UNID,BANANINHA PARAIBUNA,,"R$ 22,79",9752801,93581
121,VALDA PAST CLASSICA LATA 50G,CANONNE,,"R$ 17,90",1258012,90059
122,BALAS DE GELATINA FINI MINHOCAS CITRICAS 90GR,JANSSEN-CILAG,,"R$ 8,50",9990946,103626
123,VALDA PAST DIET LATA 50G,CANONNE,,"R$ 44,90",1258013,90054
124,GOMA DE MASCAR MENTOS PURE FRESH MENTA FORTE C/5 UNI,JOHNSON & JOHNSON - OTC,,"R$ 2,60",9991806,104520
125,BARRA DE CHOCOLATE MILKA NOISETTE 100GR,MILKA,,"R$ 14,90",9990858,103537
126,BARRA DE CHOCOLATE MILKA OREO 100G,MONDELEZ BRASIL-MILKA,,"R$ 14,90",282804,100101
127,VALDA PAST UNID SACHE CLASSIC,CANONNE,,"R$ 4,90",8883631,90061
128,VALDA PAST UNID CANELA FRIENDS 25GR,CANONNE,,"R$ 5,90",2029901,97750
129,HALLS MORANGO C/10UNI,HALLS,,"R$ 2,59",782803,97671
130,BARRA DE CHOCOLATE MILKA ALPINE MILK 100G,MILKA,,"R$ 14,90",282801,100098
131,GOMA DE MASCAR MENTOS PURE FRESH STRONG MINT,MONDELEZ BRASIL LTDA,,"R$ 2,80",9990753,103432
132,CONFEITO DE CHOCOLATE M&M´s C/AMENDOIM 49G,M&MS,,"R$ 7,50",9991340,104030
133,HALLS CEREJA C/10UNI,HALLS,,"R$ 2,59",9990368,103043
134,HALLS MELANCIA C/10UNI,HALLS,,"R$ 2,59",789902,97821
135,HALLS MENTA C/10UNI,HALLS,,"R$ 2,59",789904,97822
136,TALENTO CHOC BRANCO CEREAIS PASSAS 25G,TALENTO,,"R$ 3,99",4392813,97764
137,CONFEITO DE CHOCOLATE M&M´S 45G,M&MS,,"R$ 7,50",9991341,104031
138,BALAS DE GELATINA FINI BANANAS 90GR,JANSSEN-CILAG,,"R$ 8,50",9990942,103622
139,VALDA PAST UNID CLASSIC 24GR,CANONNE,,"R$ 8,90",1258011,90056
140,VALDA PAST UNID DIET FLIPTOP,CANONNE,,"R$ 11,55",1258014,90052
141,GOMA DE MASCAR MENTOS PURE FRESH WINTERGREEN 4UNI,JOHNSON & JOHNSON - OTC,,"R$ 2,60",9991989,104711
142,NOVASOURCE SENIOR BAUNILHA 1 LITRO,NESTLE,,"R$ 47,80",4392801,91494
143,VALDA PAST UNID SACHE DIET 12GR,CANONNE,,"R$ 6,50",8883612,90063
144,MENTOS PURE FRESH MENTA FORTE POTE C/28,MONDELEZ BRASIL LTDA,,"R$ 16,90",782805,102002
145,BALAS DE GELATINA FINI BEIJOS DE MORANGO 90GR,JANSSEN-CILAG,,"R$ 8,50",9990943,103623
146,BARRA DE CHOCOLATE MILKA LU COM RECHEIO DE BISCOITO 87G,MILKA,,"R$ 14,90",9991098,103783
147,BARRA DE CHOCOLATE MILKA OREO BROWNIE 100GR,MILKA,,"R$ 14,90",9991099,103784
148,BOMBOM OURO BRANCO,MONDELEZ BRASIL LTDA,,"R$ 1,69",9991375,104066
149,"Goma de Mascar Valda X pote, 36g",VALDA,,"R$ 16,50",2029902,98153
150,MATTE LEAO NATURAL PET 450ML,COCA COLA FEMSA BRASIL,,"R$ 6,99",9994037,106690
151,BALAS DE GELATINA FINI DENTADURAS 90GR,JANSSEN-CILAG,,"R$ 8,50",9990944,103624
152,BARRA DE CHOCOLATE MILKA STRAWBERRY 100G,MONDELEZ BRASIL-MILKA,,"R$ 14,90",282805,100102
153,PASTILHA VALDA MAIS SABOR PROPOLIS E GENGIBRE,CANONNE,,"R$ 32,90",9990733,103412
154,TALENTO CHOCOLATE DIET 25G,TALENTO,,"R$ 4,99",8552801,93110
155,VALDA C LAR MENT 50G,CANONNE,,"R$ 15,90",2022803,97256
156,AGUA DE COCO KERO COCO 200ML,AMBEV,,"R$ 4,85",9993764,106438
157,BALA HALLS MINI CEREJA SEM ACUCAR 15G,HALLS,,"R$ 3,49",9992899,106030
158,COCA COLA CAFE ESPRESSO 220ML,COCA COLA FEMSA BRASIL,,"R$ 4,29",7272816,98389
159,VALDA IMUNE KIDS 30UNI,VALDA,,"R$ 18,60",9990907,103586
160,FINI BALA GELATINA DIET URSINHO,BIOASIS,,"R$ 4,05",7452801,97399
161,Valda Fresh Spray 35mL,CANONNE,,"R$ 17,86",2028603,98674
162,ISOSOURCE SOYA BAUNILHA 1L,NESTLE,,"R$ 30,48",4398818,83402
163,MENTOS PURE FRESH MENTA POTE C/28,MONDELEZ BRASIL LTDA,,"R$ 16,90",782804,102001
164,VALDA PAST EXTRA FORTE LATA 50G,VALDA,,"R$ 44,90",9994105,106753
165,BALA MENTOS STICK RAINBOW 14UNI,MONDELEZ BRASIL LTDA,,"R$ 2,99",9990532,103208
166,PASTILHAS VALDA FRIENDS SEM AÇÚCAR,CANONNE,,"R$ 13,90",2029903,98395
167,CHOCOLATE LACTA LAKA OREO 20GR,LACTA,,"R$ 2,80",9992598,105316
168,GOMA DE MASCAR MENTOS UP2U 56G,JOHNSON & JOHNSON - OTC,,"R$ 15,19",9990520,103196
169,MENTOS PURE FRESH MORANGO POTE C/28,JOHNSON & JOHNSON - OTC,,"R$ 16,90",9990521,103197
170,SOUVENAID BAUNILHA C/4 125ML,DANONE,,"R$ 84,90",7768601,89035
171,TALENTO CHOCOLATE AMENDOAS PASSAS 25G,TALENTO,,"R$ 3,99",4392816,97765
172,VALDA PAST UNID X 18G,CANONNE,,"R$ 8,99",598602,90049
173,ADOÇANTE EM PÓ ZERO-CAL STÉVIA COM 50 ENVELOPES,HYPERA PHARMA - LINHA ADOÇANTE,,"R$ 10,99",9990381,103055
174,CHOCOLATE SNICKERS 45G,SNICKERS,,"R$ 4,10",9991798,104512
175,TALENTO MEIO AMARGO AMENDOAS 25G,TALENTO,,"R$ 3,99",4392814,97767
176,ENGOV AFTER RED HITS 250ML,HYPERA PHARMA,,"R$ 10,90",9993062,105103
177,NUTRIDRINK PROTEIN CHOCOLATE 200ML,DANONE,,"R$ 20,89",7768605,85996
178,RESOURCE TCHICKENUP CLEAR C/24 SACHES,NESTLE,,"R$ 86,30",4398828,87634
179,TIC TAC DE CABELO FINESTRA TART MED N368,FINESTRA - CLIFT IMPORTACAO E EXPORT LTDA,,"R$ 10,99",7569992,89601
180,GATORADE FRUTAS CITRICAS 500ML,AMBEV,,"R$ 6,90",5162805,97045
181,NOVASOURCE RENAL BAUNILHA 200ML,NESTLE,,"R$ 30,00",4398830,91493
182,BARRA DE CHOCOLATE MILKA CARAMELO 100G,MILKA,,"R$ 14,90",9990965,103645
183,BARRA DE CHOCOLATE MILKA WHOLE HAZELNUTS 100G,MONDELEZ BRASIL-MILKA,,"R$ 14,90",9990575,103251
184,BISCOITO GULLON WAFER BARQUILLOS DE BAUNILHA 60G,AURORA BEBIDAS E ALIM,,"R$ 9,89",9990999,103680
185,CHOCOLATE TWIX 40GR,TWIX,,"R$ 3,99",9993416,106169
186,NUTRIDRINK PROTEIN BAUNILHA 200ML,DANONE,,"R$ 21,99",3518820,85995
187,AQUALITE UVA 500ML NATUBRAS,NATULAB,,"R$ 13,99",9993645,106333
188,BISCOITO MILKA CHOCO WAFER 150G,MILKA,,"R$ 23,60",9991370,104061
189,CHOCOLATE CLASSIC AO LEITE NESTLE 25G,ELK - ELK COMERCIO E REPRESENTACOES LTDA,,"R$ 3,50",4392817,97768
190,GATORADE LARANJA 500ML,AMBEV,,"R$ 6,90",5162804,97046
191,GOMA DE MASCAR MENTOS PURE FRESH FRESH MINT 4UN,JOHNSON & JOHNSON - OTC,,"R$ 2,80",9991650,104352
192,IMPACT SABOR PESSEGO 200ML,NESTLE,,"R$ 26,90",4392902,83299
193,IMPACT SABOR TORTA DE LIMAO 200ML,NESTLE,,"R$ 26,90",4392901,83300
194,PEPTAMEN JUNIOR BAUNILHA 400G,NESTLE,,"R$ 279,90",4393941,86581
195,RESOURCE THICHEN UP CLEAR 125G,NESTLE,,"R$ 86,90",4398823,87635
196,KIT COREGA PO MENTA 22GR C/3,COREGA,"R$ 44,90","R$ 38,17",9993859,106527
197,COREGA ULTRA CR S/SABOR 40GR 0651**,HALEON,"R$ 45,90","R$ 39,02",4998736,69258
198,COREGA ULTRA CR MENTA 40G 0148,HALEON,"R$ 54,90","R$ 46,67",4998717,69256
199,COREGA ULTRA CR MENTA LV68PG50G 1427,HALEON,"R$ 76,90","R$ 65,37",3449914,98258
200,"COREGA ULTRA CR S/SABOR 8,5GR",HALEON,,"R$ 13,99",9994052,106705
201,COREGA ULTRA CR S/SABOR 19GR 6252,HALEON,,"R$ 23,49",4998738,69257
202,COREGA PO 3EM1 SEM SABOR 22G,COREGA,,"R$ 19,90",9993858,106526
203,COREGA ULTRA CR MENTA 19G 1410,HALEON,,"R$ 23,49",3449915,98257
204,COREGA ULTRA CR S/SABOR L68GP50G 5804,HALEON,,"R$ 68,90",4998857,69255
205,COREGA PO 22GR 9636,HALEON,,"R$ 19,79",4998722,69250
206,KIT COREGA ULTRA CR S/SABOR C/2 68G,COREGA,,"R$ 109,90",9991188,103874
207,COREGA PO 50GR 8706,HALEON,,"R$ 38,87",3449904,97060
208,COREGA ULTRA PO 22G 0675,COREGA,,"R$ 56,99",4998718,69254
209,Naturetti com 16 capsulas,HYPERA PHARMA,,"R$ 62,54",248667,85274
210,KALOBA GOTAS 50ML**,HERBARIUM,"R$ 148,38","R$ 126,12",218828,83454
211,LACTOSIL FLORAL 8CAPS,APSEN,"R$ 39,90","R$ 19,90",9992174,104905
212,LACTO SCHRAIBER C/30 SACHES,SCHRAIBER,"R$ 271,40","R$ 259,90",4695601,83790
213,TRAUMEEL POMADA 50G**,HEEL - HEEL DO BRASIL BIOMEDIC,,"R$ 89,90",5338807,89804
214,CASCARA SAGRADA C/45CAPS,HERBARIUN,"R$ 51,29","R$ 40,90",3248636,68344
215,LACTOSIL FLORA 30 CAPS,APSEN DO BRASIL,,"R$ 115,18",9992870,106015
216,LACTOSIL 10.000 FCC ALU C/30 TABLET DIS,APSEN DO BRASIL,"R$ 68,40","R$ 44,90",132305,95240
217,ALMEIDA PRADO COMPLEXO HOMEOPATICO NR 46,ALMEIDA PRADO,,"R$ 37,90",1460602,68998
218,ARNICA GEL HERBARIUM 30G,HERBARIUN,,"R$ 38,24",3244503,67233
219,METAMUCIL POTE LARANJA 174GR,PROCTER&GAMBL-OTC,,"R$ 109,75",1928676,84973
220,LACTOSIL 4.000 FCC ALU 30SACHES,APSEN DO BRASIL,,"R$ 48,53",132303,83796
221,Prolive 1.000.000.000UFC 15 capsulas,ACHE,"R$ 68,69","R$ 57,80",348852,87292
222,Prolive 1.000.000.000UFC 30 cápsulas,ACHE,,"R$ 132,77",348601,87293
223,ANDROSTEN UNO 280MG C/15 CPR,HERBARIUN,"R$ 195,62","R$ 166,28",3240621,92369
224,PREVIGRIP 50ML WELEDA,WELEDA - WELEDA DO BRASIL LAB. E FARMACIA LTDA,,"R$ 98,11",7889903,93412
225,SERENUS C/20 CPR (VENCIMENTO 06/2023),BIOLAB,,"R$ 62,33",1948801,88500
226,Sintocalmy 300mg 40 Comprimidos,ACHE,,"R$ 86,59",348847,88881
227,WELEDA STRESSDORON 80CPR,WELEDA - WELEDA DO BRASIL LAB. E FARMACIA LTDA,,"R$ 76,90",7888601,93423
228,TRAUMEEL S SOL INJ C/10AMP,HEEL - HEEL DO BRASIL BIOMEDIC,"R$ 264,14","R$ 224,52",5339901,89805
229,"Valeriane 50mg, drageas",ZYDUS,"R$ 93,48","R$ 79,46",1898637,90072
230,WELEDA ARNICA D3 80CPR,WELEDA - WELEDA DO BRASIL LAB. E FARMACIA LTDA,,"R$ 88,90",7889918,97474
231,Castanha India 45 Comprimidos Herbarium,HERBARIUN,"R$ 57,13","R$ 49,90",3248623,93776
232,Espinheira Sta 380mg 45 S,HERBARIUN,"R$ 54,85","R$ 47,90",3248628,81871
233,MOTIX PDA 50G,FARMOQUIMICA,"R$ 109,23","R$ 92,85",1260802,96978
234,TRAUMEEL 50CP,HEEL - HEEL DO BRASIL BIOMEDIC,"R$ 95,81","R$ 81,44",5338802,89803
235,WELEDA SINUDORON GOTAS 50ML,WELEDA - WELEDA DO BRASIL LAB. E FARMACIA LTDA,,"R$ 82,90",8688801,90413
236,ABSORVENTE BIGFRAL REGULAR PLUS C/20UNID**,ONTEX BRASIL,,"R$ 25,91",1255665,66362
237,TOALHA UMEDECIDA BIGFRAL ADULTO C/40 1871*,ONTEX BRASIL,,"R$ 25,90",7139906,89683
238,FRALDA BIGFRAL DERMA PLUS G C/7,BIGFRAL,,"R$ 34,90",9991153,103839
239,FRALDA BIGFRAL PLUS RE XG C/7,BIGFRAL,,"R$ 31,60",9991596,104292
