Região,Cidade,Farmácia,Produto,EAN,SKU,Preço sem Desconto,Preço com Desconto,Percentual de Desconto,Descrição
SE,São Paulo,Drogasil,,7891066008139,336116,55.9,39.9,28.622540250447226,"Descrição do ProdutoO que é o Autoteste Antígeno Nasal Covid-19 Needs?O Autoteste Antígeno Nasal COVID-19 da Needs é um teste rápido criado para fazer uma triagem da infecção por COVID-19 e pode ser realizado em casa pelo próprio paciente.A embalagem contém:1 envelope com o dispositivo do autoteste.1 frasco com solução reagente.1 haste swab nasal descartável (cotonete).1 saco para descarte dos resíduos.1 instrução de uso.1 suporte para a solução reagente.Para que serve o Autoteste Antígeno Nasal Covid-19 Needs?O Autoteste Antígeno Nasal Needs é uma das alternativas mais acessíveis para fazer o teste de COVID-19, especialmente porque você tem a possibilidade de fazê-lo em casa, sem a necessidade de agendar, enfrentar filas ou esperar longos períodos pelo recebimento de resultados. Ele garante uma testagem que pode ser feita sem precisar do auxílio de ninguém e fácil de se interpretar. O resultado sai em até 15 minutos. O teste pode ser realizado em crianças e adolescentes com menos de 14 anos, desde que sob supervisão dos pais ou responsável.Como funciona o Autoteste Antígeno Nasal Covid-19 Needs?Com a ajuda da haste swab (cotonete), você poderá extrair células da região nasal. Ao mergulhar este cotonete no frasco com a solução reagente, uma parte destas células é transferida para lá. Então, ao gotejá-la no local indicado no dispositivo, irá gerar um resultado indicando a infecção por COVID-19, a não-infecção ou resultado inválido (caso o teste não tenha sido realizado de maneira correta).Quando usar o autoteste para COVID-19 Needs?É recomendável o uso do autoteste antígeno nasal para COVID-19 Needs caso você tenha sintomas como febre, tosse, dor de garganta, coriza, dores de cabeça, mal-estar, dores no corpo, entre outros.ATENÇÃOO Ministério da Saúde recomenda a realização do teste entre o 1º e o 7º dia do início dos sintomas, ou 5 dias após o contato com outra pessoa que teve diagnóstico confirmado para COVID-19.Quando NÃO usar o autoteste para COVID-19 NeedsO autoteste não deve ser usado como forma de apresentação de laudo positivo ou negativo.Não deve ser usado como comprovantes para viagens, entrada em eventos, licenças para afastamento escolar ou de trabalho.Não deve ser usado como diagnóstico, apenas como triagem.ATENÇÃOVocê não deve usar este autoteste se estiver com sintomas considerados graves, como falta de ar, baixos níveis de saturação de oxigênio (abaixo de 95%), cianose (cor azulada nas unhas, pele e lábios), letargia (sono profundo), confusão mental e sinais de desidratação. Se estes forem seus sintomas, você precisa procurar assistência imediatamente em uma unidade de saúde.Como fazer o Autoteste Antígeno Nasal Covid-19?Iniciando o testeRetire todos os componentes da embalagem.Abra o frasco com a solução reagente e coloque-o no suporte.Retire o dispositivo do envelope e coloque-o sobre a mesa.Coleta da amostraRetire o cotonete do envelope, sem tocar a ponta.Coloque o cotonete 1,5cm em uma narina e repita na outra, utilizando o mesmo cotonete.Mergulhe o cotonete no frasco com a solução reagente.Faça movimentos circulares por cerca de 10 vezes, pressionando o cotonete contra as paredes do frasco.Retire o cotonete e descarte-o.Feche o frasco, deixe-o no suporte e aguarde 1 minuto.Em seguida, abra a pequena tampa superior do frasco, coloque 4 gotas da solução reagente no local indicado no dispositivo de teste.Aguarde 15 minutos para iniciar a leitura do resultado.Leitura do resultado do teste de COVID-19Para garantir que o teste tenha sido realizado de maneira adequada, é importante formar sempre uma linha na região C (Controle).Resultado NegativoÉ formada somente a linha vermelha na região C (Controle).Resultado PositivoSão formadas linhas vermelhas na região T (Teste) e na região C (Controle). O resultado é considerado positivo, mesmo que elas não tenham a mesma tonalidade de cor.Resultado InválidoCaso não apareça nenhuma linha ou não apareça linha na região C (Controle), o resultado é inválido, ainda que tenha aparecido uma linha na região T (Teste). Dessa forma, será necessário descartar o teste e refazer com outro kit.ImportanteEm caso de dúvidas assista ao vídeo explicativo por meio do QRCode impresso na embalagem original.O que fazer com o resultado do seu teste de COVID?Em caso de resultado negativoCaso o seu resultado seja negativo e você não tenha quaisquer sintomas de infecção por COVID-19, continue mantendo as medidas de prevenção. Se apresentar sintomas, busque uma unidade de saúde para realizar exames específicos.Em caso de resultado positivoMantenha o isolamento para evitar a disseminação do vírus. Procure atendimento em uma unidade de saúde ou teleatendimento para que um profissional de saúde possa realizar a confirmação do diagnóstico.Em caso de resultado inválidoCaso seu autoteste de COVID apresente um resultado inválido, você deverá refazer o teste ou consultar um profissional da saúde.Qual a diferença entre Antígeno e RT-PCR?-AntígenoRT-PCRTipo de identificaçãoIdentifica a presença de uma proteína do vírus SARS-CoV-2.Identifica a presença do material genético (RNA) do vírus SARS-CoV-2.Tipo de coletaA coleta da amostra é feita por meio da introdução de swab (cotonete estéril).Tipo de amostra coletadaAmostras de secreção respiratória.Período de sintomasDo primeiro ao sétimo dia após o início dos sintomas.Do primeiro até o oitavo dia de início dos sintomas.Em casos graves hospitalizados, a amostra pode ser coletada até o 14º dia.Tipo de resultadoConhecido como teste rápido, oferece resultados em aproximadamente 15 minutos.Oferece resultados mais precisos a partir de 48 horas após o recebimento da amostra pelo laboratório.Recomendações importantesA leitura do resultado antes do período de 15 minutos ou após 20 minutos, pode levar a resultados imprecisos (falso positivo ou falso negativo).Higienize as mãos antes de realizar o autoteste.Para descartar, utilize o saco de descarte.Todos os itens deste teste podem ser descartados em lixo comum, porém, em algumas localidades, podem existir regulamentações de descarte. Caso seja o caso, siga as regulamentações da sua localidade.Na presença de muita secreção, assoe o nariz.Mantenha distância de outras pessoas durante a coleta, pode ser que você sinta vontade de espirrar.Utilize somente a swab fornecida no kit.AdvertênciasAs instruções de uso devem ser estritamente seguidas,caso contrário o resultado poderá ser impreciso ou inválido.Mantenha fora do alcance de crianças e animais.Não utilize este Kit após a data de validade impressa em sua embalagem original.Não abra a embalagem selada a menos que esteja pronto para realizar o teste.Não utilize caso o envelope com o dispositivo de teste esteja perfurado,aberto ou faltando algum componente.Este autoteste possui um kit completo para uso, não utilize qualquer solução, dispositivo ou componente que não sejam os fornecidos neste kit.Não reutilize nenhum dos componentes deste kit.Conserve em temperatura de 2ºC a 30ºC em sua embalagem original(lacrada) até o uso, longe da luz solar, umidade e calor.Para mais informações, leia a bula."
SE,São Paulo,Drogasil,Glyxambi 25mg + 5mg 30 comprimidos - Preço e onde econtrar?,7896026306751,53328,476.41,377.06,20.853886358388785,"Descrição do ProdutoPara que serve o Glyxambi?Glyxambi é indicado para melhorar o controle da glicose (açúcar) no sangue em adultos com diabetes mellitus tipo 2, associado ao tratamento com metformina, dieta e exercícios físicos. Glyxambi pode ser usado como tratamento inicial em pacientes não elegíveis ao tratamento com metformina.Como tomar o Glyxambi?A dose inicial recomendada de Glyxambi é 10 mg/5 mg (empagliflozina 10 mg/ linagliptina 5 mg), uma vez ao dia.Em pacientes que toleram Glyxambi 10 mg/5 mg (empagliflozina 10 mg/ linagliptina 5 mg) uma vez ao dia e que requerem controle glicêmico adicional, seu médico poderá aumentar a dose para Glyxambi 25 mg/5 mg (empagliflozina 25 mg/linagliptina 5 mg), uma vez ao dia. Glyxambi pode ser ingerido com ou sem alimento. Não é necessário ajuste de dose para pacientes com comprometimento renal com TFGe ≥30mL/min/1,73 m2 ou com comprometimento hepático.Não é necessário ajuste de dose com base na idade, porém o início da terapia com Glyxambi não é recomendado em pacientes com 75 anos ou mais, pois a experiência terapêutica é limitada nesta população.Este medicamento não deve ser partido ou mastigado.Siga a orientação de seu médico, respeitando sempre os horários, as doses e duração do tratamento.Não interrompa o tratamento sem conhecimento do seu médico.Quando não devo usar o Glyxambi?Não usar Glyxambi se você for alérgico à empagliflozina ou à linagliptina ou a quaisquer excipientes da formulação do medicamento. Você também não deve usar Glyxambi se tiver comprometimento renal grave (TFGe < 30 mL/min/1,73m2 ), inclusive se estiver fazendo diálise. A experiência terapêutica de Glyxambi em pacientes com comprometimento renal grave é limitada.Glyxambi 25mg/5mg É UM MEDICAMENTO. SEU USO PODE TRAZER RISCOS. PROCURE UM MÉDICO OU UM FARMACÊUTICO. LEIA A BULA. MEDICAMENTOS PODEM CAUSAR EFEITOS INDESEJADOS. EVITE A AUTOMEDICAÇÃO: INFORME-SE COM O FARMACÊUTICO.Venda sob prescrição médica."
SE,São Paulo,Drogasil,Cimegripe 4mg + 400mg + 4mg 20 cápsulas - Preço e para que serve?,7896523200576,38850,26.67,9.9,62.87964004499438,"Descrição do ProdutoPara que serve Cimegripe Cápsulas?Cimegripe é indicado no tratamento dos sintomas de gripes e resfriados. Cimegripe é destinado ao alívio da congestão nasal, coriza, febre, dor de cabeça e dores musculares presentes nos estados gripais.Como usar Cimegripe Cápsulas?Adultos (de 18 a 60 anos)1 cápsula a cada 4 horas.Ingerir com quantidade suficiente de água para que sejam deglutidas.Limite máximo diárioNão tomar mais de 5 cápsulas ao dia.Duração do tratamentoConforme orientação médica.Siga corretamente o modo de usar. Em caso de dúvidas sobre este medicamento, procure orientação do médico ou farmacêutico.Quando não devo usar Cimegripe Cápsulas?Cimegripe® é contraindicado para pacientes com hipersensibilidade aos componentes da fórmula, pressão alta, doença cardíaca, diabetes, glaucoma, hipertrofia da próstata, doença renal crônica, insuficiência hepática grave, disfunção tireoidiana, gravidez e lactação sem controle médico.Este medicamento é contraindicado para menores de 18 anos.Este medicamento não deve ser utilizado por mulheres grávidas sem orientação médica ou do cirurgião-dentista.SE PERSISTIREM OS SINTOMAS, O MÉDICO DEVERÁ SER CONSULTADO.CIMEGRIPE É UM MEDICAMENTO. SEU USO PODE TRAZER RISCOS. PROCURE UM MÉDICO OU UM FARMACÊUTICO. LEIA A BULA.NÃO USE ESTE MEDICAMENTO EM CASO DE DOENÇAS DO CORAÇÃO, PRESSÃO ALTA E GLAUCOMA. NÃO USE JUNTO COM OUTROS MEDICAMENTOS QUE CONTENHAM PARACETAMOL, COM ÁLCOOL, OU EM CASO DE DOENÇA GRAVE DO FÍGADO. DURANTE SEU USO, NÃO DIRIJA OU OPERE MÁQUINAS, POIS SUA AGILIDADE E ATENÇÃO PODEM ESTAR PREJUDICADAS."
SE,São Paulo,Drogasil,,7896006216520,151456,39.9,39.9,0.0,"Descrição do ProdutoO que éZerolac é uma enzima lactase na concentração de 10.000 FCC, que auxilia na digestão da lactose.Para que serveZerolac possibilita que as pessoas intolerantes à lactose consumam leite e derivados sem desconfortos gastroentestinais."
SE,São Paulo,Drogasil,"Tadalafila 5mg 30 Comprimidos EMS - preço, bula e onde comprar",7896004749624,13777,88.23,16.99,80.74351127734332,"Descrição do ProdutoPara que serve o Tadalafila?Tadalafila é indicado para o tratamento da disfunção erétil (DE). Tadalafila é indicado para o tratamento dos sinais e sintomas da hiperplasia prostática benigna (HPB) em homens adultos incluindo aqueles com disfunção erétil.Como usar o Tadalafila?Tadalafila deve ser administrado somente por via oral e ingerido inteiro, podendo ser tomado independente das refeições.Modo de usoDisfunção erétilA dose recomendada de tadalafila é de 5 mg, administrada uma vez ao dia, aproximadamente no mesmo horário.A duração do tratamento deve ocorrer a critério médico.Hiperplasia Prostática Benigna (HPB)A dose recomendada de tadalafila é de 5 mg, administrada uma vez ao dia, aproximadamente no mesmo horário.Homens com insuficiência renalNão é necessário o ajuste de dose em pacientes com insuficiência renal leve ou moderada. A administração de tadalafila uma vez ao dia não é recomendada para pacientes com insuficiência renal grave.Siga a orientação do seu médico, respeitando sempre os horários, as doses e a duração do tratamento. Não interrompa o tratamento sem o conhecimento do seu médico.Este medicamento não deve ser partido, aberto ou mastigado.Quando não devo usar o TadalafilaTadalafila não é indicado para homens que não apresentam disfunção erétil e/ou sinais e sintomas de Hiperplasia Prostática Benigna (HPB).Tadalafila não deve ser usado por pacientes alérgicos à tadalafila ou a qualquer um dos componentes do comprimido. Tadalafila não deve ser administrado a pacientes que estejam utilizando medicamentos contendo nitratos, tais como: propatilnitrato (Sustrate), isossorbida (Monocordil, Cincordil, Isordil), nitroglicerina (Nitradisc, Nitroderm TTS, Nitronal, Tridil) e dinitrato de isossorbitol (Isocord).Não há recomendações e advertências especiais quanto ao uso de Tadalafila por idosos.TADALAFILA 5MG É UM MEDICAMENTO. SEU USO PODE TRAZER RISCOS. PROCURE UM MÉDICO OU UM FARMACÊUTICO. LEIA A BULA. MEDICAMENTOS PODEM CAUSAR EFEITOS INDESEJADOS. EVITE A AUTOMEDICAÇÃO: INFORME-SE COM O FARMACÊUTICO.Venda sob prescrição médica. Medicamento Genérico – Lei N.º 9.787/99."
SE,São Paulo,Drogasil,"Atensina 0,100mg 30 Comprimidos: Preço, bula e para que serve",7896026300162,2171,9.97,9.19,7.823470411233712,"Descrição do ProdutoO que é o Atensina?ATENSINA é indicada para o tratamento da pressão alta, podendo ser usada isoladamente ou associada a outros medicamentos para pressão alta.Como tomar o Atensina?USO ORALUSO ADULTOO tratamento da pressão alta é contínuo e precisa de supervisão constante de seu médico.Você deve seguir a dose de ATENSINA prescrita pelo seu médico. É recomendável iniciar o tratamento com doses mais baixas, aumentando gradualmente até obter o efeito desejado.Na hipertensão leve a moderada a dose diária de ATENSINA de 0,075 mg a 0,200 mg é suficiente na maioria dos casos. A dose inicial dependerá do seu grau de pressão alta.A dose de ATENSINA deve ser ajustada de acordo com a resposta individual de cada paciente. Se em 2 a 4 semanas sua pressão não estiver controlada, seu médico poderá aumentar a dose.Na hipertensão grave pode ser necessário aumentar a dose diária para 0,300 mg, que poderá ser repetida até 3 vezes ao dia (0,900 mg).No caso de mau funcionamento dos rins o médico deve ajustar a dose de acordo com a resposta de cada paciente, sendo necessária uma monitoração minuciosa. Não é necessário administrar dose adicional do medicamento após a hemodiálise de rotina.Siga a orientação de seu médico, respeitando sempre os horários, as doses e a duração do tratamento. Não interrompa o tratamento sem o conhecimento do seu médico.Quando não devo usar o Atensina?Você não deve tomar ATENSINA se tiver alergia a qualquer componente da fórmula; se seu coração bater mais lentamente que o normal; se tiver intolerância à galactose.ATENSINA 0,100MG É UM MEDICAMENTO. SEU USO PODE TRAZER RISCOS. PROCURE UM MÉDICO OU UM FARMACÊUTICO. LEIA A BULA."
SE,São Paulo,Drogasil,Compressa de Gaze Estéril Needs - compre online em promoção,7891800366365,13625,3.59,3.59,0.0,"Descrição do ProdutoO que é a compressa de Gaze Estéril Needs?A compressa de gaze estéril da Needs é um item médico hospitalar utilizado em grande parte como curativo para proteger feridas. A compressa Needs possui cadarço duplo, que forma uma espécie de alça de segurança e dá maior resistência para o produto e ainda possui bordas fechadas que auxiliam a evitar o desfiamento.Para que serve a compressa de Gaze Estéril Needs?Indicada para auxiliar na absorção de líquidos, sangue e outras secreções, presentes em cirurgias e acidentes, a compressa Needs é ideal para curativos, além de ser um produto de fácil manuseio que também pode ser prática para diversos usos domésticos.Benefícios e diferenciais da compressa de Gaze Estéril NeedsItem médico hospitalar utilizado em grande parte como curativo para proteger feridas.Ideais para curativos.Auxilia na absorção de líquidos, sangue e outras secreções.Puras, absorventes e de fácil manuseio.Possui cadarço duplo para maior resistência.Possui bordas fechadas que auxiliam a evitar o desfiamento.Práticas em diversos usos domésticos.Como se usa a Gaze Estéril Needs?Seque a ferida com gaze seca sem pressionar ou raspar;.Cubra a ferida com outra gaze seca.Prenda a gaze com um esparadrapo.EspecificaçõesMarca: Needs.Tipo: Gaze estéril.Material: 100% algodão estéril.Quantidade: 10 unidades.AdvertênciasProduto de uso único.Conservar em local seco, fresco e limpo.Destruir após o uso.Proibido reprocessar.Não é recomendado realizar a abertura da compressa de gaze para sua utilização.Mantenha fora do alcance das crianças."
SE,São Paulo,Drogasil,Fluconazol 150mg Cimed 2 cápsulas: ver preço e onde encontrar,7896523208770,13666,20.03,4.45,77.78332501248128,"Descrição do ProdutoPara que serve o Fluconazol?O fluconazol 150 mg é indicado para o tratamento de Candidíase vaginal (infecções da vagina causadas por fungos do gênero Candida) aguda e recorrente (de repetição), como profilaxia (prevenção) para reduzir a candidíase vaginal recorrente (três ou mais episódios por ano), balanite por Candida (infecção fúngica da região conhecida popularmente como “cabeça do pênis”) e Dermatomicoses (infecções fúngicas na pele e nos seus anexos, por exemplo, unha, conhecidas popularmente como micoses) como: Tinea pedis, Tinea corporis, Tinea cruris, Tinea unguium (onicomicoses) e infecções por fungos do gênero Candida.Como usar o Fluconazol?O tempo de tratamento adequado deverá ser decisão do seu médico.Dermatomicoses (infecções causadas por fungos ou micoses, na pele ou nos anexos do corpo, do pé, região da virilha – crural) e infecções por Candida: 1 dose oral (engolida) única por semana de 150 mg, em geral por 2 a 4 semanas, mas em alguns casos pode ser necessário um tratamento de até 6 semanas.Tinea ungueal (micose da unha ou onicomicoses): 1 dose única semanal de fluconazol 150 mg até que a unha infectada seja totalmente substituída pelo crescimento (o que demora de 3 a 6 meses nas mãos e de 6 a 12 meses nospés, mas isso pode variar de pessoa para pessoa). Mesmo após o tratamento as unhas podem permanecer deformadas.Candidíase vaginal (infecção vaginal por fungos do gênero Candida) e balanite (infecção fúngica da região conhecida popularmente como “cabeça do pênis”) por Candida: 1 dose única oral de fluconazol 150 mg.Candidíase vaginal recorrente (de repetição): dose única mensal de fluconazol 150 mg, de 4 a 12 meses.Algumas pacientes podem necessitar de um regime de dose mais frequente.Uso em Pacientes com Insuficiência Renal: o médico pode precisar ajustar a dose de acordo com a capacidade de filtração dos rins.Dose única de fluconazol 150 mg não é recomendada para crianças menores de 18 anos de idade e idosos (acima de 60 anos de idade), exceto sob supervisão médica.Quando não devo usar o FluconazolO fluconazol 150 mg não deve ser utilizado se você tem hipersensibilidade (alergia) ao fluconazol ou a compostos azólicos (classe química do fluconazol) ou ainda, a qualquer componente da fórmula. Não tome fluconazol 150 mg com terfenadina (medicamento antialérgico), cisaprida, astemizol, eritromicina, pimozida e quinidina, porque pode ser perigoso e provocar alterações do ritmo do coração.FLUCONAZOL 150MG É UM MEDICAMENTO. SEU USO PODE TRAZER RISCOS. PROCURE UM MÉDICO OU UM FARMACÊUTICO. LEIA A BULA."
SE,São Paulo,Drogasil,Cimelide 100mg 12 Comprimidos CIMED,7896523206110,58189,25.78,9.55,62.95577967416602,"Descrição do ProdutoCimelide é destinado ao tratamento de uma variedade de condições que requeiram atividade anti-inflamatória (contra a inflamação), analgésica (contra a dor) e antipirética (contra a febre).CIMELIDE 100MG É UM MEDICAMENTO. SEU USO PODE TRAZER RISCOS. PROCURE UM MÉDICO OU UM FARMACÊUTICO. LEIA A BULA."
SE,São Paulo,Drogasil,LuftaGastroPro Sabor Menta Sachê com 10ml: Encontre online,8444,8444,3.9,3.9,0.0,"Descrição do ProdutoIndicaçãoLuftaGastroPro é um medicamento indicado para os sintomas do refluxo, como regurgitação ácida, queimação (azia) e dispepsia (má digestão), inclusive após cirurgias gástricas, hérnia de hiato (penetração de parte do estômago na cavidade torácica) e esofagite (inflamação no esôfago). Indicado também para os sintomas do refluxo supra-esofágico. Pode ser utilizado durante o tratamento com inibidores da bomba de próton (por exemplo omeprazol) ou antagonistas dos receptores H2 (por exemplo cloridrato de ranitidina).PosologiaAdultos, idosos e crianças acima de 12 anos: tomar 5 a 10 ml após as três principais refeições do dia e antes de dormir. A dose máxima diária não deve ultrapassar 40 ml. Para usar LuftaGastroPro frasco: agite o frasco antes de usar e utilize uma colher de sobremesa (equivalente a 10ml) para ajustar a dose do medicamento. Para usar LuftaGastroPro sachê: cada sachê contém o equivalente à dose de10ml.Quando não devo usar este medicamentoLuftaGastroPro não deve ser utilizado por pacientes com hipersensibilidade ao alginato de sódio ou a qualquer componente da fórmula, incluindo os ésteres. Este medicamento é contra-indicado para menores de 12 anos.SE PERSISTIREM OS SINTOMAS, O MÉDICO DEVERÁ SER CONSULTADO. LUFTAGASTROPRO É UM MEDICAMENTO. SEU USO PODE TRAZER RISCOS. PROCURE UM MÉDICO OU UM FARMACÊUTICO. LEIA A BULA."
SE,São Paulo,Drogasil,Dorflex com 50 Comprimidos - Preço e para que serve,7891058020941,40111,26.5,22.39,15.509433962264149,"Descrição do ProdutoDescriçãoO que é?O Dorflex é um relaxante muscular em comprimidos que ajuda a tratar e evitar incômodos nas costas, ombros e nos braços.Princípio ativoDipirona monoidratada, citrato de orfenadrina, cafeína anidraPara que serve Dorflex 50 comprimidos?Auxilia a tratar e prevenir dores na lombar e na cabeça. O seu efeito começa em aproximadamente 30 minutos após a ingestão.Pode tomar Dorflex todos os dias?Evite exceder a dosagem recomendada na bula, se os sintomas persistirem, procure uma pessoa médica.O que o Dorflex faz no corpo?Age diretamente na região afetada trazendo alívio e conforto para o corpo e disposição para prática de atividades físicas.Qual o melhor relaxante muscular para a dor?O Dorflex 50 comprimidos atua como analgésico e auxilia no tratamento de contraturas musculares ocasionadas por:Excesso de esforço físicoPostura inadequadaSedentarismoComo usar o Dorflex 50 comprimidos?Ingerir entre 1 a 2 comprimidos, 3 a 4 vezes ao diaA ingestão deve ser com líquido e, de preferência, meio a 1 copo via oral. Evite exceder a quantidade recomendada pela bula, em caso de dúvidas, procure orientação médica.ContraindicaçõesEvitar o uso de Dorflex nas seguintes situações:Alergia ou intolerância a qualquer componente da fórmula ou a qualquer analgésico similar a Dipirona - derivados de pirazolonas(fenazona, propifenazona) ou a pirazolidinas( fenilbutazona, oxifembutazona) ou algum caso constatado antes do consumo de Dorflex de agranulocitose( redução na contagem de leucócitos do sangue ou glóbulos brancos) referente a estes medicamentos.Casos de glaucoma( aumento da pressão intraocular), obstrução pilórica ou duodenal( diminuição da passagem de qualquer conteúdo na região do estômago e intestino), problemas motores no esôfago(megaesôfago), úlcera péptica estenosante( estreitamento anormal), hipertrofia prostática( ampliação da próstata), obstrução do colo da bexiga e miastenia grave( doença neuromuscular que acarreta em fraqueza)Porfiria hepática aguda intermitente - doença no metabolismo que age em decorrência de problemas na pele e/ou com complicações neurológicas( chances de ataques de porfiria)Deficiência congênita da glicose-6-fosfato-desidrogenase( com risco de hemólise - destruição por completo dos glóbulos vermelhos, levando a casos de anemia)Função da medula óssea insuficiente( após tratamento bloqueando a divisão celular) ou doenças do sistema hematopoiético( este sendo responsável por produzir células sanguíneas)Broncoespasmo desenvolvido( situação onde os brônquios são contraídos e desenvolvendo chiados no peito) ou qualquer outra reação anafilática( urticária, rinite e angioedema) com medicamentos para controle da dor: salicilatos, paracetamol, diclofenaco, ibuprofeno, indometacina, naproxeno.AdvertênciasManter fora do alcance de criançasPessoas grávidas ou em período de amamentação, somente com orientação de uma pessoa médica.Evitar o processo de reintrodução da Dipirona em pacientes com lesões hepáticas durante o tratamentoComposição300 mg de dipirona monoidratada, 35 mg de citrato de orfenadrina (equivalente a 20,4 mg de orfenadrina base) e 50 mg de cafeína anidra, amido de milho, amidoglicolato de sódio, talco e estearato de magnésio.SE PERSISTIREM OS SINTOMAS, procure uma pessoa medica. dorflex É UM MEDICAMENTO. SEU USO PODE TRAZER RISCOS. LEIA A BULA."
